Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
"ACC","1,497.00","1,530.00","1,484.10","1,514.90","29.40","1.98","1,857.45","1,255.65","-9.17","10.19","31-DEC-2999","-"
"ADANIENT","166.05","168.50","163.50","166.00","1.00","0.61","236.65","100.85","13.23","-2.35","06-SEP-2018","SCHEME OF ARRANGEMENT"
"ADANIPORTS","367.45","379.90","365.00","374.50","8.85","2.42","452.35","294.10","-5.90","17.45","31-DEC-2999","-"
"ADANIPOWER","56.35","58.35","55.70","57.80","2.30","4.14","58.35","15.15","62.82","25.38","31-DEC-2999","-"
"AJANTPHARM","1,175.85","1,185.00","1,150.00","1,152.25","-16.30","-1.39","1,595.00","895.85","-15.90","8.87","09-NOV-2018","INTERIM DIVIDEND - RS 9 PER SH"
"ALBK","48.55","49.30","47.75","48.60","0.05","0.10","78.05","33.15","-36.51","9.95","31-DEC-2999","-"
"AMARAJABAT","711.15","721.00","709.75","716.00","6.75","0.95","908.45","704.05","-10.38","-3.86","20-NOV-2018","INTERIM DIVIDEND - RS 2 PER SHARE"
"AMBUJACEM","218.60","222.80","217.60","219.90","2.45","1.13","280.00","188.35","-16.23","11.54","31-DEC-2999","-"
"APOLLOHOSP","1,265.00","1,329.85","1,261.45","1,288.45","23.65","1.87","1,329.85","910.10","16.46","12.92","12-SEP-2018","ANNUAL GENERAL MEETING/DIVIDEND- RS 5 PER SHARE"
"APOLLOTYRE","242.35","242.35","233.50","234.55","-4.50","-1.88","307.25","192.05","-6.44","7.20","31-DEC-2999","-"
"ARVIND","103.20","105.00","101.50","102.10","-0.80","-0.78","478.50","90.25","-76.63","-70.23","28-NOV-2018","DEMERGER"
"ASHOKLEY","112.45","112.45","106.00","107.25","-5.10","-4.54","167.50","101.65","-8.99","-6.50","31-DEC-2999","-"
"ASIANPAINT","1,345.00","1,359.00","1,335.05","1,344.65","-1.30","-0.10","1,490.60","1,090.10","17.26","9.29","29-OCT-2018","INTERIM DIVIDEND - RS 2.85 PER SH"
"AUROPHARMA","812.00","816.00","799.40","800.85","-9.85","-1.21","827.45","527.00","15.59","1.17","20-NOV-2018","INTERIM DIVIDEND - RS 1.25 PER SHARE"
"AXISBANK","632.00","633.00","621.60","625.00","-0.75","-0.12","677.95","481.25","16.74","7.31","31-DEC-2999","-"
"BAJAJ-AUTO","2,760.00","2,764.95","2,714.00","2,734.50","-11.20","-0.41","3,468.35","2,420.00","-17.27","5.43","31-DEC-2999","-"
"BAJAJFINSV","6,060.00","6,088.35","5,975.05","6,029.60","35.25","0.59","7,200.00","4,500.00","15.64","11.56","31-DEC-2999","-"
"BAJFINANCE","2,548.00","2,555.55","2,490.75","2,509.10","-28.60","-1.13","2,994.00","1,511.20","45.28","5.31","31-DEC-2999","-"
"BALKRISIND","965.75","1,010.95","937.00","943.50","-16.90","-1.76","1,453.55","922.70","-56.04","-13.85","14-NOV-2018","INTERIM DIVIDEND - RS 2 PER SHARE"
"BANKBARODA","106.25","108.20","104.90","106.85","1.80","1.71","179.70","91.00","-36.81","-3.43","31-DEC-2999","-"
"BANKINDIA","84.55","89.30","84.55","89.15","4.30","5.07","198.00","73.20","-54.43","3.66","31-DEC-2999","-"
"BATAINDIA","1,046.30","1,069.50","1,046.30","1,062.00","18.70","1.79","1,115.70","653.10","44.64","8.98","31-DEC-2999","-"
"BEL","84.15","86.45","82.40","85.25","2.00","2.40","189.45","74.25","-54.12","-8.38","31-DEC-2999","-"
"BEML","760.40","761.35","742.30","745.60","-7.25","-0.96","1,695.00","521.25","-55.35","26.96","19-SEP-2018","ANNUAL GENERAL MEETING/DIVIDEND- RS 8 PER SHARE"
"BERGEPAINT","319.00","324.90","319.00","322.50","2.70","0.84","349.90","232.30","24.73","15.22","31-DEC-2999","-"
"BHARATFIN","1,033.00","1,046.00","1,026.85","1,040.60","17.55","1.72","1,234.80","823.75","6.14","18.47","31-DEC-2999","-"
"BHARATFORG","569.80","569.80","556.50","566.90","3.05","0.54","798.00","541.05","-18.21","-3.08","15-NOV-2018","INTERIM DIVIDEND RS  - RS 2.50 PER SHARE"
"BHARTIARTL","316.50","321.00","314.50","320.50","7.00","2.23","547.50","276.85","-35.44","9.63","05-NOV-2018","INTERIM DIVIDEND RS - 2.50 PER SHARE"
"BHEL","68.80","71.30","67.40","70.50","2.35","3.45","107.95","64.45","-23.37","2.55","05-NOV-2018","BUYBACK"
"BIOCON","632.00","632.55","615.00","615.50","-8.85","-1.42","718.00","423.10","42.43","-6.60","31-DEC-2999","-"
"BOSCHLTD","19,019.25","19,388.90","19,000.00","19,199.00","225.75","1.19","22,400.00","16,975.00","-5.58","-2.77","31-DEC-2999","-"
"BPCL","322.00","326.95","317.65","325.50","1.10","0.34","542.50","238.55","-35.40","18.32","31-DEC-2999","-"
"BRITANNIA","3,175.00","3,188.90","3,081.35","3,097.70","-72.05","-2.27","3,467.18","2,200.00","-35.67","-45.12","29-NOV-2018","FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 2/- PER SHARE TO Re 1/- PER SHARE"
"CADILAHC","369.00","369.00","353.55","358.05","-7.25","-1.98","456.75","332.25","-16.49","-0.56","31-DEC-2999","-"
"CANBK","257.95","261.90","254.75","257.95","2.15","0.84","384.90","204.75","-30.82","-1.53","31-DEC-2999","-"
"CANFINHOME","270.10","272.80","264.40","267.90","-1.95","-0.72","557.50","216.50","-44.60","-2.86","31-DEC-2999","-"
"CAPF","527.70","527.70","518.70","523.00","-1.40","-0.27","901.85","437.25","-25.47","12.18","31-DEC-2999","-"
"CASTROLIND","152.00","154.30","150.00","152.95","1.95","1.29","213.95","134.95","-61.73","2.86","31-DEC-2999","-"
"CEATLTD","1,264.10","1,270.00","1,245.05","1,267.00","2.85","0.23","2,019.00","985.85","-28.98","10.47","31-DEC-2999","-"
"CENTURYTEX","925.50","930.45","905.20","909.05","-11.95","-1.30","1,471.20","718.05","-30.71","10.49","31-DEC-2999","-"
"CESC","699.90","718.95","692.10","701.00","1.50","0.21","1,190.00","642.00","-30.81","0.87","31-DEC-2999","-"
"CGPOWER","38.90","42.65","38.55","40.95","2.20","5.68","99.15","32.85","-52.69","15.51","31-DEC-2999","-"
"CHENNPETRO","274.00","277.40","268.15","275.90","1.60","0.58","464.40","220.65","-35.08","7.73","31-DEC-2999","-"
"CHOLAFIN","1,323.00","1,327.75","1,303.00","1,317.00","3.00","0.23","1,760.05","1,038.00","2.99","3.66","31-DEC-2999","-"
"CIPLA","542.00","545.40","534.10","536.30","-4.55","-0.84","678.45","507.20","-10.75","-14.77","31-DEC-2999","-"
"COALINDIA","246.00","251.80","245.35","248.40","3.50","1.43","316.95","239.05","-9.93","-6.67","31-DEC-2999","-"
"COLPAL","1,230.00","1,283.00","1,225.05","1,283.00","63.35","5.19","1,283.00","1,018.30","23.76","14.81","05-NOV-2018","INTERIM DIVIDEND - RS 8 PER SHARE"
"CONCOR","675.00","685.00","666.00","679.40","4.45","0.66","750.00","542.00","-48.06","7.20","11-SEP-2018","DIVIDEND- RS 3.75 PER SHARE"
"CUMMINSIND","808.65","812.90","791.30","810.00","3.00","0.37","984.00","613.20","-6.64","8.46","31-DEC-2999","-"
"DABUR","412.80","417.80","407.65","413.50","4.40","1.08","490.65","311.95","20.10","7.47","09-NOV-2018","INTERIM DIVIDEND - RS 1.25 PER SH"
"DCBBANK","156.50","162.45","156.50","161.50","4.60","2.93","206.50","139.85","-12.87","1.70","31-DEC-2999","-"
"DHFL","214.00","219.80","212.65","217.80","5.05","2.37","691.50","176.10","-64.67","-3.24","31-DEC-2999","-"
"DISHTV","37.75","39.90","36.80","37.00","-1.30","-3.39","86.90","35.90","-54.63","-14.84","05-NOV-2018","INTERIM DIVIDEND - RE 0.50 PER SHARE"
"DIVISLAB","1,424.70","1,469.90","1,420.05","1,457.60","18.25","1.27","1,578.00","978.35","40.02","-1.81","31-DEC-2999","-"
"DLF","179.00","181.80","176.20","180.55","2.45","1.38","273.85","142.00","-22.59","9.59","12-SEP-2018","ANNUAL GENERAL MEETING/DIVIDEND RE 0.80 PER SHARE (PURPOSE REVISED)"
"DRREDDY","2,738.60","2,742.60","2,652.45","2,675.00","-47.20","-1.73","2,742.60","1,887.00","17.12","5.21","31-DEC-2999","-"
"EICHERMOT","23,320.00","23,898.00","22,953.00","23,520.00","114.70","0.49","32,236.70","20,001.15","-21.45","7.57","31-DEC-2999","-"
"ENGINERSIN","118.50","118.50","116.00","116.25","-1.25","-1.06","206.40","100.15","-38.03","0.48","11-SEP-2018","ANNUAL GENERAL MEETING/DIVIDEND RS 1.50 PER SHARE"
"EQUITAS","109.00","114.60","107.00","113.20","5.55","5.16","173.65","77.85","-23.31","5.06","31-DEC-2999","-"
"ESCORTS","719.80","719.80","702.85","704.70","0.00","0.00","1,017.70","541.00","-1.89","12.39","31-DEC-2999","-"
"EXIDEIND","263.50","265.35","259.20","259.90","-2.90","-1.10","304.70","192.40","26.75","-2.31","15-NOV-2018","INTERIM DIVIDEND - RS 1.60 PER SHARE"
"FEDERALBNK","85.40","87.15","83.55","84.65","-0.65","-0.76","116.45","67.05","-23.50","2.30","31-DEC-2999","-"
"GAIL","341.00","357.40","339.50","355.05","12.00","3.50","399.40","295.25","-24.20","-5.13","31-DEC-2999","-"
"GLENMARK","655.90","667.75","617.25","620.45","-32.70","-5.01","711.90","493.50","9.99","-0.17","19-SEP-2018","ANNUAL GENERAL MEETING/DIVIDEND RS 2 PER SHARE"
"GMRINFRA","16.20","16.55","16.00","16.40","0.30","1.86","25.05","14.55","-10.63","-2.67","11-SEP-2018","ANNUAL GENERAL MEETING"
"GODFRYPHLP","928.40","936.00","917.20","922.05","-4.35","-0.47","1,080.00","640.25","-8.13","19.41","17-SEP-2018","ANNUAL GENERAL MEETING/DIVIDEND- RS 8 PER SHARE"
"GODREJCP","760.00","785.60","754.10","771.70","21.35","2.85","978.67","637.27","-19.74","6.46","13-NOV-2018","INTERIM DIVIDEND - RS 4 PER SHARE"
"GODREJIND","553.00","554.60","541.90","547.75","-1.70","-0.31","657.60","434.50","-5.20","17.19","31-DEC-2999","-"
"GRASIM","869.70","883.00","857.50","869.35","3.10","0.36","1,261.10","756.00","-25.69","4.29","31-DEC-2999","-"
"GSFC","106.65","108.65","105.00","108.35","2.25","2.12","166.40","85.50","-22.69","3.49","11-SEP-2018","DIVIDEND RS 2.2 PER SHARE"
"HAVELLS","687.45","697.00","681.95","692.00","7.30","1.07","728.75","450.00","35.87","7.15","31-DEC-2999","-"
"HCLTECH","1,021.10","1,025.70","1,004.70","1,019.95","4.95","0.49","1,125.05","824.85","20.28","-3.38","30-OCT-2018","INTERIM DIVIDEND - RS 2 PER SH"
"HDFC","2,000.15","2,017.00","1,955.00","1,976.40","-12.60","-0.63","2,052.95","1,640.85","17.94","11.71","31-DEC-2999","-"
"HDFCBANK","2,131.00","2,142.00","2,106.90","2,111.50","-16.95","-0.80","2,220.00","1,799.00","13.91","10.45","31-DEC-2999","-"
"HEROMOTOCO","3,050.00","3,067.35","2,999.05","3,029.50","-25.70","-0.84","3,848.80","2,648.00","-16.63","9.67","31-DEC-2999","-"
"HEXAWARE","325.95","329.80","318.75","327.15","3.20","0.99","557.70","294.30","-2.95","-2.46","02-NOV-2018","INTERIM DIVIDEND - RS 2.50 PER SHARE"
"HINDALCO","232.50","237.90","231.80","233.15","6.95","3.07","284.00","192.35","-3.04","5.78","12-SEP-2018","DIVIDEND- RS 1.20 PER SHARE"
