Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1670.95,1672.20,1583.05,1592.20,-65.45,-3.95,1769.05,1255.65,21.72,-1.74,31-DEC-2999,-
ADANIENT,156.90,157.80,151.20,151.75,-5.85,-3.71,236.65,100.85,30.54,20.82,31-DEC-2999,-
ADANIPORTS,428.15,429.50,420.80,427.00,1.45,0.34,430.60,292.10,12.80,12.43,31-DEC-2999,-
ADANIPOWER,50.30,50.40,47.05,48.25,-2.05,-4.08,58.35,15.15,161.52,12.73,31-DEC-2999,-
AJANTPHARM,1030.00,1042.10,1003.30,1007.10,-25.55,-2.47,1294.00,895.85,8.29,-5.68,31-DEC-2999,-
ALBK,45.55,45.60,41.60,41.95,-3.35,-7.40,59.00,33.15,5.80,-9.49,31-DEC-2999,-
AMARAJABAT,637.90,639.75,628.15,632.15,-4.25,-0.67,908.45,603.00,-17.06,-1.76,31-DEC-2999,-
AMBUJACEM,228.75,228.75,220.00,221.95,-5.00,-2.20,245.40,188.35,10.18,1.02,31-DEC-2999,-
APOLLOHOSP,1337.00,1375.00,1327.30,1338.95,6.65,0.50,1387.25,910.10,42.27,12.49,31-DEC-2999,-
APOLLOTYRE,199.70,200.75,195.80,199.65,2.35,1.19,299.50,174.00,-24.96,1.32,31-DEC-2999,-
ARVIND,76.45,76.45,72.75,73.25,-3.25,-4.25,438.70,70.15,-80.69,-9.90,31-DEC-2999,-
ASHOKLEY,93.05,93.15,90.40,91.15,-1.90,-2.04,151.80,77.60,-37.95,3.52,31-DEC-2999,-
ASIANPAINT,1434.95,1461.85,1424.90,1429.00,7.50,0.53,1529.85,1118.00,11.25,1.15,31-DEC-2999,-
AUROPHARMA,653.65,653.70,621.75,623.25,-30.50,-4.67,838.00,527.00,16.86,-19.98,31-DEC-2999,-
AXISBANK,824.00,825.95,805.80,811.10,-11.70,-1.42,827.75,498.75,51.03,8.52,31-DEC-2999,-
BAJAJ-AUTO,3002.00,3027.90,2960.00,2995.00,11.10,0.37,3194.95,2420.00,4.05,-1.03,31-DEC-2999,-
BAJAJFINSV,8329.00,8362.80,8102.10,8149.70,-163.15,-1.96,8388.00,4955.00,41.77,6.28,31-DEC-2999,-
BAJFINANCE,3533.00,3533.00,3445.45,3449.65,-81.50,-2.31,3550.00,1912.20,67.23,13.69,31-DEC-2999,-
BALKRISIND,799.90,804.40,765.05,772.00,-22.25,-2.80,1453.55,744.00,-30.92,-10.98,31-DEC-2999,-
BANKBARODA,132.95,132.95,122.25,123.50,-9.10,-6.86,157.50,91.00,-6.12,6.47,31-DEC-2999,-
BANKINDIA,95.00,95.60,90.10,90.15,-6.25,-6.48,110.15,73.20,-4.80,2.74,31-DEC-2999,-
BATAINDIA,1380.00,1399.00,1358.95,1390.00,15.40,1.12,1479.95,739.20,84.87,1.20,31-DEC-2999,-
BEL,113.00,113.15,106.20,106.75,-6.40,-5.66,124.40,72.50,-4.77,20.96,27-MAR-2019,INTERIM DIVIDEND - RE 0.70 PER SHARE
BEML,985.50,995.00,953.60,957.10,-33.80,-3.41,1034.90,521.25,9.94,12.19,28-MAR-2019,INTERIM DIVIDEND - RS 4.50 PER SHARE
BERGEPAINT,329.00,333.85,325.10,330.00,6.65,2.06,349.90,260.00,14.70,5.99,31-DEC-2999,-
BHARATFIN,1031.15,1031.15,955.00,963.35,-67.80,-6.58,1234.80,823.75,-15.78,0.75,31-DEC-2999,-
BHARATFORG,455.95,463.00,455.20,460.35,-2.65,-0.57,693.90,445.25,-27.70,-2.22,31-DEC-2999,-
BHARTIARTL,352.80,355.95,348.50,354.65,2.25,0.64,366.06,253.99,-4.74,6.36,23-APR-2019,RIGHTS 19:67 @ PREMIUM RS 215 PER SHARE
BHEL,71.00,71.80,67.70,68.60,-2.30,-3.24,83.30,56.20,-8.84,4.10,31-DEC-2999,-
BIOCON,544.00,553.00,541.10,545.50,4.85,0.90,718.00,508.50,-16.66,0.40,31-DEC-2999,-
BOSCHLTD,17540.00,17679.85,17153.25,17249.90,-151.40,-0.87,22400.00,16629.55,-4.92,-4.28,31-DEC-2999,-
BPCL,414.00,414.20,395.50,395.90,-12.45,-3.05,429.15,238.55,-3.08,1.42,31-DEC-2999,-
BRITANNIA,2965.30,2977.95,2881.80,2905.00,-58.10,-1.96,3467.18,2615.85,-49.62,8.96,31-DEC-2999,-
BSOFT,95.00,95.90,88.70,90.00,-5.70,-5.96,314.50,80.15,-,-,31-DEC-2999,-
CADILAHC,256.50,258.90,245.00,245.75,-11.55,-4.49,432.50,241.75,-30.18,-20.07,31-DEC-2999,-
CANBK,272.50,274.25,260.10,260.60,-14.10,-5.13,302.30,204.75,2.94,-1.86,31-DEC-2999,-
CANFINHOME,365.00,372.45,351.05,353.50,-11.35,-3.11,377.60,216.50,-0.10,9.27,31-DEC-2999,-
CASTROLIND,150.50,151.00,144.00,145.20,-4.70,-3.14,183.85,134.95,-15.65,-2.52,09-MAY-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 2.75 PER SHARE
CEATLTD,1016.00,1022.80,987.65,989.15,-23.40,-2.31,1455.00,935.50,-25.57,-5.03,31-DEC-2999,-
CENTURYTEX,1026.25,1028.15,991.00,993.50,-30.05,-2.94,1063.00,705.50,7.38,8.66,31-DEC-2999,-
CESC,780.00,784.65,750.70,760.00,-17.95,-2.31,1043.00,642.00,-24.42,9.26,31-DEC-2999,-
CGPOWER,35.55,35.90,33.00,33.95,-1.55,-4.37,65.20,20.25,-40.33,-9.95,31-DEC-2999,-
CHENNPETRO,220.00,221.40,214.05,214.70,-4.35,-1.99,344.95,196.80,-25.46,-15.31,31-DEC-2999,-
CHOLAFIN,1511.00,1520.00,1458.20,1463.00,-60.20,-3.95,1649.95,1038.00,-7.24,13.09,31-DEC-2999,-
CIPLA,565.00,568.30,556.55,559.85,-2.80,-0.50,678.45,483.75,7.52,-0.62,31-DEC-2999,-
COALINDIA,263.90,271.45,263.65,271.20,7.80,2.96,299.75,211.40,-7.31,7.90,22-MAR-2019,INTERIM DIVIDEND - RS 5.85 PER SHARE
COLPAL,1159.20,1164.80,1145.90,1156.00,6.60,0.57,1354.80,1018.30,-6.30,-0.72,04-JUN-2019,INTERIM DIVIDEND - RS 8 PER SHARE
CONCOR,540.35,540.70,521.60,524.10,-13.55,-2.52,564.00,433.60,-60.09,5.77,31-DEC-2999,-
CUMMINSIND,777.00,788.50,768.40,773.00,-5.10,-0.66,884.20,613.20,13.30,8.74,31-DEC-2999,-
DABUR,406.00,408.70,401.50,403.10,-2.45,-0.60,490.65,357.55,4.71,6.71,31-DEC-2999,-
DCBBANK,239.40,242.00,233.25,234.00,-3.85,-1.62,242.00,139.85,33.79,8.08,23-MAY-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RE 1 PER SHARE
DHFL,100.60,100.60,91.30,94.30,-17.45,-15.62,691.50,91.30,-84.33,-29.07,31-DEC-2999,-
DISHTV,27.60,28.40,26.60,27.40,-0.10,-0.36,76.45,19.10,-62.52,-21.71,31-DEC-2999,-
DIVISLAB,1598.00,1598.00,1554.45,1574.95,-11.40,-0.72,1774.95,994.95,50.40,-7.06,31-DEC-2999,-
DLF,195.90,197.15,187.15,188.95,-6.50,-3.33,223.50,142.00,-5.12,8.65,31-DEC-2999,-
DRREDDY,2701.55,2709.90,2644.00,2655.90,-9.45,-0.35,2964.00,1872.95,33.06,-9.06,31-DEC-2999,-
EICHERMOT,20190.00,20360.00,19955.95,20146.00,102.55,0.51,30273.80,18205.00,-31.42,-1.00,31-DEC-2999,-
ENGINERSIN,121.00,122.00,116.75,117.00,-4.10,-3.39,139.65,100.15,-12.36,7.24,31-DEC-2999,-
EQUITAS,142.40,142.40,137.25,139.00,-2.40,-1.70,166.80,77.85,-12.72,10.01,31-DEC-2999,-
ESCORTS,605.70,607.95,575.45,576.90,-26.10,-4.33,943.55,541.00,-35.45,-13.18,31-DEC-2999,-
EXIDEIND,214.90,216.70,208.30,212.30,-2.60,-1.21,304.70,194.30,-16.86,-1.44,31-DEC-2999,-
FEDERALBNK,107.00,107.00,103.30,105.20,-2.60,-2.41,109.65,67.05,29.56,5.09,31-DEC-2999,-
GAIL,335.00,338.65,314.25,317.10,-41.15,-11.49,399.40,295.25,-5.36,-8.42,31-DEC-2999,-
GLENMARK,543.30,544.70,535.25,535.65,-4.95,-0.92,711.90,514.25,-0.80,-14.12,31-DEC-2999,-
GMRINFRA,15.40,15.40,14.80,14.95,-0.35,-2.29,21.50,12.95,-8.56,-8.84,31-DEC-2999,-
GODFRYPHLP,929.90,941.35,897.15,899.70,-22.80,-2.47,1209.90,640.25,24.29,-14.97,31-DEC-2999,-
GODREJCP,706.70,715.00,699.45,700.10,-0.30,-0.04,978.67,626.50,-38.30,10.08,10-MAY-2019,INTERIM DIVIDEND - RS 2 PER SHARE
GODREJIND,500.95,503.20,486.35,490.00,-10.35,-2.07,657.60,434.50,-18.14,-2.81,31-DEC-2999,-
GRASIM,889.90,889.90,852.35,870.95,-15.55,-1.75,1093.00,689.10,-15.84,-2.86,31-DEC-2999,-
GSFC,105.60,106.15,100.60,101.00,-4.40,-4.17,124.80,85.50,-9.82,3.86,31-DEC-2999,-
HAVELLS,777.10,787.75,768.50,781.80,1.90,0.24,787.75,520.10,45.70,4.10,31-DEC-2999,-
HCLTECH,1090.00,1101.15,1075.55,1078.65,-7.20,-0.66,1187.60,880.05,19.76,-5.05,16-MAY-2019,INTERIM DIVIDEND - RS 2 PER SHARE
HDFC,2230.00,2231.00,2171.65,2184.00,-39.95,-1.80,2235.00,1644.50,19.14,11.12,31-DEC-2999,-
HDFCBANK,2453.20,2470.00,2413.35,2427.80,-24.50,-1.00,2470.00,1885.00,18.65,4.27,31-DEC-2999,-
HEROMOTOCO,2765.00,2796.00,2716.10,2793.90,41.20,1.50,3712.20,2475.00,-22.68,10.37,31-DEC-2999,-
HEXAWARE,347.00,348.90,341.15,342.95,-5.55,-1.59,557.70,294.30,-22.67,0.62,07-MAY-2019,INTERIM DIVIDEND - RS 2.50 PER SHARE
HINDALCO,197.80,198.45,193.70,194.45,-3.35,-1.69,259.75,182.20,-19.52,-2.24,31-DEC-2999,-
HINDPETRO,317.50,320.30,303.75,307.40,-1.05,-0.34,333.50,163.00,-1.54,5.18,06-JUN-2019,DIVIDEND RS - 9.40 PER SHARE
HINDUNILVR,1822.15,1849.90,1812.10,1833.00,17.40,0.96,1869.50,1477.20,17.26,9.83,31-DEC-2999,-
HINDZINC,248.40,248.40,243.00,243.25,-3.40,-1.38,309.45,242.85,-14.99,-10.75,31-DEC-2999,-
IBULHSGFIN,773.95,773.95,728.55,734.90,-61.55,-7.73,1397.00,575.35,-37.40,7.04,07-MAY-2019,INTERIM DIVIDEND - RS 10 PER SHARE
ICICIBANK,417.40,417.85,410.35,411.30,-7.80,-1.86,439.20,256.50,43.44,2.49,31-DEC-2999,-
ICICIPRULI,392.00,395.00,378.00,379.00,-15.80,-4.00,428.00,277.35,-7.95,2.78,31-DEC-2999,-
IDBI,39.65,39.65,36.75,37.15,-2.55,-6.42,65.75,33.25,-39.10,-3.76,31-DEC-2999,-
IDEA,13.90,14.00,13.20,13.45,-0.40,-2.89,39.67,11.50,-78.62,-17.74,29-MAR-2019,RIGHTS 87:38 @ PREMIUM OF RS 2.50 PER SHARE
IDFC,38.00,38.45,35.65,36.00,-2.45,-6.37,53.55,31.60,-24.76,-4.64,31-DEC-2999,-
IDFCFIRSTB,45.40,45.50,42.00,42.35,-3.15,-6.92,56.85,32.70,-,-,31-DEC-2999,-
IFCI,9.85,9.85,8.85,9.00,-0.65,-6.74,18.25,8.75,-46.75,-9.09,31-DEC-2999,-
IGL,344.75,350.80,341.00,348.50,4.15,1.21,350.80,215.20,30.11,13.55,31-DEC-2999,-
INDIACEM,102.00,102.50,96.15,96.35,-5.60,-5.49,128.00,74.75,-18.10,-7.44,31-DEC-2999,-
INDIANB,274.90,278.40,265.55,266.75,-6.55,-2.40,379.70,200.00,-21.13,8.04,31-DEC-2999,-
INDIGO,1691.00,1699.15,1666.15,1669.90,-16.40,-0.97,1716.00,691.00,41.85,6.96,31-DEC-2999,-
INDUSINDBK,1634.70,1634.70,1510.00,1526.00,-112.00,-6.84,2038.00,1333.15,-19.78,-0.15,31-DEC-2999,-
INFIBEAM,46.20,46.20,43.90,44.95,-0.90,-1.96,242.70,27.50,-72.36,3.33,31-DEC-2999,-
INFRATEL,274.25,275.90,268.80,274.80,0.80,0.29,335.00,242.25,-6.89,1.09,07-MAY-2019,INTERIM DIVIDEND - RS 7.50 PER SHARE
INFY,736.50,744.65,733.65,735.50,0.20,0.03,773.00,599.85,-40.66,2.38,31-DEC-2999,-
IOC,167.30,168.75,161.75,163.20,-2.15,-1.30,177.20,105.25,-6.10,4.15,27-MAR-2019,INTERIM DIVIDEND - RS 1.50 PER SHARE
IRB,121.80,122.35,115.20,118.05,-3.00,-2.48,242.90,105.30,-47.65,-1.58,31-DEC-2999,-
