Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1588.00,1588.85,1553.10,1564.00,-17.00,-1.08,1769.05,1255.65,19.50,-10.66,31-DEC-2999,-
ADANIENT,152.50,156.30,149.80,150.00,-2.85,-1.86,236.65,100.85,30.32,-4.85,31-DEC-2999,-
ADANIPORTS,408.70,413.35,407.00,410.20,3.70,0.91,430.60,292.10,13.60,-0.59,20-JUN-2019,BUYBACK
ADANIPOWER,52.25,52.35,50.80,51.30,-0.20,-0.39,58.35,15.15,214.72,4.69,31-DEC-2999,-
AMARAJABAT,619.00,635.00,615.80,620.00,-0.30,-0.05,908.45,572.85,-16.70,-2.84,31-DEC-2999,-
AMBUJACEM,219.50,219.50,212.05,212.90,-5.55,-2.54,245.40,188.35,3.70,-10.70,31-DEC-2999,-
APOLLOHOSP,1324.90,1382.00,1319.30,1365.00,52.55,4.00,1406.00,910.10,33.76,14.63,31-DEC-2999,-
APOLLOTYRE,203.45,204.25,199.15,200.00,-2.90,-1.43,299.50,174.00,-23.00,1.06,31-DEC-2999,-
ARVIND,66.00,66.55,62.85,63.30,-2.80,-4.24,438.70,56.55,-83.78,-18.59,31-DEC-2999,-
ASHOKLEY,88.65,88.65,86.25,87.45,-0.55,-0.63,137.10,77.60,-32.39,-4.11,31-DEC-2999,-
ASIANPAINT,1365.00,1371.90,1350.10,1358.95,-2.45,-0.18,1529.85,1118.00,7.24,-0.40,13-JUN-2019,DIVIDEND RS -7.65 PER SHARE
AUROPHARMA,613.25,625.95,603.20,608.00,-4.25,-0.69,838.00,565.05,-1.36,-9.89,31-DEC-2999,-
AXISBANK,801.15,812.90,793.30,809.75,9.30,1.16,827.75,498.75,59.45,0.17,31-DEC-2999,-
BAJAJ-AUTO,2865.00,2869.00,2817.30,2832.40,-33.45,-1.17,3194.95,2420.00,2.42,-5.21,31-DEC-2999,-
BAJAJFINSV,8443.90,8557.85,8423.80,8549.90,106.00,1.26,8557.85,4955.00,43.09,5.18,31-DEC-2999,-
BAJFINANCE,3652.45,3693.25,3629.70,3685.30,43.10,1.18,3693.25,1912.20,57.79,8.08,31-DEC-2999,-
BALKRISIND,772.50,772.50,753.50,756.05,-8.85,-1.16,1453.55,727.15,-28.74,-9.45,31-DEC-2999,-
