Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1578.00,1589.90,1568.00,1588.00,5.05,0.32,1769.05,1255.65,16.97,-9.76,31-DEC-2999,-
ADANIENT,152.30,154.95,151.50,152.70,-1.10,-0.72,236.65,100.85,18.23,-2.86,31-DEC-2999,-
ADANIPORTS,415.25,418.30,404.70,409.60,-5.35,-1.29,430.60,292.10,12.87,-0.68,20-JUN-2019,BUYBACK
ADANIPOWER,51.50,52.05,51.00,51.65,0.35,0.68,58.35,15.15,202.05,5.19,31-DEC-2999,-
AMARAJABAT,620.90,628.00,615.25,621.00,3.00,0.49,908.45,572.85,-16.90,-3.11,31-DEC-2999,-
AMBUJACEM,218.50,219.90,216.60,219.90,0.55,0.25,245.40,188.35,3.75,-8.05,31-DEC-2999,-
APOLLOHOSP,1310.55,1322.95,1292.60,1313.10,5.15,0.39,1406.00,910.10,28.43,9.53,31-DEC-2999,-
APOLLOTYRE,201.00,204.00,200.20,203.40,2.85,1.42,299.50,174.00,-23.48,2.16,31-DEC-2999,-
ARVIND,65.55,68.95,65.45,66.05,0.80,1.23,438.70,56.55,-83.76,-15.86,31-DEC-2999,-
ASHOKLEY,86.05,88.45,85.80,88.05,2.35,2.74,137.10,77.60,-33.60,-3.40,31-DEC-2999,-
ASIANPAINT,1361.10,1369.65,1358.15,1363.00,3.05,0.22,1529.85,1118.00,6.94,-0.28,13-JUN-2019,DIVIDEND RS -7.65 PER SHARE
AUROPHARMA,619.00,622.00,610.20,611.55,-9.65,-1.55,838.00,565.05,0.64,-10.29,31-DEC-2999,-
AXISBANK,788.95,806.85,781.60,800.50,11.90,1.51,827.75,498.75,55.68,-1.65,31-DEC-2999,-
BAJAJ-AUTO,2867.25,2909.90,2851.00,2862.25,-6.45,-0.22,3194.95,2420.00,1.79,-6.67,31-DEC-2999,-
BAJAJFINSV,8405.20,8479.00,8400.20,8434.00,23.50,0.28,8479.00,4955.00,38.62,2.69,31-DEC-2999,-
BAJFINANCE,3635.00,3659.00,3620.10,3647.00,19.05,0.53,3659.00,1912.20,54.05,5.74,31-DEC-2999,-
BALKRISIND,752.10,773.50,752.10,768.00,11.50,1.52,1453.55,727.15,-27.84,-8.58,31-DEC-2999,-
BANKBARODA,122.00,123.00,120.25,121.00,-0.45,-0.37,157.50,91.00,2.50,-14.15,18-JUN-2019,ANNUAL GENERAL MEETING
BANKINDIA,88.55,89.85,87.45,88.40,-0.40,-0.45,110.15,73.20,-4.12,-10.16,20-JUN-2019,ANNUAL GENERAL MEETING
BATAINDIA,1430.00,1451.65,1420.20,1444.00,15.15,1.06,1479.95,813.10,70.78,7.92,31-DEC-2999,-
BEL,115.50,116.60,114.60,115.00,0.60,0.52,124.40,72.50,8.49,1.77,31-DEC-2999,-
BERGEPAINT,318.00,319.35,313.70,318.30,2.40,0.76,349.90,260.00,11.70,2.81,31-DEC-2999,-
BHARATFIN,912.00,926.00,908.60,919.20,9.75,1.07,1234.80,823.75,-23.36,-9.39,31-DEC-2999,-
BHARATFORG,451.25,457.00,447.75,454.50,5.90,1.32,693.90,430.15,-25.43,-5.77,31-DEC-2999,-
BHARTIARTL,347.25,350.85,340.90,348.40,2.85,0.82,366.95,253.99,-8.36,-0.31,23-APR-2019,RIGHTS 19:67 @ PREMIUM RS 215 PER SHARE
BHEL,75.05,75.50,74.35,74.65,-0.55,-0.73,83.30,56.20,1.91,2.68,31-DEC-2999,-
BIOCON,252.95,253.00,247.35,248.00,-4.75,-1.88,359.00,239.00,-61.07,-54.98,31-DEC-2999,-
BOSCHLTD,16524.90,16680.00,16500.00,16502.50,-22.45,-0.14,22400.00,16058.90,-6.71,-2.50,31-DEC-2999,-
BPCL,388.00,398.00,386.60,390.60,-0.80,-0.20,421.70,238.55,-5.94,-2.84,31-DEC-2999,-
BRITANNIA,2740.00,2764.60,2720.00,2728.75,-4.15,-0.15,3467.18,2615.85,-54.90,-5.79,31-DEC-2999,-
BSOFT,88.60,90.85,88.50,90.15,1.60,1.81,314.50,80.15,-,-,31-DEC-2999,-
CADILAHC,237.20,243.45,236.65,239.45,0.55,0.23,432.50,223.15,-40.58,-6.10,31-DEC-2999,-
CANBK,280.15,281.50,276.25,277.95,-0.55,-0.20,302.30,204.75,9.84,-1.07,31-DEC-2999,-
CASTROLIND,137.15,137.50,135.25,136.05,-1.00,-0.73,177.80,134.95,-19.69,-8.84,09-MAY-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 2.75 PER SHARE
