Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1479.00,1485.95,1439.35,1439.50,-50.55,-3.39,1857.45,1255.65,-17.22,-3.85,31-DEC-2999,-
ADANIENT,159.40,160.90,156.50,158.25,-1.10,-0.69,236.65,100.85,-2.68,-1.71,31-DEC-2999,-
ADANIPORTS,361.25,366.75,358.30,362.65,1.55,0.43,452.35,294.10,-9.86,0.39,31-DEC-2999,-
ADANIPOWER,50.85,51.40,49.40,50.80,0.45,0.89,58.35,15.15,39.37,9.48,31-DEC-2999,-
AJANTPHARM,1134.00,1149.00,1104.00,1142.65,10.20,0.90,1595.00,895.85,-24.00,-0.46,09-NOV-2018,INTERIM DIVIDEND - RS 9 PER SH
ALBK,46.45,46.55,45.20,45.80,-0.85,-1.82,78.05,33.15,-38.19,1.89,31-DEC-2999,-
AMARAJABAT,752.50,753.00,738.30,743.60,0.35,0.05,908.45,683.05,-11.39,2.36,20-NOV-2018,INTERIM DIVIDEND - RS 2 PER SHARE
AMBUJACEM,216.00,219.60,212.55,212.90,-7.80,-3.53,280.00,188.35,-20.74,-2.16,31-DEC-2999,-
APOLLOHOSP,1260.65,1277.95,1233.55,1267.90,15.50,1.24,1329.85,910.10,6.25,4.50,31-DEC-2999,-
APOLLOTYRE,230.25,233.50,225.30,229.10,-4.30,-1.84,307.25,192.05,-13.68,1.62,31-DEC-2999,-
ARVIND,99.00,99.50,97.80,98.75,0.15,0.15,478.50,90.25,-78.37,-69.05,28-NOV-2018,DEMERGER
ASHOKLEY,105.45,105.45,103.75,104.35,-1.00,-0.95,167.50,97.70,-11.23,-5.39,31-DEC-2999,-
ASIANPAINT,1388.00,1388.95,1351.10,1360.00,-28.20,-2.03,1490.60,1090.10,19.52,2.70,29-OCT-2018,INTERIM DIVIDEND - RS 2.85 PER SH
AUROPHARMA,720.65,738.65,712.55,714.95,-5.70,-0.79,830.45,527.00,4.56,-11.04,20-NOV-2018,INTERIM DIVIDEND - RS 1.25 PER SHARE
AXISBANK,626.00,627.15,613.50,614.20,-6.65,-1.07,677.95,481.25,11.89,-2.02,31-DEC-2999,-
BAJAJ-AUTO,2825.50,2832.70,2715.85,2728.00,-80.45,-2.86,3468.35,2420.00,-17.07,4.74,31-DEC-2999,-
BAJAJFINSV,6360.75,6393.95,6260.00,6280.00,-80.10,-1.26,7200.00,4500.00,17.31,7.31,31-DEC-2999,-
BAJFINANCE,2594.00,2604.85,2553.00,2566.20,-25.05,-0.97,2994.00,1511.20,46.80,5.58,31-DEC-2999,-
BALKRISIND,920.25,926.85,903.10,906.50,-22.30,-2.40,1453.55,854.00,-25.20,-4.69,14-NOV-2018,INTERIM DIVIDEND - RS 2 PER SHARE
BANKBARODA,116.00,116.80,114.60,115.25,0.15,0.13,179.70,91.00,-31.36,2.72,31-DEC-2999,-
BANKINDIA,98.45,101.90,96.70,100.75,2.85,2.91,183.25,73.20,-41.66,15.14,31-DEC-2999,-
BATAINDIA,1124.00,1128.85,1101.45,1111.65,-7.05,-0.63,1139.00,653.10,48.10,13.95,31-DEC-2999,-
BEL,88.40,89.35,87.20,87.90,-0.50,-0.57,189.45,74.25,-52.36,-6.74,31-DEC-2999,-
BEML,890.10,918.80,864.20,871.50,-15.95,-1.80,1639.65,521.25,-44.57,16.27,31-DEC-2999,-
BERGEPAINT,332.80,332.80,321.25,323.60,-7.05,-2.13,349.90,232.30,24.49,2.07,31-DEC-2999,-
BHARATFIN,995.05,1006.20,979.40,981.65,-17.35,-1.74,1234.80,823.75,-2.22,1.99,31-DEC-2999,-
BHARATFORG,502.00,506.55,491.00,503.00,1.45,0.29,798.00,488.05,-30.93,-13.31,15-NOV-2018,INTERIM DIVIDEND RS  - RS 2.50 PER SHARE
BHARTIARTL,309.80,312.30,304.25,309.90,2.00,0.65,547.50,276.85,-40.87,-6.85,05-NOV-2018,INTERIM DIVIDEND RS - 2.50 PER SHARE
BHEL,70.05,73.00,69.50,71.10,1.25,1.79,107.95,61.70,-22.21,6.76,05-NOV-2018,BUYBACK
BIOCON,620.90,622.30,608.00,611.50,-9.40,-1.51,718.00,525.25,13.26,-2.75,31-DEC-2999,-
BOSCHLTD,19860.00,19887.90,19330.05,19405.45,-492.75,-2.48,22400.00,16975.00,-2.40,3.69,20-DEC-2018,BUYBACK
BPCL,374.10,376.50,363.80,365.70,-8.95,-2.39,542.50,238.55,-31.66,11.97,31-DEC-2999,-
BRITANNIA,3120.50,3157.00,3082.15,3100.00,-19.80,-0.63,3467.18,2200.00,-34.50,-48.37,29-NOV-2018,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 2/- PER SHARE TO Re 1/- PER SHARE
CADILAHC,342.20,344.45,340.40,341.80,-0.10,-0.03,456.75,332.25,-19.80,-4.68,31-DEC-2999,-
CANBK,265.10,270.00,262.50,266.00,0.50,0.19,384.90,204.75,-27.78,1.10,31-DEC-2999,-
CANFINHOME,278.75,284.75,275.15,276.00,-2.15,-0.77,557.50,216.50,-45.81,4.33,31-DEC-2999,-
CAPF,591.15,603.35,588.70,597.00,3.95,0.67,901.85,437.25,-14.90,20.14,31-DEC-2999,-
CASTROLIND,152.00,153.25,150.15,150.30,-2.50,-1.64,213.95,134.95,-25.87,-2.72,31-DEC-2999,-
CEATLTD,1306.05,1309.95,1255.20,1258.00,-61.85,-4.69,2019.00,985.85,-34.43,-0.21,31-DEC-2999,-
CENTURYTEX,908.00,908.90,893.65,897.90,-15.25,-1.67,1471.20,718.05,-35.45,-1.82,31-DEC-2999,-
CESC,693.50,693.50,665.50,670.50,-18.85,-2.73,1190.00,642.00,-36.28,-2.86,12-DEC-2018,ANNUAL GENERAL MEETING
CGPOWER,43.80,45.35,42.55,43.70,0.25,0.58,99.15,32.85,-51.98,11.62,31-DEC-2999,-
CHENNPETRO,281.90,285.00,277.95,281.00,1.05,0.38,464.40,220.65,-34.47,7.60,31-DEC-2999,-
CHOLAFIN,1223.05,1252.60,1201.00,1220.80,-2.25,-0.18,1760.05,1038.00,-5.84,-4.90,31-DEC-2999,-
CIPLA,518.80,520.80,513.00,517.70,1.05,0.20,678.45,503.00,-13.69,-0.85,31-DEC-2999,-
COALINDIA,254.00,254.00,246.90,248.70,-4.05,-1.60,316.95,228.35,-7.17,-4.69,31-DEC-2999,-
COLPAL,1333.00,1337.75,1311.20,1315.25,-11.80,-0.89,1343.00,1018.30,20.60,13.38,05-NOV-2018,INTERIM DIVIDEND - RS 8 PER SHARE
CONCOR,651.10,659.45,646.60,649.90,-6.70,-1.02,750.00,542.00,-52.07,-3.89,31-DEC-2999,-
CUMMINSIND,790.95,804.10,777.50,792.90,1.95,0.25,984.00,613.20,-10.03,0.85,31-DEC-2999,-
DABUR,439.00,441.95,424.25,425.45,-12.30,-2.81,490.65,311.95,21.68,6.23,09-NOV-2018,INTERIM DIVIDEND - RS 1.25 PER SH
DCBBANK,165.95,166.45,161.90,164.00,-1.00,-0.61,206.50,139.85,-14.81,3.40,31-DEC-2999,-
DHFL,243.10,244.45,232.65,236.00,-4.65,-1.93,691.50,176.10,-60.70,0.49,31-DEC-2999,-
DISHTV,39.20,39.20,36.35,36.40,-2.35,-6.06,86.90,32.20,-55.28,-6.06,05-NOV-2018,INTERIM DIVIDEND - RE 0.50 PER SHARE
DIVISLAB,1489.50,1490.00,1433.55,1454.70,-20.10,-1.36,1578.00,978.35,33.93,-5.45,31-DEC-2999,-
DLF,186.00,186.30,177.10,179.00,-8.10,-4.33,273.85,142.00,-26.47,-2.08,31-DEC-2999,-
DRREDDY,2610.00,2623.10,2578.20,2600.00,-8.05,-0.31,2749.95,1887.00,10.56,-0.07,31-DEC-2999,-
