Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1590.00,1595.00,1571.05,1589.00,-8.40,-0.53,1769.05,1322.55,1.63,-0.36,31-DEC-2999,-
ADANIENT,130.00,133.95,128.15,133.70,3.05,2.33,236.65,113.00,-33.91,-3.08,29-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 0.40 PER SHARE
ADANIPORTS,356.05,358.55,350.00,356.55,-2.30,-0.64,430.60,292.10,-4.45,-12.85,26-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 0.20 PER SHARE
ADANIPOWER,58.60,59.60,58.15,59.50,0.30,0.51,68.75,21.00,87.70,-5.10,30-JUL-2019,ANNUAL GENERAL MEETING
AMARAJABAT,625.10,631.55,612.00,616.00,-12.40,-1.97,908.45,572.85,-27.30,-4.30,11-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 5.08 PER SHARE
AMBUJACEM,213.90,214.95,209.65,214.00,0.00,0.00,245.40,188.35,-5.46,-2.55,31-DEC-2999,-
APOLLOHOSP,1365.00,1487.00,1362.20,1468.15,107.95,7.94,1487.00,996.75,29.79,5.95,31-DEC-2999,-
APOLLOTYRE,162.00,166.45,161.70,163.35,0.40,0.25,269.00,144.05,-38.81,-11.68,23-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 3.25 PER SHARE
ARVIND,50.90,51.35,49.25,51.00,-0.30,-0.58,413.80,49.25,-87.14,-17.48,29-JUL-2019,DIVIDEND - RS 2 PER SHARE
ASHOKLEY,61.80,64.45,61.35,63.75,1.20,1.92,135.00,60.30,-49.40,-25.39,23-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 3.10 PER SHARE
ASIANPAINT,1571.00,1600.85,1561.00,1593.05,23.35,1.49,1600.85,1118.00,14.19,17.73,13-JUN-2019,DIVIDEND RS -7.65 PER SHARE
AUROPHARMA,605.00,611.90,595.15,601.90,-3.60,-0.59,838.00,536.60,-4.66,4.57,31-DEC-2999,-
AXISBANK,664.00,678.00,656.85,675.10,11.90,1.79,827.75,534.55,9.23,-9.96,04-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RE 1 PER SHARE
BAJAJ-AUTO,2712.05,2760.00,2661.35,2748.20,34.30,1.26,3149.95,2420.00,3.85,1.26,11-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 60 PER SHARE
BAJAJFINSV,7391.00,7575.00,7283.35,7428.00,12.80,0.17,8580.00,4955.00,4.43,-3.71,11-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 2.50 PER SHARE
BAJFINANCE,3280.60,3358.90,3253.35,3335.90,45.95,1.40,3762.00,1912.20,17.87,-2.23,11-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 6 PER SHARE
BALKRISIND,734.00,743.75,714.00,718.20,-16.30,-2.22,1453.55,690.00,-46.19,-3.98,31-DEC-2999,-
BANKBARODA,100.05,103.25,99.45,102.35,1.25,1.24,156.50,91.00,-30.04,-16.11,18-JUN-2019,ANNUAL GENERAL MEETING
BANKINDIA,67.25,70.00,66.45,69.40,1.65,2.44,110.15,66.10,-23.27,-17.33,20-JUN-2019,ANNUAL GENERAL MEETING
BATAINDIA,1458.00,1479.40,1450.25,1475.00,24.20,1.67,1479.95,833.10,46.83,10.07,22-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND RS 6.25 PER SHARE
BEL,95.05,96.50,94.05,96.15,1.10,1.16,120.50,72.50,-18.24,-6.51,31-DEC-2999,-
BERGEPAINT,363.95,368.00,360.75,367.90,3.50,0.96,368.00,260.00,13.55,21.22,26-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.90 PER SHARE
BHARATFORG,399.70,400.95,389.20,398.50,-4.15,-1.03,693.90,384.00,-35.62,-13.85,01-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND RS 2.50 PER SHARE
BHARTIARTL,360.00,365.00,355.00,363.45,2.25,0.62,378.75,253.99,-0.97,3.67,31-DEC-2999,-
BHEL,51.00,51.80,50.25,51.30,0.25,0.49,83.30,50.25,-29.00,-20.16,31-DEC-2999,-
BIOCON,225.10,231.45,224.00,229.10,-3.35,-1.44,359.00,217.05,-61.13,-9.34,18-JUL-2019,DIVIDEND - RS 0.50 PER SHARE
BOSCHLTD,13240.00,13825.00,13017.70,13720.00,348.90,2.61,22400.00,12700.00,-28.52,-14.31,14-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND RS 105 PER SHARE
BPCL,355.50,355.90,346.35,350.45,-4.00,-1.13,421.70,238.55,-6.96,0.88,31-DEC-2999,-
BRITANNIA,2500.00,2505.00,2442.00,2499.50,20.60,0.83,3467.18,2442.00,-61.31,-9.88,31-DEC-2999,-
BSOFT,60.10,61.50,57.80,60.40,0.20,0.33,314.50,57.50,-,-,30-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 2 PER SHARE
