Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1758.00,1769.05,1738.75,1745.05,-14.75,-0.84,1769.05,1255.65,31.95,6.92,05-MAR-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 14 PER SHARE
ADANIENT,157.10,160.35,156.05,157.85,0.65,0.41,236.65,100.85,21.75,24.24,31-DEC-2999,-
ADANIPORTS,420.00,426.80,408.70,412.00,-0.40,-0.10,430.60,292.10,8.74,4.89,31-DEC-2999,-
ADANIPOWER,49.70,50.35,48.50,48.60,-0.50,-1.02,58.35,15.15,140.00,8.24,31-DEC-2999,-
AJANTPHARM,1053.05,1066.00,1031.60,1036.70,-14.90,-1.42,1294.00,895.85,-1.20,4.67,31-DEC-2999,-
ALBK,47.90,48.00,46.20,46.50,-1.25,-2.62,59.00,33.15,8.64,-0.96,31-DEC-2999,-
AMARAJABAT,641.90,642.70,624.15,640.90,0.00,0.00,908.45,603.00,-18.82,-3.24,31-DEC-2999,-
AMBUJACEM,238.00,240.25,235.70,238.75,-0.40,-0.17,245.40,188.35,12.56,8.28,31-DEC-2999,-
APOLLOHOSP,1200.00,1209.45,1181.00,1197.75,-1.05,-0.09,1387.25,910.10,21.58,-1.54,31-DEC-2999,-
APOLLOTYRE,199.00,199.80,194.00,198.25,-0.85,-0.43,299.50,174.00,-30.94,-3.79,31-DEC-2999,-
ARVIND,78.65,79.50,76.75,77.70,-0.80,-1.02,438.70,70.15,-80.35,-6.78,31-DEC-2999,-
ASHOKLEY,92.00,93.85,90.80,91.20,0.05,0.05,152.00,77.60,-37.79,4.89,31-DEC-2999,-
ASIANPAINT,1369.95,1388.85,1360.00,1360.80,-6.05,-0.44,1529.85,1118.00,2.95,-7.00,31-DEC-2999,-
AUROPHARMA,683.00,690.95,672.50,674.50,-7.20,-1.06,838.00,527.00,11.44,-17.65,31-DEC-2999,-
AXISBANK,816.30,822.10,801.00,808.00,-5.90,-0.72,822.10,498.75,47.94,5.37,31-DEC-2999,-
BAJAJ-AUTO,3067.00,3108.35,2962.40,2972.25,-94.65,-3.09,3194.95,2420.00,6.53,-0.40,31-DEC-2999,-
BAJAJFINSV,8200.00,8242.50,8069.50,8100.00,-113.05,-1.38,8335.00,4955.00,34.79,7.71,31-DEC-2999,-
BAJFINANCE,3468.00,3468.15,3386.75,3400.35,-48.65,-1.41,3518.00,1912.20,62.31,9.83,31-DEC-2999,-
BALKRISIND,844.80,873.95,830.00,836.50,-3.55,-0.42,1453.55,744.00,-27.06,-8.51,31-DEC-2999,-
BANKBARODA,140.75,143.50,136.80,139.40,-1.55,-1.10,157.50,91.00,-4.13,19.50,31-DEC-2999,-
BANKINDIA,98.50,101.20,96.80,98.90,0.50,0.51,110.15,73.20,-8.21,12.07,31-DEC-2999,-
BATAINDIA,1346.30,1349.95,1307.60,1314.00,-24.05,-1.80,1479.95,739.20,69.16,-9.63,31-DEC-2999,-
BEL,112.95,114.70,111.55,113.30,0.30,0.27,125.40,72.50,-8.33,30.01,27-MAR-2019,INTERIM DIVIDEND - RE 0.70 PER SHARE
BEML,1017.95,1017.95,987.00,1006.00,1.90,0.19,1034.90,521.25,6.52,15.08,28-MAR-2019,INTERIM DIVIDEND - RS 4.50 PER SHARE
BERGEPAINT,310.40,310.70,302.50,303.45,-6.15,-1.99,349.90,260.00,0.73,-4.86,31-DEC-2999,-
BHARATFIN,1014.50,1024.80,1001.40,1017.50,3.00,0.30,1234.80,823.75,-11.92,0.96,31-DEC-2999,-
BHARATFORG,485.50,503.00,484.05,488.90,6.55,1.36,693.90,445.25,-26.31,3.53,31-DEC-2999,-
BHARTIARTL,348.75,351.70,341.70,345.60,-3.90,-1.12,366.06,253.99,-7.88,7.90,23-APR-2019,RIGHTS 19:67 @ PREMIUM RS 215 PER SHARE
BHEL,73.50,73.70,71.00,72.40,-0.30,-0.41,86.85,56.20,-8.64,2.26,31-DEC-2999,-
BIOCON,550.00,557.80,533.65,543.00,-7.90,-1.43,718.00,508.50,-18.49,-8.51,31-DEC-2999,-
BOSCHLTD,16970.00,17089.90,16863.35,17000.00,75.15,0.44,22400.00,16629.55,-6.05,-5.65,31-DEC-2999,-
BPCL,402.00,409.35,397.10,402.20,0.20,0.05,429.15,238.55,0.05,5.88,31-DEC-2999,-
BRITANNIA,2910.00,2925.00,2880.00,2889.95,-6.60,-0.23,3467.18,2615.85,-50.54,-0.21,31-DEC-2999,-
BSOFT,92.25,98.90,92.00,96.10,4.00,4.34,314.50,80.15,-,-,31-DEC-2999,-
CADILAHC,256.25,263.95,250.70,261.95,6.95,2.73,432.50,241.75,-29.10,-19.51,31-DEC-2999,-
CANBK,282.25,284.40,276.75,280.65,-0.30,-0.11,302.30,204.75,6.13,7.76,31-DEC-2999,-
CANFINHOME,354.90,354.90,343.05,346.70,-8.00,-2.26,406.85,216.50,-13.28,8.80,31-DEC-2999,-
CASTROLIND,149.35,150.50,147.50,148.80,-0.45,-0.30,183.85,134.95,-17.61,-2.49,09-MAY-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 2.75 PER SHARE
CEATLTD,1028.90,1039.00,996.25,1003.20,-16.20,-1.59,1455.00,935.50,-27.41,-4.82,31-DEC-2999,-
CENTURYTEX,1060.00,1060.25,1025.05,1027.40,-27.60,-2.62,1061.15,705.50,8.02,12.01,31-DEC-2999,-
CESC,748.35,752.85,722.00,726.25,-21.90,-2.93,1058.40,642.00,-30.64,3.57,31-DEC-2999,-
CGPOWER,38.35,39.25,37.90,37.95,-0.10,-0.26,80.00,20.25,-51.25,0.93,31-DEC-2999,-
CHENNPETRO,225.55,234.75,224.40,231.25,7.85,3.51,344.95,196.80,-18.55,-8.80,31-DEC-2999,-
CHOLAFIN,1520.00,1544.50,1484.95,1490.00,-23.05,-1.52,1649.95,1038.00,-3.66,7.29,31-DEC-2999,-
CIPLA,579.00,584.20,571.50,578.05,-0.65,-0.11,678.45,483.75,7.15,2.31,31-DEC-2999,-
COALINDIA,244.90,251.80,244.45,249.70,5.60,2.29,303.45,211.40,-12.32,-0.97,22-MAR-2019,INTERIM DIVIDEND - RS 5.85 PER SHARE
COLPAL,1189.00,1193.90,1159.00,1176.50,-3.65,-0.31,1354.80,1018.30,-6.30,-2.62,31-DEC-2999,-
CONCOR,524.95,529.25,519.50,525.00,1.65,0.32,564.00,433.60,-62.00,6.45,31-DEC-2999,-
CUMMINSIND,791.10,799.80,777.00,793.50,5.05,0.64,884.20,613.20,11.77,9.20,31-DEC-2999,-
DABUR,402.00,405.90,396.05,397.10,-3.00,-0.75,490.65,357.55,5.11,-0.25,31-DEC-2999,-
DCBBANK,233.50,234.70,230.10,232.50,-1.00,-0.43,236.80,139.85,24.36,9.49,23-MAY-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RE 1 PER SHARE
DHFL,119.25,126.00,110.75,114.80,-4.35,-3.65,691.50,96.80,-81.78,-15.06,31-DEC-2999,-
DISHTV,31.25,33.00,30.40,32.80,1.80,5.81,76.45,19.10,-56.30,-8.89,31-DEC-2999,-
DIVISLAB,1600.00,1629.00,1585.60,1615.00,21.55,1.35,1774.95,994.95,47.87,-7.55,31-DEC-2999,-
DLF,197.50,197.60,191.60,195.15,-1.85,-0.94,223.50,142.00,-5.77,12.97,31-DEC-2999,-
DRREDDY,2665.00,2684.00,2626.40,2651.70,-6.30,-0.24,2964.00,1872.95,32.95,-9.61,31-DEC-2999,-
EICHERMOT,21050.00,21050.00,20700.00,20880.00,-7.35,-0.04,31499.00,18205.00,-31.95,2.51,31-DEC-2999,-
ENGINERSIN,127.75,128.30,123.35,124.95,-2.60,-2.04,142.25,100.15,-10.33,12.01,31-DEC-2999,-
EQUITAS,139.20,142.50,138.15,140.50,0.95,0.68,169.35,77.85,-14.17,7.75,31-DEC-2999,-
ESCORTS,640.50,641.75,627.60,630.00,-8.10,-1.27,958.85,541.00,-31.85,-14.74,31-DEC-2999,-
EXIDEIND,216.60,218.10,214.15,215.20,-1.15,-0.53,304.70,194.30,-17.67,0.49,31-DEC-2999,-
FEDERALBNK,108.00,108.15,106.55,107.30,-0.75,-0.69,108.35,67.05,23.76,15.69,31-DEC-2999,-
GAIL,353.90,354.70,345.50,348.70,0.35,0.10,399.40,295.25,3.66,-2.04,31-DEC-2999,-
GLENMARK,564.00,565.70,555.50,556.00,-3.45,-0.62,711.90,505.50,3.19,-12.91,31-DEC-2999,-
GMRINFRA,17.10,17.20,16.55,16.60,-0.40,-2.35,21.50,12.95,-9.78,-0.30,31-DEC-2999,-
GODFRYPHLP,1033.00,1059.85,1022.55,1023.00,-6.60,-0.64,1209.90,640.25,28.04,-7.46,31-DEC-2999,-
GODREJCP,670.00,676.45,663.85,674.00,6.70,1.00,978.67,626.50,-39.81,3.41,10-MAY-2019,INTERIM DIVIDEND - RS 2 PER SHARE
GODREJIND,493.10,495.00,476.35,478.50,-16.30,-3.29,657.60,434.50,-17.53,-6.97,31-DEC-2999,-
GRASIM,938.00,938.00,907.75,911.50,-23.80,-2.54,1093.60,689.10,-14.04,1.14,31-DEC-2999,-
GSFC,105.25,106.35,103.90,105.35,0.80,0.77,124.80,85.50,-11.84,7.55,31-DEC-2999,-
HAVELLS,733.00,735.45,720.00,723.25,-10.65,-1.45,783.00,520.10,28.45,-6.64,31-DEC-2999,-
HCLTECH,1071.00,1089.95,1055.25,1068.30,4.10,0.39,1187.60,880.05,19.43,-9.72,16-MAY-2019,INTERIM DIVIDEND - RS 2 PER SHARE
HDFC,2167.00,2169.75,2114.00,2158.00,-7.30,-0.34,2210.00,1644.50,17.95,8.17,15-MAR-2019,INTERIM DIVIDEND - RS 3.50 PER SHARE
HDFCBANK,2416.50,2420.00,2387.05,2420.00,11.65,0.48,2449.40,1885.00,18.50,4.43,31-DEC-2999,-
HEROMOTOCO,2828.00,2828.00,2735.00,2749.00,-72.20,-2.56,3712.20,2475.00,-23.63,9.44,31-DEC-2999,-
HEXAWARE,350.00,359.90,349.15,357.95,8.00,2.29,557.70,294.30,-17.83,2.73,07-MAY-2019,INTERIM DIVIDEND - RS 2.50 PER SHARE
HINDALCO,200.60,207.15,200.60,201.25,0.65,0.32,259.75,182.20,-16.72,-2.33,31-DEC-2999,-
HINDPETRO,316.55,323.50,313.45,317.90,1.35,0.43,325.35,163.00,1.53,9.15,31-DEC-2999,-
