Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1360.00,1392.00,1360.00,1390.00,36.90,2.73,1678.90,1255.65,-14.92,-2.75,31-DEC-2999,-
ADANIENT,117.95,121.10,116.20,118.80,0.55,0.47,236.65,100.85,-41.45,-18.60,31-DEC-2999,-
ADANIPORTS,342.00,356.35,340.95,354.60,15.05,4.43,417.00,292.10,-9.97,-10.50,31-DEC-2999,-
ADANIPOWER,37.05,41.10,36.85,40.70,3.85,10.45,58.35,15.15,29.62,-18.27,31-DEC-2999,-
AJANTPHARM,957.95,976.90,950.00,970.70,16.60,1.74,1457.75,895.85,-28.11,-15.24,11-FEB-2019,BUY BACK
ALBK,41.95,45.00,41.30,44.90,3.35,8.06,55.80,33.15,-12.39,5.28,31-DEC-2999,-
AMARAJABAT,745.65,749.00,713.75,722.00,-16.30,-2.21,908.45,683.05,-10.16,-7.04,31-DEC-2999,-
AMBUJACEM,199.60,207.80,199.60,207.20,7.60,3.81,269.70,188.35,-19.55,-2.40,31-DEC-2999,-
APOLLOHOSP,1127.00,1143.40,1120.00,1126.50,10.10,0.90,1387.25,910.10,-5.03,-15.05,31-DEC-2999,-
APOLLOTYRE,203.20,210.90,203.20,209.45,7.05,3.48,307.25,192.05,-17.72,-3.30,31-DEC-2999,-
ARVIND,76.45,77.15,76.15,76.60,0.40,0.52,444.45,75.30,-79.98,-17.05,28-NOV-2018,DEMERGER
ASHOKLEY,79.80,81.50,79.80,81.05,1.85,2.34,167.50,77.60,-38.69,-10.54,31-DEC-2999,-
ASIANPAINT,1380.00,1398.80,1376.00,1396.80,18.95,1.38,1490.60,1092.15,24.68,-1.78,31-DEC-2999,-
AUROPHARMA,708.55,724.80,708.55,722.80,14.75,2.08,830.45,527.00,23.99,-6.88,15-FEB-2019,INTERIM DIVIDEND - RS 1.25 PER SHARE
AXISBANK,697.60,703.00,695.30,699.60,6.55,0.95,734.50,481.25,29.42,5.95,31-DEC-2999,-
BAJAJ-AUTO,2788.00,2798.00,2737.25,2794.50,6.65,0.24,3194.95,2420.00,-7.79,4.09,31-DEC-2999,-
BAJAJFINSV,6007.00,6045.00,5932.20,6005.00,35.25,0.59,7200.00,4800.00,20.08,-5.94,31-DEC-2999,-
BAJFINANCE,2585.00,2614.80,2571.00,2606.15,46.35,1.81,2994.00,1576.45,58.65,0.46,31-DEC-2999,-
BALKRISIND,821.05,834.70,821.05,827.00,8.40,1.03,1453.55,744.00,-27.03,-4.77,15-FEB-2019,INTERIM DIVIDEND - RS 2 PER SHARE
BANKBARODA,102.50,104.20,102.00,103.00,0.55,0.54,157.50,91.00,-28.40,-11.55,31-DEC-2999,-
BANKINDIA,81.00,82.90,80.75,81.65,0.55,0.68,132.85,73.20,-34.68,-18.88,31-DEC-2999,-
BATAINDIA,1265.10,1274.00,1255.55,1272.80,8.75,0.69,1288.80,673.90,79.27,10.91,31-DEC-2999,-
BEL,77.80,78.75,76.30,77.40,1.40,1.84,157.95,72.50,-49.48,-10.52,08-FEB-2019,INTERIM DIVIDEND - RE 0.30 PER SHARE
BEML,757.00,778.00,756.55,775.55,19.00,2.51,1418.55,521.25,-36.80,-12.78,31-DEC-2999,-
BERGEPAINT,294.20,296.30,288.60,294.00,3.60,1.24,349.90,237.00,19.44,-8.72,31-DEC-2999,-
BHARATFIN,920.00,935.20,920.00,930.25,6.70,0.73,1234.80,823.75,-6.30,-2.19,31-DEC-2999,-
BHARATFORG,461.00,477.95,459.40,473.70,16.10,3.52,798.00,456.10,-35.76,-1.03,31-DEC-2999,-
BHARTIARTL,305.55,310.85,304.95,308.50,4.80,1.58,436.60,276.85,-25.55,-0.92,31-DEC-2999,-
BHEL,62.30,63.15,62.00,63.05,1.00,1.61,95.10,56.20,-32.35,-11.13,12-FEB-2019,INTERIM DIVIDEND - RE 0.80 PER SHARE
BIOCON,616.80,621.00,611.20,620.50,4.35,0.71,718.00,543.30,5.00,-6.41,31-DEC-2999,-
BOSCHLTD,17900.00,18224.95,17755.00,18194.00,432.65,2.44,22400.00,16975.00,-6.35,-4.47,20-DEC-2018,BUYBACK
BPCL,338.00,344.75,336.10,340.00,4.75,1.42,468.40,238.55,-25.58,-3.29,31-DEC-2999,-
BRITANNIA,2884.00,2930.00,2884.00,2929.00,55.45,1.93,3467.18,2347.95,-38.12,-6.97,29-NOV-2018,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 2/- PER SHARE TO Re 1/- PER SHARE
CADILAHC,311.80,314.75,310.00,312.50,0.60,0.19,432.50,305.95,-23.58,-9.32,31-DEC-2999,-
CANBK,216.50,219.80,215.75,219.30,4.45,2.07,316.60,204.75,-27.91,-18.17,31-DEC-2999,-
CANFINHOME,245.65,254.70,243.55,253.00,10.05,4.14,557.50,216.50,-49.68,-4.26,31-DEC-2999,-
CASTROLIND,149.60,150.95,147.80,150.95,3.05,2.06,213.95,134.95,-21.26,-9.09,31-DEC-2999,-
CEATLTD,1054.00,1066.95,1048.40,1060.15,8.15,0.77,1665.90,985.85,-34.93,-13.55,31-DEC-2999,-
CENTURYTEX,719.95,743.75,716.00,741.10,25.65,3.59,1274.00,705.50,-37.56,-16.32,31-DEC-2999,-
CESC,658.95,676.80,658.95,673.10,15.25,2.32,1091.70,642.00,-31.94,-1.46,14-FEB-2019,INTERIM DIVIDEND - RS 17.50 PER SH
CGPOWER,29.40,30.90,28.70,30.20,1.40,4.86,84.95,20.25,-63.53,-28.52,31-DEC-2999,-
CHENNPETRO,204.50,209.55,204.00,206.60,4.15,2.05,382.60,196.80,-42.66,-21.71,31-DEC-2999,-
CHOLAFIN,1160.00,1194.50,1160.00,1189.80,29.75,2.56,1760.05,1038.00,-11.93,1.65,08-FEB-2019,INTERIM DIVIDEND - RS 4.50 PER SHARE
CIPLA,540.20,543.20,538.65,543.20,3.55,0.66,678.45,483.75,-9.53,6.67,31-DEC-2999,-
COALINDIA,214.80,216.40,213.55,215.00,0.75,0.35,316.95,211.40,-29.60,-6.11,14-FEB-2019,BUY BACK
COLPAL,1255.00,1268.00,1238.75,1245.20,-4.15,-0.33,1354.80,1018.30,16.09,-5.18,31-DEC-2999,-
CONCOR,489.00,496.50,480.00,492.00,2.25,0.46,569.48,433.60,-61.91,-26.02,04-FEB-2019,BONUS 1:4
CUMMINSIND,666.00,692.00,666.00,679.00,13.90,2.09,884.20,613.20,-19.57,-19.05,15-FEB-2019,INTERIM DIVIDEND - RS 7 PER SHARE
DABUR,422.25,426.00,421.30,425.00,4.20,1.00,490.65,311.95,25.24,-0.74,31-DEC-2999,-
DCBBANK,174.40,176.45,172.25,172.55,-1.05,-0.60,204.60,139.85,3.42,-5.58,31-DEC-2999,-
DHFL,127.40,131.30,126.75,130.40,3.65,2.88,691.50,96.80,-76.17,-38.43,31-DEC-2999,-
DISHTV,34.40,35.30,33.70,35.10,1.05,3.08,82.35,19.10,-51.05,1.01,31-DEC-2999,-
DIVISLAB,1594.90,1594.90,1553.45,1558.00,-29.85,-1.88,1700.00,980.50,53.23,4.06,31-DEC-2999,-
DLF,163.60,165.30,159.00,162.95,-0.45,-0.28,230.00,142.00,-27.06,-8.07,31-DEC-2999,-
DRREDDY,2574.90,2584.00,2508.55,2528.00,-8.90,-0.35,2878.00,1872.95,17.47,-2.76,31-DEC-2999,-
EICHERMOT,20415.00,20650.00,20380.00,20505.00,95.20,0.47,32236.70,18800.00,-24.31,2.38,31-DEC-2999,-
ENGINERSIN,108.80,108.80,105.55,106.20,-1.00,-0.93,177.30,100.15,-36.37,-8.21,15-FEB-2019,INTERIM DIVIDEND - RS 3.25 PER SHARE
EQUITAS,111.20,113.90,110.40,111.60,0.55,0.50,173.65,77.85,-22.12,-5.58,31-DEC-2999,-
ESCORTS,641.00,662.00,640.15,658.85,21.70,3.41,1017.70,541.00,-23.22,-10.15,31-DEC-2999,-
EXIDEIND,206.00,207.90,194.30,206.60,1.65,0.81,304.70,194.30,-1.53,-15.35,31-DEC-2999,-
FEDERALBNK,79.80,80.40,79.00,79.60,0.30,0.38,105.00,67.05,-15.05,-10.26,31-DEC-2999,-
GAIL,324.00,332.60,319.45,332.00,11.75,3.67,399.40,295.25,-28.42,1.28,12-FEB-2019,INTERIM DIVIDEND - RS 6.25 PER SHARE
GLENMARK,579.60,590.40,579.20,587.00,7.85,1.36,711.90,493.50,12.13,-9.15,31-DEC-2999,-
GMRINFRA,15.65,15.80,15.45,15.60,0.00,0.00,21.50,12.95,-12.61,-2.80,31-DEC-2999,-
GODFRYPHLP,881.00,892.00,865.40,874.00,-2.75,-0.31,998.00,640.25,0.26,-8.61,31-DEC-2999,-
GODREJCP,673.80,678.00,668.45,675.00,5.30,0.79,978.67,634.00,-34.96,-13.94,05-FEB-2019,INTERIM DIVIDEND - RS 2 PER SHARE
GODREJIND,480.95,486.20,470.55,484.35,10.55,2.23,657.60,434.50,-11.62,-7.68,31-DEC-2999,-
GRASIM,721.30,733.50,721.30,731.70,13.35,1.86,1201.65,689.10,-32.85,-10.29,31-DEC-2999,-
GSFC,87.15,90.50,87.10,90.15,2.90,3.32,137.60,85.50,-31.76,-16.53,31-DEC-2999,-
HAVELLS,680.00,699.00,674.00,698.50,21.55,3.18,754.25,483.65,38.58,3.07,31-DEC-2999,-
HCLTECH,1042.35,1061.50,1026.00,1060.00,20.95,2.02,1125.05,880.05,15.95,9.76,05-FEB-2019,INTERIM DIVIDEND - RS 2 PER SHARE
HDFC,1865.00,1874.95,1858.00,1869.00,15.55,0.84,2052.95,1644.50,3.03,-6.76,31-DEC-2999,-
HDFCBANK,2088.50,2111.00,2081.90,2109.00,24.95,1.20,2220.00,1828.50,12.29,-1.82,31-DEC-2999,-
HEROMOTOCO,2646.05,2661.75,2606.60,2629.00,-7.85,-0.30,3825.00,2561.00,-24.14,-5.91,11-FEB-2019,INTERIM DIVIDEND -  RS 55 PER SHARE
HEXAWARE,354.25,359.00,352.55,356.05,2.25,0.64,557.70,294.30,7.42,9.27,08-FEB-2019,INTERIM DIVIDEND - RS 2.50 PER SHARE
HINDALCO,187.80,193.90,187.55,193.90,7.35,3.94,267.80,182.20,-21.67,-6.62,31-DEC-2999,-
HINDPETRO,215.35,221.90,215.15,220.55,5.75,2.68,395.35,163.00,-41.93,-7.58,14-FEB-2019,INTERIM DIVIDEND - RS 6.50 PER SHARE
HINDUNILVR,1742.70,1745.95,1722.00,1736.00,-1.95,-0.11,1869.50,1281.10,29.95,-0.62,31-DEC-2999,-
HINDZINC,250.50,255.15,249.35,253.95,5.65,2.28,340.20,242.85,-18.68,-5.08,31-DEC-2999,-
IBULHSGFIN,620.00,652.00,620.00,652.00,37.70,6.14,1397.00,575.35,-47.88,-18.99,11-FEB-2019,INTERIM DIVIDEND - RS 10 PER SHARE
ICICIBANK,345.00,347.60,342.35,345.70,2.45,0.71,383.55,256.50,8.12,-6.99,31-DEC-2999,-
ICICIPRULI,301.50,305.70,300.10,303.00,3.05,1.02,462.20,277.35,-24.88,-13.83,31-DEC-2999,-
IDBI,42.70,44.00,42.65,43.70,1.30,3.07,91.50,41.50,-31.67,-22.45,31-DEC-2999,-
IDEA,30.30,30.90,29.95,30.85,0.55,1.82,85.25,28.45,-62.61,-6.09,13-DEC-2018,ANNUAL GENERAL MEETING
IDFC,34.55,36.10,34.55,35.85,0.80,2.28,60.50,31.60,-31.65,-14.74,31-DEC-2999,-
IDFCFIRSTB,43.85,45.00,43.60,44.85,1.45,3.34,53.20,32.70,-,-,31-DEC-2999,-
IFCI,12.00,12.15,11.95,12.05,0.15,1.26,23.70,11.50,-47.15,-16.03,31-DEC-2999,-
IGL,282.00,286.05,281.30,285.50,3.40,1.21,320.75,215.20,-3.14,-0.54,31-DEC-2999,-
INDIACEM,83.10,86.00,83.10,85.90,2.95,3.56,162.70,74.75,-46.31,2.20,31-DEC-2999,-
INDIANB,215.90,223.00,215.10,220.50,5.85,2.73,379.70,200.00,-30.08,-9.48,31-DEC-2999,-
INDIGO,1105.00,1149.50,1086.50,1145.50,44.45,4.04,1520.00,691.00,-10.69,7.77,31-DEC-2999,-
INDUSINDBK,1480.00,1493.60,1474.10,1479.25,-1.25,-0.08,2038.00,1333.15,-9.27,-1.88,31-DEC-2999,-
INFIBEAM,37.00,38.15,36.10,37.70,0.75,2.03,242.70,27.50,-76.49,-14.32,31-DEC-2999,-
