Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1599.70,1617.00,1583.20,1588.00,-3.55,-0.22,1769.05,1322.55,1.86,-0.40,31-DEC-2999,-
ADANIENT,132.80,136.95,132.30,135.00,2.15,1.62,236.65,113.00,-33.46,-2.21,29-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 0.40 PER SHARE
ADANIPORTS,357.60,363.40,356.50,357.90,0.55,0.15,430.60,292.10,-3.35,-14.18,26-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 0.20 PER SHARE
ADANIPOWER,58.80,61.10,58.65,60.00,0.65,1.10,68.75,21.00,91.08,-5.36,30-JUL-2019,ANNUAL GENERAL MEETING
AMARAJABAT,618.10,630.35,618.10,623.00,4.90,0.79,908.45,572.85,-27.13,-4.26,11-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 5.08 PER SHARE
AMBUJACEM,214.40,216.60,211.30,212.05,-1.85,-0.86,245.40,188.35,-5.55,-3.28,31-DEC-2999,-
APOLLOHOSP,1470.60,1508.95,1461.05,1485.10,14.50,0.99,1508.95,996.75,30.21,7.32,31-DEC-2999,-
APOLLOTYRE,163.95,165.90,162.50,163.65,-0.60,-0.37,269.00,144.05,-37.88,-11.35,23-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 3.25 PER SHARE
ARVIND,50.95,52.25,49.55,50.30,-0.60,-1.18,413.80,49.25,-87.36,-17.47,29-JUL-2019,DIVIDEND - RS 2 PER SHARE
ASHOKLEY,63.75,65.25,63.40,64.90,1.25,1.96,135.00,60.30,-48.57,-24.05,23-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 3.10 PER SHARE
ASIANPAINT,1599.00,1609.55,1582.20,1585.00,-12.45,-0.78,1609.55,1118.00,13.64,13.55,13-JUN-2019,DIVIDEND RS -7.65 PER SHARE
AUROPHARMA,605.00,612.55,598.25,603.70,1.40,0.23,838.00,536.60,-4.97,5.33,31-DEC-2999,-
AXISBANK,678.80,689.00,676.35,685.20,9.55,1.41,827.75,534.55,9.90,-8.96,04-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RE 1 PER SHARE
BAJAJ-AUTO,2764.75,2773.00,2713.80,2730.00,-20.95,-0.76,3149.95,2420.00,2.34,1.23,11-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 60 PER SHARE
BAJAJFINSV,7465.30,7530.85,7340.55,7380.00,-59.40,-0.80,8580.00,4955.00,4.30,-6.04,11-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 2.50 PER SHARE
BAJFINANCE,3364.90,3379.00,3311.00,3327.00,-10.20,-0.31,3762.00,1912.20,16.47,-3.94,11-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 6 PER SHARE
BALKRISIND,720.00,738.65,720.00,732.90,13.85,1.93,1453.55,690.00,-47.47,-2.30,31-DEC-2999,-
BANKBARODA,102.70,103.20,101.15,102.65,0.20,0.20,156.50,91.00,-28.07,-19.36,18-JUN-2019,ANNUAL GENERAL MEETING
BANKINDIA,69.70,70.40,68.50,68.70,-0.70,-1.01,110.15,66.10,-22.68,-19.08,20-JUN-2019,ANNUAL GENERAL MEETING
BATAINDIA,1484.80,1493.85,1465.60,1474.15,0.60,0.04,1493.85,833.10,46.38,8.32,22-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND RS 6.25 PER SHARE
BEL,96.40,98.40,95.40,97.80,1.70,1.77,120.50,72.50,-14.85,-5.32,31-DEC-2999,-
BERGEPAINT,365.10,366.80,360.65,362.60,-3.25,-0.89,368.00,260.00,9.98,14.67,26-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.90 PER SHARE
BHARATFORG,398.00,402.85,393.20,397.00,-1.00,-0.25,693.90,384.00,-35.89,-14.61,01-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND RS 2.50 PER SHARE
BHARTIARTL,363.45,366.25,359.80,360.60,-0.95,-0.26,378.75,253.99,-3.06,4.14,31-DEC-2999,-
BHEL,51.40,51.80,50.90,51.30,-0.05,-0.10,83.30,50.25,-29.34,-19.97,31-DEC-2999,-
BIOCON,231.40,231.40,214.90,216.70,-11.30,-4.96,359.00,214.90,-63.74,-17.57,18-JUL-2019,DIVIDEND - RS 0.50 PER SHARE
BOSCHLTD,13700.00,14170.00,13503.10,13625.05,-117.60,-0.86,22400.00,12700.00,-27.48,-14.84,14-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND RS 105 PER SHARE
BPCL,352.00,354.10,346.00,347.10,-4.10,-1.17,421.70,238.55,-8.25,-1.62,31-DEC-2999,-
BRITANNIA,2520.00,2520.00,2471.10,2477.00,-22.45,-0.90,3467.18,2442.00,-61.86,-11.47,31-DEC-2999,-
BSOFT,61.05,64.45,58.05,63.40,2.55,4.19,314.50,57.50,-,-,30-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 2 PER SHARE
CADILAHC,218.95,219.40,216.75,219.10,1.35,0.62,432.50,213.55,-35.60,-9.03,25-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 3.50 per share
CANBK,237.15,237.40,229.20,231.35,-4.65,-1.97,302.10,204.75,-13.55,-17.43,17-JUL-2019,ANNUAL GENERAL MEETING
CASTROLIND,119.75,119.80,116.70,117.45,-1.65,-1.39,172.90,113.05,-23.61,-10.34,08-AUG-2019,INTERIM DIVIDEND - RS 2.50 PER SHARE
CENTURYTEX,908.00,918.00,893.25,898.00,-8.20,-0.90,1063.00,705.50,-1.49,-6.00,19-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 7.50 PER SHARE
CESC,793.85,817.15,791.05,796.70,7.75,0.98,1038.85,642.00,-12.72,1.66,10-JUL-2019,ANNUAL GENERAL MEETING
CHOLAFIN,266.15,268.95,262.50,264.40,-0.95,-0.36,311.00,207.60,-81.95,-4.29,22-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RE 0.40 PER SHARE
CIPLA,478.50,485.55,474.60,477.00,0.90,0.19,678.45,465.00,-26.43,-14.45,31-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 3 PER SHARE
COALINDIA,202.70,203.10,198.55,198.90,-3.05,-1.51,299.75,193.10,-29.64,-13.52,09-AUG-2019,ANNUAL GENERAL MEETING
COLPAL,1196.50,1222.80,1196.50,1207.60,9.55,0.80,1354.80,1018.30,5.88,3.47,31-DEC-2999,-
CONCOR,464.10,471.40,460.00,467.00,6.50,1.41,582.75,433.60,-27.68,-15.35,19-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 8.55 PER SHARE
CUMMINSIND,598.00,599.55,585.00,587.30,-7.40,-1.24,884.20,582.25,-12.23,-21.94,31-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND RS 10 PER SHARE
DABUR,428.10,436.00,428.10,431.35,3.30,0.77,490.65,357.55,-3.05,0.05,07-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.50 PER SHARE
DHFL,47.00,52.45,46.50,48.90,2.95,6.42,691.50,40.80,-92.46,-13.07,31-DEC-2999,-
DISHTV,24.50,24.80,23.90,24.00,-0.30,-1.23,73.35,19.10,-65.01,-27.16,31-DEC-2999,-
DIVISLAB,1505.30,1541.15,1500.00,1517.65,10.35,0.69,1774.95,1141.10,30.34,-8.13,14-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 16 PER SHARE
DLF,178.15,181.25,176.80,178.85,1.20,0.68,223.50,142.00,-13.47,-6.21,22-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 2 PER SHARE
DRREDDY,2540.00,2568.95,2495.00,2513.50,20.95,0.84,2964.00,1872.95,6.80,-5.73,15-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 20 PER SHARE
EICHERMOT,16800.00,16800.00,16292.60,16376.00,-224.45,-1.35,29800.00,15786.00,-43.15,-11.16,24-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 125 PER SHARE
ENGINERSIN,104.00,105.00,101.80,103.10,-1.20,-1.15,139.65,92.50,-14.55,-5.15,31-DEC-2999,-
EQUITAS,112.55,112.55,109.85,110.70,-1.50,-1.34,163.25,77.85,-20.73,-13.68,25-JUL-2019,ANNUAL GENERAL MEETING
ESCORTS,470.00,478.15,463.00,464.55,-3.25,-0.69,909.80,442.25,-46.57,-13.83,11-JUL-2019,DIVIDEND RS - 2.50 PER SHARE
EXIDEIND,178.90,180.95,178.10,178.20,-0.55,-0.31,304.70,172.60,-38.59,-13.16,25-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RE 0.80 PER SHARE
FEDERALBNK,86.20,86.50,84.90,85.75,0.45,0.53,110.40,67.05,-4.40,-16.87,17-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.4 PER SHARE
GAIL,130.45,130.90,126.60,127.50,-2.15,-1.66,199.70,119.60,-67.62,-11.09,08-AUG-2019,DIVIDEND - RS 0.885 PER SHARE
GLENMARK,360.80,372.30,359.10,369.50,8.35,2.31,711.90,356.20,-36.65,-17.25,31-DEC-2999,-
GMRINFRA,15.25,16.20,15.10,15.80,0.55,3.61,21.50,12.95,-10.48,4.98,31-DEC-2999,-
GODREJCP,624.00,636.85,618.20,627.00,4.15,0.67,978.67,585.05,-53.05,-2.69,08-AUG-2019,INTERIM DIVIDEND - RS 2 PER SHARE
GRASIM,756.95,759.80,731.30,733.00,-19.25,-2.56,1093.00,689.10,-26.66,-20.90,08-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 7 PER SH
HAVELLS,653.80,671.95,649.00,664.05,12.70,1.95,806.85,549.85,-2.55,-9.02,18-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 4.50 PER SHARE
HCLTECH,1065.60,1077.95,1057.65,1063.45,0.70,0.07,1187.60,920.00,6.64,2.18,14-AUG-2019,INTERIM DIVIDEND - RS 2 PER SHARE
HDFC,2114.45,2135.00,2098.10,2110.90,10.90,0.52,2357.85,1644.50,11.62,-7.69,19-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 17.50 PER SHARE
HDFCBANK,2238.50,2242.00,2201.70,2210.95,-16.75,-0.75,2503.30,1885.00,6.52,-7.78,31-DEC-2999,-
HEROMOTOCO,2672.00,2699.95,2616.20,2637.00,-32.00,-1.20,3380.00,2225.60,-19.67,4.52,16-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 32 PER SHARE
HEXAWARE,390.00,390.80,377.15,378.95,-8.35,-2.16,500.90,294.30,-21.51,5.53,31-DEC-2999,-
HINDALCO,180.15,182.25,177.75,182.00,2.20,1.22,259.75,171.60,-15.78,-10.54,14-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.20 PER SHARE
HINDPETRO,246.10,248.00,241.30,245.00,-0.50,-0.20,333.50,163.00,-7.95,-17.51,06-JUN-2019,DIVIDEND RS - 9.40 PER SHARE
HINDUNILVR,1830.15,1845.00,1811.00,1823.00,-5.65,-0.31,1869.50,1477.20,4.93,3.54,20-JUN-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 13 PER SHARE
HINDZINC,207.10,211.50,207.10,208.30,1.45,0.70,309.45,199.25,-24.54,-9.63,24-JUL-2019,ANNUAL GENERAL MEETING
IBULHSGFIN,561.70,572.65,530.90,533.60,-9.15,-1.69,1310.00,425.50,-57.65,-20.14,31-DEC-2999,-
ICICIBANK,420.10,427.90,420.10,423.45,4.50,1.07,443.90,294.80,26.67,-0.29,22-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RE 1 PER SHARE
ICICIPRULI,390.00,397.35,387.35,389.00,-0.20,-0.05,410.90,277.35,0.36,-0.14,09-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.55 PER SHARE
IDBI,24.85,28.45,24.85,27.80,2.90,11.65,65.75,23.95,-54.72,-21.02,09-AUG-2019,ANNUAL GENERAL MEETING
IDEA,6.40,6.45,5.85,5.95,-0.50,-7.75,33.10,4.80,-88.24,-50.21,16-AUG-2019,ANNUAL GENERAL MEETING
IDFCFIRSTB,46.00,46.75,45.10,45.50,-0.25,-0.55,56.85,32.70,-,-,31-DEC-2999,-
IGL,329.10,333.50,322.20,323.55,-3.55,-1.09,350.80,215.20,16.83,1.41,31-DEC-2999,-
INDIGO,1633.00,1660.00,1610.00,1617.00,21.10,1.32,1716.00,691.00,53.99,10.36,19-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 5 PER SHARE
INDUSINDBK,1442.00,1457.90,1430.55,1439.00,-0.10,-0.01,2000.00,1312.00,-27.48,-4.15,08-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 7.50 PER SHARE
INFRATEL,251.55,259.50,250.05,252.50,3.30,1.32,335.00,238.70,-10.03,-4.36,31-DEC-2999,-
INFY,775.60,783.00,773.35,778.00,3.45,0.45,804.00,599.85,-45.58,-2.03,13-JUN-2019,ANNUAL GENERAL MEETING/DIVIDEND- RS 10.50 PER SHARE
IOC,126.35,127.40,125.30,126.00,-0.25,-0.20,170.75,105.25,-20.50,-14.20,31-DEC-2999,-
ITC,253.50,257.30,250.95,251.60,-1.40,-0.55,322.95,244.00,-18.17,-7.81,22-MAY-2019,DIVIDEND - RS 5.75 PER SHARE
JINDALSTEL,104.90,106.15,102.70,104.50,0.70,0.67,246.45,94.00,-45.53,-27.66,31-DEC-2999,-
JSWSTEEL,228.30,230.85,224.75,225.05,-2.10,-0.92,427.55,208.75,-31.42,-17.23,08-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND RS 4.10 PER SHARE
JUBLFOOD,1124.00,1162.00,1116.00,1151.00,37.95,3.41,1578.00,977.00,-23.75,-8.36,31-DEC-2999,-
JUSTDIAL,685.00,699.90,679.50,682.20,4.00,0.59,824.80,409.15,18.79,-8.68,31-DEC-2999,-
KAJARIACER,483.85,505.00,482.65,498.70,16.95,3.52,649.65,310.00,21.56,-10.45,16-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 3 PER SHARE
KOTAKBANK,1505.00,1519.50,1490.55,1497.00,-1.95,-0.13,1555.90,1002.20,20.20,-2.45,12-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND RS 0.80 PER SHARE
LICHSGFIN,485.00,488.85,476.65,478.05,-2.25,-0.47,587.00,387.60,-13.26,-13.10,16-AUG-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 7.60 PER SHARE
LT,1339.00,1360.95,1339.00,1350.50,15.25,1.14,1607.00,1182.50,9.65,-7.21,24-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 18 PER SHARE
L&TFH,105.80,106.35,103.65,104.80,-0.20,-0.19,189.50,91.95,-40.62,-14.38,19-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RE 1 PER SHARE
LUPIN,729.30,749.40,727.50,732.95,3.65,0.50,986.10,697.20,-13.75,-5.05,29-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 5 PER SHARE
MANAPPURAM,120.95,123.85,120.65,122.05,1.10,0.91,144.95,66.25,18.96,-8.95,31-DEC-2999,-
MARICO,392.20,401.75,392.00,394.95,2.75,0.70,401.75,282.95,8.71,6.06,31-DEC-2999,-
MARUTI,5999.00,6024.40,5911.60,6003.00,27.95,0.47,9468.30,5446.05,-34.75,-1.20,14-AUG-2019,DIVIDEND - RS 80 PER SHARE
MCDOWELL-N,593.00,604.00,582.30,585.00,-4.55,-0.77,676.60,438.20,-6.75,-1.99,13-AUG-2019,ANNUAL GENERAL MEETING
MCX,851.00,868.00,851.00,865.00,14.65,1.72,896.00,643.50,0.88,1.28,31-DEC-2999,-
MFSL,421.30,424.70,414.60,417.25,-2.40,-0.57,519.35,350.00,-10.22,-2.41,31-DEC-2999,-
MGL,807.60,817.95,783.00,786.10,-20.70,-2.57,1067.25,754.15,-15.21,-1.76,31-DEC-2999,-
MINDTREE,699.80,709.90,699.10,700.20,0.40,0.06,1183.80,652.05,-32.66,-6.73,08-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND RS 4 PER SHARE/SPECIAL DIVIDEND RS 20 PER SHARE
M&M,527.00,535.75,518.00,522.00,-5.85,-1.11,993.00,502.55,-45.12,-15.53,18-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 8.50 PER SHARE
M&MFIN,322.00,327.00,316.85,318.00,-1.90,-0.59,495.00,284.85,-32.83,-17.19,15-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 4 PER SHARE/ SPECIAL DIVIDEND - RS 2.5 PER SHARE
MOTHERSUMI,99.50,99.65,96.85,97.45,-0.60,-0.61,212.17,91.25,-67.74,-17.73,08-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.50 PER SHARE
MRF,57010.00,57745.00,57010.00,57690.00,866.40,1.52,75250.00,51586.30,-21.15,3.01,01-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 54 PER SHARE
MUTHOOTFIN,635.60,637.75,625.00,627.00,-8.05,-1.27,656.40,356.00,52.26,-1.03,31-DEC-2999,-
NATIONALUM,41.30,41.65,40.90,41.05,-0.20,-0.48,78.45,39.30,-39.72,-13.58,31-DEC-2999,-
NBCC,34.10,34.60,32.80,33.00,-0.90,-2.65,76.50,32.80,-56.18,-39.06,31-DEC-2999,-
NCC,63.10,63.40,60.00,61.00,-1.40,-2.24,119.20,59.85,-39.90,-26.59,08-AUG-2019,DIVIDEND - RS 1.50 PER SHARE
NESTLEIND,12090.00,12259.90,12040.05,12055.30,50.90,0.42,12268.50,9047.05,11.03,3.08,09-AUG-2019,INTERIM DIVIDEND - RS 23 PER SHARE/ SPECIAL DIVIDEND - Rs180 PER SHARE
NIITTECH,1286.00,1329.90,1271.00,1322.05,32.75,2.54,1425.20,1030.60,0.75,-1.77,31-DEC-2999,-
NMDC,103.10,103.60,101.60,101.85,-1.00,-0.97,124.40,88.60,0.25,-10.66,31-DEC-2999,-
NTPC,118.35,120.45,117.60,118.80,1.00,0.85,146.17,106.67,-25.07,-7.98,13-AUG-2019,DIVIDEND - RS 2.50 PER SHARE
OFSS,3093.65,3179.35,2985.00,2999.60,-78.65,-2.56,4658.40,2970.00,-25.42,-9.78,31-JUL-2019,ANNUAL GENERAL MEETING
OIL,152.10,153.80,151.00,152.00,-0.70,-0.46,227.00,147.00,-25.87,-10.85,08-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.75 PER SHARE
ONGC,128.00,128.50,126.05,126.55,-1.35,-1.06,185.40,125.50,-23.05,-15.58,31-DEC-2999,-
PAGEIND,18200.00,18371.40,18104.55,18200.95,101.50,0.56,36370.00,17449.00,-45.29,-10.25,19-AUG-2019,INTERIM DIVIDEND - RS 51 PER SHARE
PEL,1795.00,1825.00,1788.00,1797.00,14.70,0.82,3307.95,1652.35,-33.73,-12.64,18-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 28 PER SHARE
PETRONET,238.70,242.80,237.10,237.30,0.50,0.21,254.90,203.40,8.46,-5.50,19-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 4.50 PER SHARE
PFC,109.90,110.55,107.85,108.00,-1.70,-1.55,138.75,72.25,33.33,-13.70,31-DEC-2999,-
PIDILITIND,1370.00,1384.00,1355.85,1371.00,1.55,0.11,1384.00,895.00,22.54,11.53,29-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 6.50 PER SHARE
PNB,67.95,69.10,66.90,67.45,-0.65,-0.95,99.90,58.45,-17.29,-10.48,04-JUL-2019,ANNUAL GENERAL MEETING
