Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1696.85,1729.00,1678.00,1723.25,37.25,2.21,1769.05,1255.65,27.21,6.83,31-DEC-2999,-
ADANIENT,154.00,161.90,151.65,158.60,3.85,2.49,236.65,100.85,31.07,25.23,31-DEC-2999,-
ADANIPORTS,416.40,426.35,412.10,423.50,7.10,1.71,430.60,292.10,7.99,7.13,31-DEC-2999,-
ADANIPOWER,50.45,50.65,49.10,50.20,-0.15,-0.30,58.35,15.15,149.13,12.94,31-DEC-2999,-
AJANTPHARM,1045.00,1051.20,1030.05,1049.95,4.40,0.42,1294.00,895.85,9.10,-2.14,31-DEC-2999,-
ALBK,44.50,45.25,44.05,44.65,-0.30,-0.67,59.00,33.15,6.82,-5.80,31-DEC-2999,-
AMARAJABAT,632.10,642.95,628.10,638.90,2.00,0.31,908.45,603.00,-19.98,-3.05,31-DEC-2999,-
AMBUJACEM,232.90,237.80,229.40,236.50,5.90,2.56,245.40,188.35,15.14,6.99,31-DEC-2999,-
APOLLOHOSP,1243.00,1368.70,1243.00,1359.80,121.00,9.77,1387.25,910.10,43.08,13.83,31-DEC-2999,-
APOLLOTYRE,192.55,198.00,192.20,196.35,1.85,0.95,299.50,174.00,-27.09,-2.80,31-DEC-2999,-
ARVIND,74.40,76.20,73.05,75.90,1.35,1.81,438.70,70.15,-80.45,-8.11,31-DEC-2999,-
ASHOKLEY,88.85,92.30,87.80,92.15,3.30,3.71,152.00,77.60,-37.76,2.90,31-DEC-2999,-
ASIANPAINT,1431.95,1464.95,1430.00,1461.00,53.70,3.82,1529.85,1118.00,11.98,1.70,31-DEC-2999,-
AUROPHARMA,659.00,660.85,640.00,657.00,-15.40,-2.29,838.00,527.00,18.10,-17.80,31-DEC-2999,-
AXISBANK,813.55,814.65,803.10,813.00,4.70,0.58,822.10,498.75,48.93,8.06,31-DEC-2999,-
BAJAJ-AUTO,2945.00,3077.95,2904.60,3030.15,104.25,3.56,3194.95,2420.00,10.18,-0.01,31-DEC-2999,-
BAJAJFINSV,8194.00,8365.00,8194.00,8346.20,158.25,1.93,8365.00,4955.00,38.13,10.12,31-DEC-2999,-
BAJFINANCE,3460.00,3529.90,3460.00,3516.40,49.30,1.42,3531.00,1912.20,66.66,12.28,31-DEC-2999,-
BALKRISIND,783.45,804.90,770.55,784.75,6.20,0.80,1453.55,744.00,-30.83,-12.49,31-DEC-2999,-
BANKBARODA,133.90,133.90,129.20,131.55,-1.70,-1.28,157.50,91.00,-3.87,13.50,31-DEC-2999,-
BANKINDIA,94.85,95.60,93.25,95.40,0.75,0.79,110.15,73.20,-3.25,7.25,31-DEC-2999,-
BATAINDIA,1330.00,1370.25,1316.60,1370.00,45.10,3.40,1479.95,739.20,75.75,-6.60,31-DEC-2999,-
