Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1670.00,1681.00,1595.50,1620.60,-42.35,-2.55,1723.40,1255.65,20.57,-2.55,05-MAR-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 14 PER SHARE
ADANIENT,154.70,158.95,148.45,155.00,3.05,2.01,236.65,100.85,31.13,14.69,31-DEC-2999,-
ADANIPORTS,409.00,411.40,385.30,386.55,-13.55,-3.39,411.40,292.10,0.74,-1.15,31-DEC-2999,-
ADANIPOWER,47.30,48.10,44.80,46.30,-0.45,-0.96,58.35,15.15,123.67,-8.95,31-DEC-2999,-
AJANTPHARM,1035.00,1044.00,1005.35,1014.10,-12.80,-1.25,1294.00,895.85,2.80,-0.09,31-DEC-2999,-
ALBK,46.35,46.85,44.70,45.20,-1.15,-2.48,59.00,33.15,17.25,-7.09,31-DEC-2999,-
AMARAJABAT,644.05,644.45,626.00,627.45,-13.40,-2.09,908.45,612.10,-22.38,-7.45,31-DEC-2999,-
AMBUJACEM,225.10,227.05,219.15,221.40,-2.80,-1.25,245.40,188.35,6.42,-2.08,27-FEB-2019,DIVIDEND - RS 1.50 PER SHARE
APOLLOHOSP,1196.00,1215.00,1165.10,1177.45,-20.85,-1.74,1387.25,910.10,19.72,-4.43,31-DEC-2999,-
APOLLOTYRE,183.85,184.50,181.10,182.85,0.25,0.14,299.50,174.00,-33.75,-12.78,31-DEC-2999,-
ARVIND,80.70,81.90,76.65,77.60,-2.60,-3.24,438.70,70.15,-80.12,-8.92,31-DEC-2999,-
ASHOKLEY,88.40,89.80,87.20,88.30,0.75,0.86,152.00,77.60,-34.25,-4.18,31-DEC-2999,-
ASIANPAINT,1384.00,1384.00,1352.70,1354.05,-19.90,-1.45,1529.85,1118.00,4.02,-6.19,31-DEC-2999,-
AUROPHARMA,665.00,680.00,658.85,665.50,1.25,0.19,838.00,527.00,17.68,-14.70,31-DEC-2999,-
AXISBANK,789.70,791.80,771.05,773.10,-9.30,-1.19,791.80,498.75,46.74,2.33,31-DEC-2999,-
BAJAJ-AUTO,3014.00,3043.90,2969.05,2980.05,-26.25,-0.87,3194.95,2420.00,9.54,-2.33,31-DEC-2999,-
BAJAJFINSV,8239.00,8335.00,8100.05,8170.00,-65.00,-0.79,8335.00,4955.00,42.78,9.33,31-DEC-2999,-
BAJFINANCE,3418.05,3488.00,3375.00,3439.00,31.45,0.92,3488.00,1912.20,63.34,14.97,31-DEC-2999,-
BALKRISIND,782.80,784.00,758.00,767.25,-11.65,-1.50,1453.55,744.00,-31.35,-19.10,31-DEC-2999,-
BANKBARODA,123.20,127.30,122.00,126.10,3.20,2.60,157.50,91.00,-2.93,1.86,31-DEC-2999,-
