Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1520.00,1531.20,1501.85,1515.20,0.55,0.04,1769.05,1326.00,2.77,5.58,31-DEC-2999,-
ADANIENT,199.00,209.70,198.60,207.20,6.65,3.32,209.70,113.00,22.97,52.58,31-DEC-2999,-
ADANIPORTS,390.00,394.40,388.50,391.00,1.00,0.26,430.60,292.10,18.65,-1.08,31-DEC-2999,-
ADANIPOWER,69.65,72.15,68.50,71.00,1.10,1.57,73.80,33.25,41.15,19.73,31-DEC-2999,-
AMARAJABAT,661.45,666.95,653.00,660.00,2.65,0.40,806.75,572.85,-14.24,-3.52,31-DEC-2999,-
AMBUJACEM,201.95,203.75,199.90,201.75,0.20,0.10,244.00,184.10,-1.80,8.50,31-DEC-2999,-
APOLLOHOSP,1416.00,1429.95,1402.05,1414.00,-0.95,-0.07,1579.70,1083.10,21.42,0.24,12-SEP-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 6 per share
APOLLOTYRE,178.00,178.60,167.15,167.90,-11.95,-6.64,244.85,144.05,-21.98,2.16,31-DEC-2999,-
ASHOKLEY,74.50,77.45,74.40,76.45,1.50,2.00,122.85,56.95,-36.66,18.71,31-DEC-2999,-
ASIANPAINT,1789.00,1815.00,1780.60,1798.10,4.25,0.24,1834.80,1232.50,44.54,4.23,30-OCT-2019,INTERIM DIVIDEND - RS 3.35 PER SH
AUROPHARMA,475.00,479.75,442.30,450.00,-23.90,-5.04,838.00,435.35,-42.24,-2.14,21-AUG-2019,ANNUAL GENERAL MEETING
AXISBANK,736.95,750.90,728.75,745.55,7.50,1.02,827.75,580.50,19.40,10.71,31-DEC-2999,-
BAJAJ-AUTO,3244.00,3271.50,3214.75,3244.20,-2.10,-0.06,3289.00,2442.20,21.39,12.17,31-DEC-2999,-
BAJAJFINSV,8800.00,8875.00,8721.05,8735.30,-110.45,-1.25,8887.75,5501.65,56.84,6.27,31-DEC-2999,-
BAJFINANCE,4260.00,4280.00,4176.65,4187.00,-40.80,-0.97,4280.00,2233.10,77.46,7.33,31-DEC-2999,-
BALKRISIND,862.25,876.00,849.00,869.70,12.80,1.49,1112.50,682.00,-18.63,19.94,31-DEC-2999,-
BANKBARODA,101.70,101.90,98.75,99.05,-2.85,-2.80,144.00,85.65,-10.93,13.52,31-DEC-2999,-
BANKINDIA,70.30,70.90,68.65,69.65,-0.75,-1.07,110.15,57.45,-19.01,17.06,31-DEC-2999,-
BATAINDIA,1708.00,1727.65,1688.05,1708.10,3.40,0.20,1814.00,943.65,70.72,1.57,31-DEC-2999,-
BEL,112.45,112.50,108.15,109.25,-3.35,-2.98,122.10,72.50,14.88,4.70,20-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.70 PER SHARE
BERGEPAINT,499.00,506.00,493.35,495.35,-2.95,-0.59,533.75,285.20,64.54,13.78,31-DEC-2999,-
BHARATFORG,463.00,468.35,454.00,465.00,0.45,0.10,619.65,376.00,-22.34,9.35,31-DEC-2999,-
BHARTIARTL,385.00,385.40,370.25,370.75,-13.20,-3.44,397.00,258.72,22.28,8.55,31-DEC-2999,-
BHEL,56.25,57.10,55.40,55.55,-0.50,-0.89,78.85,41.30,-20.64,29.79,11-SEP-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.20 PER SHARE
BIOCON,256.20,262.25,255.10,260.00,3.75,1.46,341.23,211.05,-58.70,13.74,31-DEC-2999,-
BOSCHLTD,15650.00,15789.00,14880.00,15100.00,-581.05,-3.71,20000.00,12700.00,-22.20,15.67,14-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND RS 105 PER SHARE
BPCL,518.00,525.25,516.10,524.25,6.75,1.30,545.00,284.00,79.66,6.85,21-AUG-2019,DIVIDEND - RS 8 PER SHARE
BRITANNIA,3239.85,3257.85,3191.00,3232.00,0.25,0.01,3583.75,2300.00,-43.44,9.44,22-AUG-2019,SCHEME OF ARANGEMENT- BONUS - 1 DEBENTURE FOR 1 EQUITY SHARE HELD
CADILAHC,237.20,245.30,237.20,239.75,0.15,0.06,375.40,206.50,-33.49,5.18,31-DEC-2999,-
CANBK,206.80,214.50,202.25,210.90,4.10,1.98,302.10,170.60,-14.27,17.56,31-DEC-2999,-
CASTROLIND,151.65,155.00,150.75,154.30,3.55,2.35,172.90,112.75,4.36,18.65,31-DEC-2999,-
CENTURYTEX,394.40,401.00,390.60,399.40,5.30,1.34,1063.00,352.10,-54.40,-53.69,11-OCT-2019,DEMERGER
CESC,806.00,806.95,773.55,775.65,-27.65,-3.44,851.70,642.60,14.26,6.11,31-DEC-2999,-
CHOLAFIN,316.50,316.50,294.20,302.50,-14.10,-4.45,325.00,218.20,-76.98,4.13,31-DEC-2999,-
CIPLA,469.05,487.95,464.25,482.00,14.15,3.02,617.50,389.55,-14.39,18.06,31-DEC-2999,-
COALINDIA,211.40,214.85,211.15,212.50,1.35,0.64,271.85,177.70,-19.61,15.24,09-AUG-2019,ANNUAL GENERAL MEETING
COLPAL,1523.10,1557.00,1508.15,1546.35,23.40,1.54,1589.55,1088.00,39.39,5.53,05-NOV-2019,INTERIM DIVIDEND - RS 12 PER SH
CONCOR,577.50,585.00,573.00,580.00,3.15,0.55,666.00,460.00,-11.37,1.08,19-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 8.55 PER SHARE
CUMMINSIND,549.00,554.00,542.20,551.00,4.50,0.82,884.20,532.20,-27.89,-1.86,31-DEC-2999,-
DABUR,484.50,487.70,473.50,477.85,-3.50,-0.73,487.70,357.55,30.26,10.47,31-DEC-2999,-
DISHTV,14.50,15.10,13.90,14.20,-0.30,-2.07,43.35,10.40,-66.15,-15.73,31-DEC-2999,-
DIVISLAB,1651.00,1721.95,1641.70,1702.30,14.85,0.88,1779.05,1420.00,16.08,3.38,14-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 16 PER SHARE
DLF,186.55,194.20,185.80,191.10,6.75,3.66,209.65,132.55,10.33,32.80,31-DEC-2999,-
DRREDDY,2820.10,2880.00,2820.10,2860.45,44.75,1.59,2964.00,1872.95,18.16,9.33,31-DEC-2999,-
EICHERMOT,21370.00,21750.00,21034.15,21500.30,213.15,1.00,25350.00,15200.00,-4.66,19.44,31-DEC-2999,-
EQUITAS,99.15,100.00,98.10,99.10,0.55,0.56,143.65,90.80,-7.77,-1.10,31-DEC-2999,-
ESCORTS,657.80,662.45,651.00,654.00,1.45,0.22,833.90,423.55,-3.47,8.87,31-DEC-2999,-
EXIDEIND,188.70,194.00,184.10,186.90,-1.80,-0.95,273.80,166.00,-25.08,0.38,31-DEC-2999,-
FEDERALBNK,84.60,86.00,83.50,84.30,-0.10,-0.12,110.40,76.80,5.05,-0.71,31-DEC-2999,-
GAIL,137.30,139.20,136.05,136.10,-1.30,-0.95,191.00,119.50,-63.41,4.53,31-DEC-2999,-
GLENMARK,315.50,317.95,299.05,300.00,-17.10,-5.39,705.90,270.00,-52.46,5.04,19-SEP-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 2 PER SHARE
GMRINFRA,20.75,22.70,20.50,22.15,1.50,7.26,22.70,12.95,30.68,35.06,05-SEP-2019,ANNUAL GENERAL MEETING
GODREJCP,724.00,758.00,719.30,742.85,21.35,2.96,849.90,575.00,4.86,10.77,31-DEC-2999,-
GRASIM,770.00,782.60,761.00,772.80,4.20,0.55,959.80,633.60,-9.44,19.08,31-DEC-2999,-
HAVELLS,687.10,693.90,675.25,689.00,1.95,0.28,806.85,622.65,6.51,3.96,31-DEC-2999,-
HCLTECH,1160.00,1160.05,1141.20,1148.55,-10.15,-0.88,1187.60,920.00,12.52,6.90,31-OCT-2019,INTERIM DIVIDEND - RS 2 PER SH
HDFC,2188.00,2228.00,2162.00,2221.00,39.70,1.82,2357.85,1773.35,23.88,12.78,31-DEC-2999,-
HDFCBANK,1242.45,1259.00,1228.05,1256.50,17.00,1.37,1282.70,954.10,-35.76,5.86,19-SEP-2019,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 2 PER SHARE TO RS 1 PER SHARE
HEROMOTOCO,2660.00,2696.90,2641.00,2675.15,10.15,0.38,3380.00,2225.60,-6.06,0.04,31-DEC-2999,-
HEXAWARE,340.00,344.45,338.20,341.35,1.35,0.40,455.70,294.30,9.04,-6.18,04-NOV-2019,INTERIM DIVIDEND -RS 2 PER SH
HINDALCO,199.00,203.65,197.65,201.40,2.80,1.41,245.30,171.10,-16.90,10.48,14-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.20 PER SHARE
HINDPETRO,311.00,316.50,310.30,314.90,2.40,0.77,333.50,211.20,35.03,2.46,31-DEC-2999,-
HINDUNILVR,2166.00,2184.00,2155.00,2184.00,11.85,0.55,2187.25,1610.00,33.17,12.57,23-OCT-2019,INTERIM DIVIDEND - RS 11 PER SH
IBULHSGFIN,227.30,238.60,216.10,216.95,-8.10,-3.60,919.40,165.80,-73.99,-7.39,22-AUG-2019,ANNUAL GENERAL MEETING
ICICIBANK,467.15,483.90,464.75,480.00,11.65,2.49,483.90,336.00,37.28,15.36,31-DEC-2999,-
ICICIPRULI,510.50,521.70,507.05,519.05,9.15,1.79,522.75,277.35,44.64,14.71,31-OCT-2019,INTERIM DIVIDEND - RE 0.80 PER SH
IDEA,4.10,4.15,3.80,3.85,-0.35,-8.33,27.44,3.30,-90.78,-25.24,16-AUG-2019,ANNUAL GENERAL MEETING
IDFCFIRSTB,43.00,43.10,42.05,42.55,-0.50,-1.16,56.85,34.70,-,-,31-DEC-2999,-
IGL,389.30,392.55,384.45,392.35,4.30,1.11,395.60,241.00,38.15,11.89,12-SEP-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 2.40 PER SHARE
INDIGO,1474.00,1494.75,1451.05,1463.55,1.10,0.08,1898.85,940.00,51.05,-18.47,19-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 5 PER SHARE
INDUSINDBK,1321.25,1353.60,1310.00,1344.00,23.90,1.81,1834.40,1188.05,-9.58,8.30,31-DEC-2999,-
INFRATEL,222.00,223.95,216.20,222.15,0.00,0.00,335.00,176.35,-15.19,-9.71,22-AUG-2019,INTERIM DIVIDEND - RS 3.65 PER SHARE
INFY,695.80,721.50,692.00,712.50,16.40,2.36,847.00,599.85,6.98,-9.76,23-OCT-2019,INTERIM DIVIDEND - RS 8 PER SHARE
IOC,137.35,138.15,135.30,135.65,-1.35,-0.99,170.75,116.25,-3.31,-8.78,21-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND - RE 1 PER SHARE
ITC,262.95,263.80,260.00,261.75,-1.15,-0.44,310.00,234.05,-6.38,3.91,31-DEC-2999,-
JINDALSTEL,130.00,142.25,128.75,134.80,0.75,0.56,192.60,91.05,-26.30,44.40,19-SEP-2019,ANNUAL GENERAL MEETING
JSWSTEEL,245.95,251.30,244.30,248.15,2.10,0.85,359.90,201.75,-29.83,19.30,31-DEC-2999,-
JUBLFOOD,1571.00,1578.00,1548.80,1554.00,-29.85,-1.88,1612.40,1036.65,47.70,17.80,16-SEP-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 5 PER SHARE
JUSTDIAL,570.95,574.75,561.50,563.10,-6.25,-1.10,824.80,453.85,12.35,-6.44,31-DEC-2999,-
KOTAKBANK,1556.45,1587.95,1541.00,1572.55,18.65,1.20,1683.95,1115.50,39.23,1.09,31-DEC-2999,-
LICHSGFIN,421.40,430.00,419.85,424.45,4.60,1.10,587.00,353.85,0.86,13.99,16-AUG-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 7.60 PER SHARE
LT,1440.00,1466.95,1437.75,1452.65,12.85,0.89,1607.00,1201.10,7.59,3.92,31-DEC-2999,-
L&TFH,95.30,96.90,94.15,95.90,0.50,0.52,159.25,78.60,-29.49,19.50,31-DEC-2999,-
LUPIN,757.75,787.60,740.20,759.00,4.05,0.54,906.00,646.30,-11.09,13.69,31-DEC-2999,-
MANAPPURAM,166.00,169.15,161.65,168.20,0.05,0.03,173.80,77.65,98.82,26.75,23-AUG-2019,INTERIM DIVIDEND - RS 0.55 PER SHARE
MARICO,368.00,368.50,360.90,367.50,1.10,0.30,404.00,324.25,7.72,-3.10,04-NOV-2019,INTERIM DIVIDEND - RS 2.75 PER SH
MARUTI,7395.00,7415.00,7295.00,7310.00,-79.00,-1.07,7949.75,5446.05,1.85,10.26,14-AUG-2019,DIVIDEND - RS 80 PER SHARE
MCDOWELL-N,626.55,642.45,623.50,639.55,10.75,1.71,676.60,496.80,1.21,3.60,13-AUG-2019,ANNUAL GENERAL MEETING
MFSL,428.50,443.45,423.65,438.05,9.35,2.18,474.50,360.90,8.05,7.08,16-SEP-2019,ANNUAL GENERAL MEETING
MGL,960.45,980.00,960.00,975.70,16.00,1.67,1067.25,754.15,15.32,9.65,29-AUG-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 10.50 PER SHARE
MINDTREE,708.95,710.35,704.00,704.25,-5.80,-0.82,995.00,652.05,-14.31,-2.35,24-OCT-2019,INTERIM DIVIDEND - RS 3 PER EQ SHARE
M&M,590.25,590.30,577.10,578.00,-2.15,-0.37,814.00,502.55,-25.46,4.53,31-DEC-2999,-
M&MFIN,349.90,352.85,342.65,344.75,-3.85,-1.10,484.00,284.85,-17.77,5.85,31-DEC-2999,-
MOTHERSUMI,125.55,132.50,124.80,131.30,4.80,3.79,179.10,91.10,-24.34,33.84,31-DEC-2999,-
