Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1483.15,1489.00,1454.20,1462.70,-22.95,-1.54,1769.05,1322.55,-10.80,-7.50,31-DEC-2999,-
ADANIENT,130.95,131.30,126.10,126.50,-5.40,-4.09,236.65,113.00,-40.69,-3.91,29-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 0.40 PER SHARE
ADANIPORTS,348.80,348.80,340.80,345.20,-5.50,-1.57,430.60,292.10,-8.67,-15.23,26-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 0.20 PER SHARE
ADANIPOWER,58.20,59.35,56.40,57.30,-0.95,-1.63,68.75,21.00,75.50,-8.98,30-JUL-2019,ANNUAL GENERAL MEETING
AMARAJABAT,610.10,610.70,590.15,606.00,-6.70,-1.09,908.45,572.85,-29.89,-2.42,11-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 5.08 PER SHARE
AMBUJACEM,200.80,200.90,196.50,197.00,-4.10,-2.04,245.40,188.35,-17.69,-8.71,31-DEC-2999,-
APOLLOHOSP,1470.00,1475.30,1445.30,1457.00,-9.00,-0.61,1508.95,996.75,23.28,6.77,31-DEC-2999,-
APOLLOTYRE,161.90,165.45,161.25,163.30,0.85,0.52,266.00,144.05,-37.81,-6.69,23-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 3.25 PER SHARE
ARVIND,48.35,48.45,45.25,45.95,-2.40,-4.96,413.80,45.25,-88.72,-22.51,29-JUL-2019,DIVIDEND - RS 2 PER SHARE
ASHOKLEY,62.30,62.50,57.40,57.70,-4.20,-6.79,135.00,57.40,-55.17,-27.28,23-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 3.10 PER SHARE
ASIANPAINT,1585.20,1593.90,1566.30,1570.00,-19.15,-1.21,1609.55,1118.00,11.88,11.81,13-JUN-2019,DIVIDEND RS -7.65 PER SHARE
