Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1550.00,1586.00,1536.00,1580.50,36.85,2.39,1769.05,1262.00,24.01,5.82,31-DEC-2999,-
ADANIENT,130.75,134.20,128.70,131.60,0.20,0.15,236.65,113.00,-12.88,-7.84,31-DEC-2999,-
ADANIPORTS,403.80,409.50,396.50,406.05,0.55,0.14,430.60,292.10,9.86,-0.40,31-DEC-2999,-
ADANIPOWER,61.10,64.00,60.20,63.60,2.65,4.35,68.75,20.50,185.20,36.19,31-DEC-2999,-
AMARAJABAT,632.00,632.00,610.55,620.00,9.35,1.53,908.45,572.85,-18.68,6.64,11-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 5.08 PER SHARE
AMBUJACEM,213.50,216.70,210.55,215.05,1.05,0.49,245.40,188.35,11.22,4.17,31-DEC-2999,-
APOLLOHOSP,1373.65,1389.00,1351.00,1361.40,-12.05,-0.88,1427.00,910.10,42.71,0.71,31-DEC-2999,-
APOLLOTYRE,175.00,175.95,172.60,174.70,-0.10,-0.06,299.50,172.60,-37.55,-7.69,31-DEC-2999,-
ARVIND,57.65,60.25,55.65,59.75,2.35,4.09,438.70,55.65,-84.95,0.59,31-DEC-2999,-
ASHOKLEY,79.85,80.50,78.15,79.55,0.20,0.25,135.00,77.60,-24.74,-4.04,31-DEC-2999,-
ASIANPAINT,1367.80,1410.00,1359.05,1401.15,32.05,2.34,1529.85,1118.00,-0.13,1.45,13-JUN-2019,DIVIDEND RS -7.65 PER SHARE
AUROPHARMA,552.40,574.80,546.05,571.50,19.10,3.46,838.00,546.05,0.64,-6.68,31-DEC-2999,-
AXISBANK,730.00,738.50,720.00,727.10,-2.15,-0.29,827.75,518.40,38.02,-5.66,04-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RE 1 PER SHARE
BAJAJ-AUTO,2560.00,2609.95,2514.45,2569.00,10.75,0.42,3153.80,2420.00,-17.53,-8.99,11-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 60 PER SHARE
BAJAJFINSV,7541.00,7544.00,7080.80,7144.90,-421.45,-5.57,8580.00,4955.00,13.47,-13.47,11-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 2.50 PER SHARE
BAJFINANCE,3316.00,3316.00,3164.65,3257.00,-66.10,-1.99,3762.00,1912.20,29.24,-7.62,11-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 6 PER SHARE
BALKRISIND,721.10,735.20,719.00,733.00,4.35,0.60,1453.55,708.05,-36.42,-0.88,04-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 2 PER SHARE
BANKBARODA,118.00,119.35,115.85,118.45,0.45,0.38,157.50,91.00,-1.33,2.29,18-JUN-2019,ANNUAL GENERAL MEETING
BANKINDIA,80.00,81.00,78.80,80.60,0.45,0.56,110.15,73.20,-2.60,-2.48,20-JUN-2019,ANNUAL GENERAL MEETING
BATAINDIA,1262.70,1292.00,1262.00,1283.75,-4.70,-0.36,1479.95,818.35,54.93,-8.10,22-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND RS 6.25 PER SHARE
BEL,98.40,101.75,95.80,100.45,1.90,1.93,124.40,72.50,2.60,-6.64,31-DEC-2999,-
BERGEPAINT,307.65,311.00,305.95,307.00,-2.15,-0.70,349.90,260.00,-0.42,-3.00,31-DEC-2999,-
BHARATFORG,437.95,442.25,430.05,437.60,0.40,0.09,693.90,430.05,-24.93,0.71,31-DEC-2999,-
BHARTIARTL,339.00,343.50,335.60,341.55,1.60,0.47,371.15,253.99,-1.00,0.13,31-DEC-2999,-
BHEL,64.00,64.30,62.95,63.95,0.25,0.39,83.30,56.20,-3.33,-5.47,31-DEC-2999,-
BIOCON,240.00,247.30,236.60,246.45,6.15,2.56,359.00,230.00,-56.92,-1.79,18-JUL-2019,DIVIDEND - RS 0.50 PER SHARE
BOSCHLTD,15154.45,15230.05,15100.00,15140.95,-22.15,-0.15,22400.00,15051.00,-14.47,-6.88,31-DEC-2999,-
BPCL,349.40,354.90,340.20,353.50,2.50,0.71,421.70,238.55,-11.25,-6.81,31-DEC-2999,-
BRITANNIA,2755.00,2773.30,2718.00,2725.25,-23.90,-0.87,3467.18,2615.85,-57.23,-5.23,31-DEC-2999,-
BSOFT,74.00,77.45,71.60,76.15,2.40,3.25,314.50,68.60,-,-,31-DEC-2999,-
CADILAHC,228.25,236.65,225.80,236.25,7.85,3.44,432.50,222.55,-31.23,-0.69,31-DEC-2999,-
CANBK,264.30,269.00,260.55,263.90,-1.45,-0.55,302.30,204.75,13.43,2.47,17-JUL-2019,ANNUAL GENERAL MEETING
CASTROLIND,125.05,129.40,124.10,128.45,3.10,2.47,177.80,123.25,-17.90,-7.05,09-MAY-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 2.75 PER SHARE
