Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1489.00,1498.85,1465.20,1480.20,-10.50,-0.70,1769.05,1322.55,-5.73,-6.85,31-DEC-2999,-
ADANIENT,143.95,144.90,140.50,142.00,-2.15,-1.49,180.80,113.00,-4.34,4.80,29-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 0.40 PER SHARE
ADANIPORTS,366.30,366.50,357.85,362.00,-4.35,-1.19,430.60,292.10,-4.62,1.29,26-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 0.20 PER SHARE
ADANIPOWER,64.20,64.25,60.90,61.95,-2.30,-3.58,68.75,21.00,109.64,2.74,30-JUL-2019,ANNUAL GENERAL MEETING
AMARAJABAT,631.95,639.35,622.75,625.40,-6.55,-1.04,807.70,572.85,-20.90,0.16,11-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 5.08 PER SHARE
AMBUJACEM,195.50,196.50,190.25,191.40,-4.40,-2.25,244.00,188.35,-14.71,-9.72,31-DEC-2999,-
APOLLOHOSP,1434.95,1434.95,1406.55,1412.80,-21.10,-1.47,1579.70,996.75,26.15,-4.79,12-SEP-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 6 per share
APOLLOTYRE,180.25,181.25,174.35,176.10,-3.75,-2.09,244.85,144.05,-26.27,7.61,23-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 3.25 PER SHARE
ARVIND,55.50,57.15,52.10,53.00,-3.10,-5.53,393.60,44.55,-86.15,5.47,29-JUL-2019,DIVIDEND - RS 2 PER SHARE
ASHOKLEY,59.90,59.90,58.00,58.45,-1.20,-2.01,128.80,56.95,-53.76,-9.38,23-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 3.10 PER SHARE
ASIANPAINT,1553.90,1563.50,1545.00,1551.20,3.45,0.22,1622.50,1118.00,20.05,-2.22,31-DEC-2999,-
AUROPHARMA,618.80,619.80,603.00,604.35,-14.40,-2.33,838.00,536.60,-22.13,0.09,21-AUG-2019,ANNUAL GENERAL MEETING
AXISBANK,648.20,650.00,632.60,637.35,-11.05,-1.70,827.75,534.55,4.72,-6.96,04-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RE 1 PER SHARE
BAJAJ-AUTO,2773.00,2776.00,2721.45,2736.30,-40.75,-1.47,3149.95,2420.00,-1.35,0.40,11-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 60 PER SHARE
BAJAJFINSV,7246.00,7249.00,7135.55,7195.00,-60.05,-0.83,8580.00,4955.00,10.22,-2.46,11-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 2.50 PER SHARE
BAJFINANCE,3426.00,3426.40,3340.30,3349.00,-64.85,-1.90,3762.00,1912.20,30.29,0.63,11-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 6 PER SHARE
BALKRISIND,749.00,751.15,738.00,739.00,-6.25,-0.84,1189.65,682.00,-34.71,0.93,20-AUG-2019,INTERIM DIVIDEND - RS 2 PER SHARE
BANKBARODA,95.95,96.00,93.75,95.00,-0.95,-0.99,144.00,89.10,-16.00,-7.41,31-DEC-2999,-
BANKINDIA,65.00,65.15,62.50,63.35,-1.60,-2.46,110.15,61.40,-29.45,-8.19,31-DEC-2999,-
BATAINDIA,1536.00,1546.00,1525.00,1529.05,-16.45,-1.06,1579.90,833.10,52.34,3.77,22-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND RS 6.25 PER SHARE
BEL,107.70,107.70,103.95,104.20,-2.70,-2.53,117.75,72.50,24.05,6.49,20-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.70 PER SHARE
BERGEPAINT,369.00,369.00,362.70,366.00,-2.15,-0.58,373.05,260.00,21.82,0.78,26-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.90 PER SHARE
BHARATFORG,400.00,406.80,390.30,394.00,-6.15,-1.54,660.75,376.00,-37.41,-0.64,01-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND RS 2.50 PER SHARE
BHARTIARTL,338.40,342.55,334.70,337.00,1.40,0.42,378.75,253.99,-9.82,-6.65,31-DEC-2999,-
BHEL,48.70,48.75,47.10,47.40,-1.25,-2.57,78.85,46.65,-35.82,-7.60,11-SEP-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.20 PER SHARE
BIOCON,225.20,229.90,225.00,227.50,-0.35,-0.15,359.00,211.05,-66.40,5.20,18-JUL-2019,DIVIDEND - RS 0.50 PER SHARE
BOSCHLTD,13659.00,13710.00,13391.00,13475.00,-140.75,-1.03,21150.00,12700.00,-34.99,-1.16,14-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND RS 105 PER SHARE
BPCL,383.05,386.50,375.65,379.00,-3.10,-0.81,421.70,238.55,6.73,9.22,21-AUG-2019,DIVIDEND - RS 8 PER SHARE
BRITANNIA,2618.00,2653.20,2590.00,2619.00,5.15,0.20,3316.00,2300.00,-56.83,5.67,22-AUG-2019,SCHEME OF ARANGEMENT- BONUS - 1 DEBENTURE FOR 1 EQUITY SHARE HELD
BSOFT,67.00,67.70,65.50,66.70,-0.30,-0.45,304.30,57.50,-,-,30-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 2 PER SHARE
CADILAHC,242.00,242.45,234.70,238.95,-2.30,-0.95,420.00,206.50,-41.50,9.23,25-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 3.50 per share
CANBK,195.00,195.55,187.35,189.90,-6.05,-3.09,302.10,187.35,-23.06,-17.83,17-JUL-2019,ANNUAL GENERAL MEETING
CASTROLIND,125.00,125.60,121.35,122.55,-2.75,-2.19,172.90,112.75,-19.90,4.30,08-AUG-2019,INTERIM DIVIDEND - RS 2.50 PER SHARE
CENTURYTEX,907.00,911.00,877.50,880.00,-26.75,-2.95,1063.00,705.50,-2.67,-2.07,19-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 7.50 PER SHARE
CESC,816.50,816.50,795.90,803.50,-11.20,-1.37,1010.60,642.00,-18.09,0.66,10-JUL-2019,ANNUAL GENERAL MEETING
CHOLAFIN,268.00,270.15,259.25,264.00,-3.45,-1.29,311.00,207.60,-80.00,-0.06,22-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RE 0.40 PER SHARE
CIPLA,458.65,461.95,449.90,450.50,-8.15,-1.78,678.45,449.20,-32.12,-5.33,31-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 3 PER SHARE
COALINDIA,191.30,194.50,189.50,193.70,1.35,0.70,289.20,177.70,-29.10,-2.64,09-AUG-2019,ANNUAL GENERAL MEETING
COLPAL,1314.00,1342.00,1312.75,1328.10,10.70,0.81,1354.80,1018.30,18.34,9.96,20-AUG-2019,ANNUAL GENERAL MEETING
CONCOR,527.45,528.45,512.25,521.40,-4.40,-0.84,582.75,433.60,-15.03,12.09,19-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 8.55 PER SHARE
CUMMINSIND,568.00,571.00,558.10,568.00,2.25,0.40,884.20,555.25,-21.17,-3.31,31-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND RS 10 PER SHARE
DABUR,462.85,462.85,456.40,458.50,-1.50,-0.33,475.15,357.55,-2.53,6.11,07-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.50 PER SHARE
DHFL,49.60,52.40,46.50,47.90,-1.00,-2.04,619.40,37.20,-92.15,-2.34,19-SEP-2019,ANNUAL GENERAL MEETING
DISHTV,21.55,21.65,19.40,19.65,-1.85,-8.60,66.80,19.10,-70.16,-18.46,31-DEC-2999,-
DIVISLAB,1621.00,1630.10,1570.50,1577.40,-38.75,-2.40,1774.95,1212.50,14.32,3.91,14-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 16 PER SHARE
DLF,157.00,157.50,153.30,155.05,-2.10,-1.34,214.00,136.70,-23.55,-13.36,22-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 2 PER SHARE
DRREDDY,2740.10,2748.20,2708.65,2722.20,-21.45,-0.78,2964.00,1872.95,5.34,8.49,15-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 20 PER SHARE
EICHERMOT,16100.00,16180.00,15630.00,15750.00,-280.40,-1.75,29800.00,15200.00,-45.50,-3.60,24-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 125 PER SHARE
ENGINERSIN,109.50,111.20,107.25,109.25,0.10,0.09,137.20,92.50,-15.15,6.02,18-SEP-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 0.75 PER SHARE
EQUITAS,99.80,100.45,92.60,93.90,-5.70,-5.72,145.80,77.85,-32.95,-15.37,25-JUL-2019,ANNUAL GENERAL MEETING
ESCORTS,512.90,517.45,506.50,515.25,2.40,0.47,833.90,423.55,-32.27,10.94,11-JUL-2019,DIVIDEND RS - 2.50 PER SHARE
EXIDEIND,174.35,175.60,168.45,169.25,-4.95,-2.84,276.20,168.30,-37.05,-5.42,25-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RE 0.80 PER SHARE
FEDERALBNK,84.50,84.90,82.55,83.75,-0.80,-0.95,110.40,67.05,11.15,-2.28,17-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.4 PER SHARE
GAIL,135.70,135.70,130.80,133.20,-1.75,-1.30,197.28,119.50,-64.46,4.63,08-AUG-2019,DIVIDEND - RS 0.885 PER SHARE
GLENMARK,361.10,363.70,356.80,359.00,-1.85,-0.51,705.90,353.50,-47.28,-2.49,19-SEP-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 2 PER SHARE
GMRINFRA,16.50,16.50,15.75,15.85,-0.65,-3.94,21.35,12.95,-10.45,-0.31,05-SEP-2019,ANNUAL GENERAL MEETING
GODREJCP,649.25,667.70,647.85,655.00,5.75,0.89,877.50,575.00,-23.73,4.62,08-AUG-2019,INTERIM DIVIDEND - RS 2 PER SHARE
GRASIM,704.00,710.60,695.25,697.80,-5.30,-0.75,1082.00,680.05,-34.59,-4.72,08-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 7 PER SH
HAVELLS,650.00,651.95,634.70,642.30,-7.70,-1.18,806.85,549.85,-0.67,-3.22,18-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 4.50 PER SHARE
HCLTECH,1058.00,1058.00,1032.25,1046.25,-12.20,-1.15,1187.60,920.00,-3.47,-1.67,14-AUG-2019,INTERIM DIVIDEND - RS 2 PER SHARE
HDFC,1988.30,2002.30,1964.10,1972.50,-15.80,-0.79,2357.85,1644.50,6.29,-6.70,19-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 17.50 PER SHARE
HDFCBANK,1099.90,1107.05,1084.00,1100.05,6.15,0.56,1251.65,942.50,-44.70,-50.15,19-SEP-2019,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 2 PER SHARE TO RS 1 PER SHARE
HEROMOTOCO,2561.00,2595.00,2513.45,2534.90,-41.20,-1.60,3380.00,2225.60,-18.53,-3.67,16-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 32 PER SHARE
HEXAWARE,380.00,385.00,373.40,376.55,-3.15,-0.83,468.45,294.30,-18.74,-0.69,21-AUG-2019,INTERIM DIVIDEND - RS 1.50 PER SHARE
HINDALCO,198.00,198.90,193.15,195.70,-2.30,-1.16,259.75,171.10,-16.42,8.03,14-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.20 PER SHARE
HINDPETRO,257.00,258.95,248.60,250.70,-4.35,-1.71,333.50,163.00,0.52,2.45,31-DEC-2999,-
HINDUNILVR,1830.00,1843.60,1808.25,1810.25,-18.95,-1.04,1889.00,1477.20,8.73,-0.58,31-DEC-2999,-
HINDZINC,213.50,214.10,208.45,209.75,-3.70,-1.73,309.45,193.05,-29.78,0.26,24-JUL-2019,ANNUAL GENERAL MEETING
IBULHSGFIN,420.90,422.60,379.15,400.00,-19.25,-4.59,1204.05,379.15,-65.47,-25.49,22-AUG-2019,ANNUAL GENERAL MEETING
ICICIBANK,395.70,395.70,384.35,386.30,-13.05,-3.27,443.90,294.80,21.15,-8.76,22-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RE 1 PER SHARE
ICICIPRULI,423.40,433.80,422.00,430.00,8.40,1.99,446.00,277.35,19.96,10.55,09-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.55 PER SHARE
IDBI,27.50,27.75,27.00,27.10,-0.70,-2.52,65.75,23.65,-51.82,-3.04,09-AUG-2019,ANNUAL GENERAL MEETING
IDEA,4.90,5.70,4.90,5.45,0.60,12.37,29.19,4.80,-88.22,-9.17,16-AUG-2019,ANNUAL GENERAL MEETING
IDFCFIRSTB,41.50,41.65,40.35,40.70,-0.80,-1.93,56.85,32.70,-,-,31-DEC-2999,-
IGL,332.00,332.00,319.25,322.15,-10.15,-3.05,350.80,215.20,23.41,-1.09,12-SEP-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 2.40 PER SHARE
INDIGO,1683.00,1701.50,1662.65,1697.00,19.20,1.14,1737.95,691.00,96.91,4.94,19-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 5 PER SHARE
INDUSINDBK,1332.90,1333.30,1278.15,1280.50,-49.90,-3.75,1889.30,1267.25,-31.24,-11.23,08-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 7.50 PER SHARE
INFRATEL,253.10,253.70,247.05,249.10,-4.40,-1.74,335.00,238.70,-6.60,-2.43,22-AUG-2019,INTERIM DIVIDEND - RS 3.65 PER SHARE
