Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1536.00,1539.85,1504.30,1517.00,-9.20,-0.60,1769.05,1322.55,9.85,-9.47,31-DEC-2999,-
ADANIENT,175.00,180.00,174.30,179.50,3.05,1.73,180.80,113.00,5.87,17.78,29-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 0.40 PER SHARE
ADANIPORTS,399.00,401.45,393.35,398.55,2.45,0.62,430.60,292.10,24.94,-3.02,31-DEC-2999,-
ADANIPOWER,62.40,64.55,62.25,63.45,0.90,1.44,69.90,32.30,89.97,-3.72,30-JUL-2019,ANNUAL GENERAL MEETING
AMARAJABAT,664.90,668.25,653.15,656.50,-5.55,-0.84,806.75,572.85,-12.13,-8.57,31-DEC-2999,-
AMBUJACEM,198.00,199.45,194.50,197.65,0.85,0.43,244.00,184.10,-1.47,-10.38,31-DEC-2999,-
APOLLOHOSP,1518.30,1540.00,1518.30,1539.35,25.60,1.69,1579.70,1067.00,34.62,4.68,12-SEP-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 6 per share
APOLLOTYRE,184.60,184.60,180.65,181.60,-1.95,-1.06,244.85,144.05,-7.46,-4.02,31-DEC-2999,-
ASHOKLEY,75.40,77.25,74.75,75.60,0.30,0.40,122.85,56.95,-32.17,1.27,31-DEC-2999,-
ASIANPAINT,1778.00,1794.95,1753.05,1794.10,26.70,1.51,1825.00,1118.00,57.59,-0.48,31-DEC-2999,-
AUROPHARMA,479.05,483.00,466.45,468.00,-8.05,-1.69,838.00,435.35,-36.66,-24.14,21-AUG-2019,ANNUAL GENERAL MEETING
AXISBANK,719.95,723.00,701.55,708.00,-6.85,-0.96,827.75,534.55,25.81,-2.41,31-DEC-2999,-
BAJAJ-AUTO,3165.00,3201.00,3143.45,3175.00,12.35,0.39,3237.35,2420.00,22.75,6.00,31-DEC-2999,-
BAJAJFINSV,8129.95,8200.00,8035.00,8085.00,14.05,0.17,8668.80,4955.00,56.45,-2.56,31-DEC-2999,-
BAJFINANCE,4062.00,4080.00,4012.55,4029.95,-8.40,-0.21,4219.85,1997.55,93.44,0.15,31-DEC-2999,-
BALKRISIND,835.55,853.80,832.00,836.50,6.15,0.74,1189.65,682.00,-16.61,5.04,20-AUG-2019,INTERIM DIVIDEND - RS 2 PER SHARE
BANKBARODA,92.70,93.60,87.95,89.90,-2.55,-2.76,144.00,85.65,-11.60,-10.72,31-DEC-2999,-
BANKINDIA,66.65,67.20,63.10,64.40,-1.85,-2.79,110.15,57.45,-14.59,-10.06,31-DEC-2999,-
BATAINDIA,1786.10,1792.40,1771.10,1787.00,14.05,0.79,1804.95,833.10,108.19,3.18,31-DEC-2999,-
BEL,114.45,116.20,112.60,116.00,2.05,1.80,121.00,72.50,33.26,3.16,20-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.70 PER SHARE
BERGEPAINT,491.35,494.60,486.25,487.15,-1.20,-0.25,506.00,260.00,82.93,11.77,31-DEC-2999,-
