Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1535.80,1558.90,1528.00,1552.00,16.90,1.10,1769.05,1322.55,0.80,4.05,31-DEC-2999,-
ADANIENT,174.90,175.80,165.10,174.20,11.65,7.17,180.80,113.00,7.70,21.18,29-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 0.40 PER SHARE
ADANIPORTS,410.00,423.80,408.00,422.20,13.05,3.19,430.60,292.10,34.50,15.58,26-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 0.20 PER SHARE
ADANIPOWER,62.55,65.60,62.25,63.90,1.65,2.65,69.90,32.30,85.49,0.16,30-JUL-2019,ANNUAL GENERAL MEETING
AMARAJABAT,669.45,676.85,661.25,668.50,-1.60,-0.24,806.75,572.85,-10.34,5.87,31-DEC-2999,-
AMBUJACEM,208.05,209.80,206.20,207.10,0.20,0.10,244.00,184.10,-5.56,6.56,31-DEC-2999,-
APOLLOHOSP,1491.00,1531.00,1490.35,1509.00,21.70,1.46,1579.70,1067.00,34.29,6.64,12-SEP-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 6 per share
APOLLOTYRE,180.00,186.90,179.05,185.95,4.95,2.73,244.85,144.05,-11.16,4.61,23-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 3.25 PER SHARE
ASHOKLEY,73.80,78.25,73.05,77.05,3.55,4.83,123.10,56.95,-32.59,28.52,23-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 3.10 PER SHARE
ASIANPAINT,1815.00,1824.45,1786.70,1816.80,4.50,0.25,1825.00,1118.00,44.31,18.68,31-DEC-2999,-
AUROPHARMA,470.00,485.45,468.35,477.60,11.15,2.39,838.00,435.35,-36.85,-22.56,21-AUG-2019,ANNUAL GENERAL MEETING
AXISBANK,709.85,715.70,705.25,710.35,0.05,0.01,827.75,534.55,23.31,10.91,31-DEC-2999,-
BAJAJ-AUTO,3119.00,3119.95,3075.00,3090.00,-21.50,-0.69,3149.95,2420.00,21.28,11.43,31-DEC-2999,-
BAJAJFINSV,8316.00,8437.60,8230.00,8285.00,-31.65,-0.38,8668.80,4955.00,53.99,15.87,31-DEC-2999,-
BAJFINANCE,4100.00,4199.00,4080.00,4139.00,32.20,0.78,4199.00,1997.55,92.47,22.88,31-DEC-2999,-
BALKRISIND,794.75,851.00,793.00,839.00,44.40,5.59,1189.65,682.00,-18.63,12.20,20-AUG-2019,INTERIM DIVIDEND - RS 2 PER SHARE
BANKBARODA,88.90,90.85,88.15,89.55,0.55,0.62,144.00,85.65,-10.09,-5.89,31-DEC-2999,-
BANKINDIA,63.55,65.30,62.55,64.00,0.30,0.47,110.15,57.45,-16.61,-1.16,31-DEC-2999,-
BATAINDIA,1740.00,1780.00,1736.15,1764.15,17.30,0.99,1782.00,833.10,93.58,13.05,22-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND RS 6.25 PER SHARE
BEL,112.95,121.00,112.90,116.65,3.45,3.05,121.00,72.50,36.43,7.96,20-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.70 PER SHARE
BERGEPAINT,488.00,506.00,487.30,505.15,18.65,3.83,506.00,260.00,72.58,38.38,26-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.90 PER SHARE
BHARATFORG,453.00,454.50,442.85,444.55,-8.10,-1.79,637.30,376.00,-20.71,12.15,01-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND RS 2.50 PER SHARE
BHARTIARTL,384.95,386.40,380.50,383.30,-2.55,-0.66,397.00,253.99,32.86,12.79,31-DEC-2999,-
BHEL,49.05,57.60,49.05,54.35,9.75,21.86,78.85,41.30,-26.70,11.49,11-SEP-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.20 PER SHARE
BIOCON,258.00,262.85,255.90,259.25,1.20,0.47,341.85,211.05,-59.27,13.68,31-DEC-2999,-
BOSCHLTD,14081.90,14389.00,14062.10,14170.05,175.60,1.25,20500.00,12700.00,-22.91,3.67,14-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND RS 105 PER SHARE
BPCL,510.00,534.90,506.75,523.00,9.70,1.89,545.00,260.50,83.41,41.83,21-AUG-2019,DIVIDEND - RS 8 PER SHARE
BRITANNIA,3227.85,3259.20,3222.55,3257.20,9.35,0.29,3583.75,2300.00,-41.22,20.98,22-AUG-2019,SCHEME OF ARANGEMENT- BONUS - 1 DEBENTURE FOR 1 EQUITY SHARE HELD
CADILAHC,236.80,242.90,236.70,241.20,3.40,1.43,384.90,206.50,-36.11,0.94,25-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 3.50 per share
CANBK,186.00,190.00,185.00,188.50,2.00,1.07,302.10,170.60,-14.57,-2.86,31-DEC-2999,-
CASTROLIND,132.40,136.45,131.50,133.75,1.35,1.02,172.90,112.75,-3.98,7.00,08-AUG-2019,INTERIM DIVIDEND - RS 2.50 PER SHARE
CENTURYTEX,387.00,408.25,378.95,399.60,12.05,3.11,1063.00,352.10,-48.99,-55.76,11-OCT-2019,DEMERGER
CESC,789.95,816.00,788.00,810.40,20.15,2.55,941.55,642.00,-9.40,-0.52,31-DEC-2999,-
CHOLAFIN,287.05,304.35,284.50,300.10,12.60,4.38,322.45,215.42,-73.46,13.14,22-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RE 0.40 PER SHARE
CIPLA,448.50,451.15,440.10,440.20,-6.10,-1.37,646.00,389.55,-31.27,-4.44,31-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 3 PER SHARE
COALINDIA,198.80,206.50,197.75,206.00,6.60,3.31,289.20,177.70,-26.40,4.25,09-AUG-2019,ANNUAL GENERAL MEETING
COLPAL,1535.00,1547.40,1528.95,1543.00,12.60,0.82,1589.55,1080.50,42.25,18.07,31-DEC-2999,-
CONCOR,599.00,620.40,595.20,609.25,9.85,1.64,666.00,433.60,1.65,17.04,19-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 8.55 PER SHARE
CUMMINSIND,570.90,594.90,570.00,582.95,13.00,2.28,884.20,538.30,-14.82,3.96,31-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND RS 10 PER SHARE
DABUR,462.50,467.70,461.00,465.50,3.10,0.67,469.20,357.55,15.49,3.06,31-DEC-2999,-
DISHTV,17.00,17.10,15.70,16.65,-0.75,-4.31,54.00,14.30,-66.87,-24.15,31-DEC-2999,-
DIVISLAB,1720.00,1742.60,1717.05,1741.00,18.05,1.05,1774.95,1212.50,33.80,8.72,14-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 16 PER SHARE
DLF,163.60,169.60,162.80,168.45,4.60,2.81,209.65,132.55,16.70,8.26,22-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 2 PER SHARE
DRREDDY,2720.00,2744.95,2710.05,2722.00,-5.40,-0.20,2964.00,1872.95,6.12,-0.59,31-DEC-2999,-
EICHERMOT,20600.00,20680.00,20065.10,20226.15,-265.70,-1.30,25350.00,15200.00,-7.97,24.20,24-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 125 PER SHARE
EQUITAS,104.10,106.25,102.15,103.20,-1.30,-1.24,143.65,77.85,-17.83,2.48,25-JUL-2019,ANNUAL GENERAL MEETING
ESCORTS,648.00,655.60,643.70,648.95,2.40,0.37,833.90,423.55,5.02,28.87,31-DEC-2999,-
EXIDEIND,178.60,184.20,176.70,183.00,5.25,2.95,273.80,166.00,-30.35,4.60,25-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RE 0.80 PER SHARE
FEDERALBNK,84.35,84.80,83.50,83.85,-0.50,-0.59,110.40,76.80,6.82,0.12,31-DEC-2999,-
GAIL,128.50,130.40,127.80,129.50,0.75,0.58,191.00,119.50,-62.50,-1.82,08-AUG-2019,DIVIDEND - RS 0.885 PER SHARE
GLENMARK,290.00,301.50,287.10,299.35,10.80,3.74,705.90,270.00,-50.08,-19.23,19-SEP-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 2 PER SHARE
GMRINFRA,17.55,19.15,17.45,19.10,1.55,8.83,21.35,12.95,21.66,19.38,05-SEP-2019,ANNUAL GENERAL MEETING
