Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1436.35,1454.00,1425.00,1431.00,-5.35,-0.37,1832.55,1255.65,-21.68,-1.15,31-DEC-2999,-
ADANIENT,145.50,146.50,142.05,142.20,-3.50,-2.40,236.65,100.85,-28.51,-10.31,31-DEC-2999,-
ADANIPORTS,390.00,392.00,383.60,384.50,-6.10,-1.56,452.35,294.10,-12.22,6.48,31-DEC-2999,-
ADANIPOWER,51.35,52.50,51.35,51.50,0.20,0.39,58.35,15.15,36.97,1.38,31-DEC-2999,-
AJANTPHARM,1170.00,1192.00,1157.15,1166.05,-0.40,-0.03,1595.00,895.85,-26.60,2.96,09-NOV-2018,INTERIM DIVIDEND - RS 9 PER SH
ALBK,42.55,42.95,41.80,41.85,-0.60,-1.41,74.00,33.15,-40.64,-8.62,31-DEC-2999,-
AMARAJABAT,784.40,785.65,776.15,779.55,-1.75,-0.22,908.45,683.05,-5.45,4.54,20-NOV-2018,INTERIM DIVIDEND - RS 2 PER SHARE
AMBUJACEM,213.00,215.55,211.50,211.95,-1.90,-0.89,269.70,188.35,-21.05,-0.61,31-DEC-2999,-
APOLLOHOSP,1296.90,1317.00,1284.05,1296.80,3.00,0.23,1387.25,910.10,10.95,2.16,31-DEC-2999,-
APOLLOTYRE,219.05,219.90,217.00,218.30,-0.70,-0.32,307.25,192.05,-15.91,-4.69,31-DEC-2999,-
ARVIND,91.00,92.40,90.55,90.80,-0.25,-0.27,459.80,90.25,-79.65,-7.86,28-NOV-2018,DEMERGER
ASHOKLEY,87.90,89.50,87.20,88.80,0.85,0.97,167.50,86.50,-26.64,-15.11,31-DEC-2999,-
ASIANPAINT,1429.00,1429.45,1390.00,1399.85,-7.10,-0.50,1490.60,1090.10,19.03,3.15,29-OCT-2018,INTERIM DIVIDEND - RS 2.85 PER SH
AUROPHARMA,792.00,793.40,780.35,784.15,-4.80,-0.61,830.45,527.00,22.37,9.61,20-NOV-2018,INTERIM DIVIDEND - RS 1.25 PER SHARE
AXISBANK,659.50,667.00,658.60,659.85,-1.75,-0.26,680.00,481.25,7.90,7.29,31-DEC-2999,-
BAJAJ-AUTO,2699.00,2699.00,2665.10,2677.95,-10.40,-0.39,3468.35,2420.00,-18.22,-1.71,31-DEC-2999,-
BAJAJFINSV,6429.85,6528.00,6405.00,6505.00,69.45,1.08,7200.00,4500.00,28.77,3.67,31-DEC-2999,-
BAJFINANCE,2619.00,2653.00,2611.00,2633.05,11.15,0.43,2994.00,1511.20,54.31,2.66,31-DEC-2999,-
BALKRISIND,858.50,877.25,858.00,862.75,3.10,0.36,1453.55,854.00,-24.24,-5.32,14-NOV-2018,INTERIM DIVIDEND - RS 2 PER SHARE
