Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1445.00,1459.00,1441.00,1446.50,-3.90,-0.27,1769.05,1326.00,-3.65,-3.06,31-DEC-2999,-
ADANIENT,207.65,211.00,206.75,210.50,2.35,1.13,221.50,113.00,33.19,4.65,31-DEC-2999,-
ADANIPORTS,374.00,374.25,367.60,368.70,-5.80,-1.55,430.60,292.10,-1.13,0.83,31-DEC-2999,-
ADANIPOWER,61.10,61.75,60.65,61.40,0.15,0.24,73.80,33.25,16.29,2.59,31-DEC-2999,-
AMARAJABAT,734.10,749.50,728.00,730.25,-10.00,-1.35,798.10,572.85,-0.53,-2.54,21-NOV-2019,INTERIM DIVIDEND - RS 6 PER SHARE
AMBUJACEM,196.50,198.25,195.65,196.50,-0.05,-0.03,244.00,184.10,-10.54,-2.34,31-DEC-2999,-
APOLLOHOSP,1385.45,1403.55,1371.15,1398.35,13.50,0.97,1579.70,1083.10,14.05,-0.40,31-DEC-2999,-
APOLLOTYRE,164.40,166.20,163.60,165.00,0.45,0.27,244.85,144.05,-29.95,-2.45,31-DEC-2999,-
ASHOKLEY,79.85,81.25,79.35,81.00,1.10,1.38,108.90,56.95,-22.71,-1.40,31-DEC-2999,-
ASIANPAINT,1778.80,1807.80,1775.60,1800.00,21.55,1.21,1834.80,1291.25,32.77,3.51,30-OCT-2019,INTERIM DIVIDEND - RS 3.35 PER SH
AUROPHARMA,456.05,467.45,456.05,463.50,9.50,2.09,838.00,389.35,-37.00,9.02,21-NOV-2019,INTERIM DIVIDEND - RS 1.25 PER SHARE
AXISBANK,743.10,750.00,740.65,744.20,2.35,0.32,827.75,603.45,20.15,2.94,31-DEC-2999,-
BAJAJ-AUTO,3206.00,3232.00,3182.00,3221.00,7.35,0.23,3289.00,2442.20,13.38,2.03,31-DEC-2999,-
BAJAJFINSV,9350.00,9358.80,9256.60,9290.00,-72.60,-0.78,9421.00,5855.00,50.99,2.04,31-DEC-2999,-
BAJFINANCE,4113.05,4145.00,4085.30,4091.90,-27.45,-0.67,4280.00,2355.00,61.59,-1.52,31-DEC-2999,-
BALKRISIND,950.00,962.35,936.50,953.00,3.60,0.38,1024.00,682.00,2.74,12.34,21-NOV-2019,INTERIM DIVIDEND- RS 2 PER SHARE
BANKBARODA,98.45,99.35,97.65,98.65,-0.25,-0.25,144.00,85.65,-12.27,2.87,31-DEC-2999,-
BATAINDIA,1663.50,1681.00,1661.50,1665.10,2.15,0.13,1814.00,1075.25,51.63,-2.15,31-DEC-2999,-
BEL,100.25,100.80,99.50,100.00,-0.45,-0.45,122.10,72.50,18.55,-9.01,31-DEC-2999,-
BERGEPAINT,505.00,508.80,501.25,506.60,6.45,1.29,533.75,285.20,54.22,3.24,31-DEC-2999,-
BHARATFORG,494.90,496.25,483.75,493.90,-2.50,-0.50,548.25,376.00,-5.38,10.20,20-NOV-2019,INTERIM DIVIDEND - RS 1.50 PER SHARE
BHARTIARTL,436.00,456.80,430.25,450.30,12.00,2.74,485.60,268.67,41.69,10.04,31-DEC-2999,-
BHEL,45.10,45.20,44.35,44.40,-0.85,-1.88,78.85,41.30,-36.48,-17.70,31-DEC-2999,-
BIOCON,293.10,295.80,291.40,294.70,0.65,0.22,341.23,211.05,-53.87,13.13,31-DEC-2999,-
BOSCHLTD,15111.05,15350.00,15050.10,15086.00,-114.55,-0.75,20000.00,12700.00,-24.04,0.25,31-DEC-2999,-
BPCL,489.00,492.50,485.55,489.95,0.70,0.14,549.00,308.35,38.70,-6.09,31-DEC-2999,-
BRITANNIA,3097.90,3123.00,3090.05,3106.50,7.30,0.24,3583.75,2300.00,-1.96,-1.10,31-DEC-2999,-
CADILAHC,259.00,263.35,258.65,261.45,2.55,0.98,359.75,206.50,-24.27,8.26,31-DEC-2999,-
CANBK,222.90,225.25,221.70,222.60,-0.65,-0.29,302.10,170.60,-17.30,5.60,31-DEC-2999,-
CASTROLIND,130.10,132.85,129.25,130.30,0.60,0.46,172.90,112.75,-12.17,-9.86,31-DEC-2999,-
CENTURYTEX,486.80,497.35,480.10,483.25,-3.55,-0.73,1063.00,352.10,-48.17,7.80,11-OCT-2019,DEMERGER
CESC,737.05,742.30,730.60,737.60,0.55,0.07,851.70,642.60,7.27,-3.14,31-DEC-2999,-
CHOLAFIN,309.15,309.95,302.15,305.15,-3.70,-1.20,333.55,218.20,-74.98,-7.49,31-DEC-2999,-
CIPLA,465.65,471.50,464.80,467.35,-0.45,-0.10,586.00,389.55,-10.62,1.47,31-DEC-2999,-
COALINDIA,197.40,198.10,195.25,196.90,-0.85,-0.43,271.45,177.70,-21.82,-1.70,31-DEC-2999,-
COLPAL,1473.05,1489.95,1473.05,1484.70,2.55,0.17,1642.60,1103.05,13.27,-4.13,05-NOV-2019,INTERIM DIVIDEND - RS 12 PER SH
CONCOR,575.00,575.00,568.05,568.75,-4.60,-0.80,666.00,460.00,-13.88,-0.07,31-DEC-2999,-
CUMMINSIND,557.20,563.65,557.20,560.95,-0.35,-0.06,884.20,504.00,-31.49,0.67,31-DEC-2999,-
DABUR,463.60,466.00,458.50,459.90,-2.90,-0.63,487.70,357.55,3.84,1.05,13-NOV-2019,INTERIM DIVIDEND - RS 1.40 PER SHARE
DISHTV,13.00,13.40,12.80,13.20,0.20,1.54,42.60,10.40,-64.08,-8.97,31-DEC-2999,-
DIVISLAB,1833.05,1855.00,1826.00,1831.00,-6.85,-0.37,1869.95,1428.05,22.36,5.48,31-DEC-2999,-
DLF,227.00,229.00,225.60,228.45,0.65,0.29,231.40,132.55,28.31,5.76,31-DEC-2999,-
DRREDDY,2874.00,2892.35,2841.05,2865.00,-8.45,-0.29,2991.95,1872.95,8.55,4.68,31-DEC-2999,-
EICHERMOT,21760.10,22505.95,21709.05,22399.00,663.15,3.05,24220.00,15200.00,-6.15,4.29,31-DEC-2999,-
EQUITAS,104.15,104.40,102.45,103.35,-1.05,-1.01,143.65,82.50,-11.63,16.65,31-DEC-2999,-
ESCORTS,610.00,625.95,601.65,625.35,13.95,2.28,833.90,423.55,-7.08,-5.20,31-DEC-2999,-
EXIDEIND,183.15,183.45,180.60,180.90,-2.30,-1.26,273.80,166.00,-30.06,-4.69,18-NOV-2019,DIVIDEND - RS 1.60 PER SHARE
