Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1452.00,1455.90,1433.95,1444.00,-8.10,-0.56,1769.05,1326.00,-6.47,-3.16,31-DEC-2999,-
ADANIENT,210.00,220.80,209.50,217.60,7.05,3.35,221.50,113.00,35.83,8.96,31-DEC-2999,-
ADANIPORTS,370.20,378.00,370.20,371.65,2.00,0.54,430.60,292.10,-1.12,2.09,31-DEC-2999,-
ADANIPOWER,61.50,63.05,61.40,61.80,0.30,0.49,73.80,33.25,17.27,2.57,31-DEC-2999,-
AMARAJABAT,730.50,738.80,718.10,720.85,-9.65,-1.32,798.10,572.85,-3.80,-4.51,21-NOV-2019,INTERIM DIVIDEND - RS 6 PER SHARE
AMBUJACEM,195.75,197.00,193.10,194.25,-2.75,-1.40,244.00,184.10,-14.52,-3.55,31-DEC-2999,-
APOLLOHOSP,1400.00,1402.40,1375.50,1379.25,-17.15,-1.23,1579.70,1083.10,10.81,-2.25,31-DEC-2999,-
APOLLOTYRE,165.00,165.50,163.10,163.75,-1.15,-0.70,244.85,144.05,-31.67,-2.47,31-DEC-2999,-
ASHOKLEY,81.35,82.10,80.20,80.35,-0.65,-0.80,108.90,56.95,-25.39,-2.01,31-DEC-2999,-
ASIANPAINT,1804.95,1809.00,1795.00,1806.00,2.90,0.16,1834.80,1291.25,28.98,4.92,30-OCT-2019,INTERIM DIVIDEND - RS 3.35 PER SH
AUROPHARMA,465.40,474.45,463.15,469.00,4.80,1.03,838.00,389.35,-36.13,8.77,21-NOV-2019,INTERIM DIVIDEND - RS 1.25 PER SHARE
AXISBANK,744.70,747.00,737.30,739.00,-3.55,-0.48,827.75,603.45,15.17,-1.18,31-DEC-2999,-
BAJAJ-AUTO,3232.00,3239.80,3197.60,3203.00,-15.40,-0.48,3289.00,2442.20,11.88,1.33,31-DEC-2999,-
