Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1444.95,1467.90,1430.80,1465.10,32.50,2.27,1769.05,1326.00,-1.35,-1.93,31-DEC-2999,-
ADANIENT,210.50,213.25,208.50,211.85,1.45,0.69,221.50,113.00,35.71,6.89,31-DEC-2999,-
ADANIPORTS,372.55,380.90,372.55,376.50,4.00,1.07,430.60,292.10,0.55,1.54,31-DEC-2999,-
ADANIPOWER,60.50,61.70,60.30,61.20,0.80,1.32,73.80,33.25,15.91,-3.39,31-DEC-2999,-
AMARAJABAT,736.00,744.40,735.20,742.25,6.65,0.90,798.10,572.85,1.34,1.37,21-NOV-2019,INTERIM DIVIDEND - RS 6 PER SHARE
AMBUJACEM,194.20,199.35,193.65,198.30,5.05,2.61,244.00,184.10,-8.17,1.56,31-DEC-2999,-
APOLLOHOSP,1393.00,1397.75,1345.00,1360.00,-25.50,-1.84,1579.70,1083.10,11.89,-2.06,31-DEC-2999,-
APOLLOTYRE,165.45,169.40,165.20,166.80,1.30,0.79,244.85,144.05,-29.87,1.96,31-DEC-2999,-
ASHOKLEY,78.95,82.10,78.70,81.40,2.90,3.69,108.90,56.95,-22.59,0.99,31-DEC-2999,-
ASIANPAINT,1751.00,1757.70,1735.55,1743.95,-6.70,-0.38,1834.80,1291.25,31.04,-1.50,30-OCT-2019,INTERIM DIVIDEND - RS 3.35 PER SH
AUROPHARMA,447.50,452.60,440.40,450.00,1.25,0.28,838.00,389.35,-39.19,3.72,21-NOV-2019,INTERIM DIVIDEND - RS 1.25 PER SHARE
AXISBANK,725.60,754.85,725.00,752.25,30.15,4.18,827.75,603.00,21.34,5.77,31-DEC-2999,-
BAJAJ-AUTO,3274.90,3274.90,3220.25,3229.80,-31.65,-0.97,3289.00,2442.20,13.39,0.74,31-DEC-2999,-
BAJAJFINSV,9200.00,9274.90,9142.15,9217.30,48.05,0.52,9284.75,5851.00,53.90,2.66,31-DEC-2999,-
BAJFINANCE,4070.00,4089.25,4041.10,4076.00,18.85,0.46,4280.00,2355.00,63.44,-1.65,31-DEC-2999,-
BALKRISIND,923.00,965.00,923.00,955.00,32.00,3.47,1024.00,682.00,2.14,15.74,21-NOV-2019,INTERIM DIVIDEND- RS 2 PER SHARE
BANKBARODA,98.45,102.15,98.20,101.95,4.05,4.14,144.00,85.65,-10.10,9.21,31-DEC-2999,-
BATAINDIA,1710.00,1737.75,1710.00,1725.05,13.75,0.80,1814.00,1066.60,59.58,2.39,31-DEC-2999,-
BEL,99.80,101.20,98.50,100.15,1.35,1.37,122.10,72.50,24.88,-8.20,31-DEC-2999,-
BERGEPAINT,500.00,502.30,496.30,500.05,1.65,0.33,533.75,285.20,56.78,4.19,31-DEC-2999,-
BHARATFORG,450.95,468.00,450.75,464.90,16.40,3.66,548.25,376.00,-9.68,8.55,20-NOV-2019,INTERIM DIVIDEND - RS 1.50 PER SHARE
BHARTIARTL,440.00,440.70,426.00,430.00,-8.65,-1.97,485.60,267.43,40.73,16.66,31-DEC-2999,-
BHEL,45.30,46.80,45.30,46.65,1.45,3.21,78.85,41.30,-29.69,-14.56,31-DEC-2999,-
BIOCON,294.00,295.00,290.60,291.70,-1.15,-0.39,341.23,211.05,-54.33,13.63,31-DEC-2999,-
BOSCHLTD,14988.60,15550.00,14988.60,15185.00,220.05,1.47,20000.00,12700.00,-20.80,-0.77,31-DEC-2999,-
BPCL,492.50,500.80,486.20,496.95,5.20,1.06,549.00,308.35,50.87,-2.58,31-DEC-2999,-
BRITANNIA,3095.00,3096.00,3035.00,3058.90,-14.65,-0.48,3583.75,2300.00,0.08,-6.45,31-DEC-2999,-
CADILAHC,264.00,264.00,259.00,260.45,-3.55,-1.34,359.75,206.50,-26.20,15.88,31-DEC-2999,-
CANBK,219.00,228.65,219.00,228.10,10.25,4.71,302.10,170.60,-11.62,15.82,31-DEC-2999,-
CASTROLIND,130.30,131.75,129.10,131.00,1.25,0.96,172.90,112.75,-12.17,-9.44,31-DEC-2999,-
CENTURYTEX,496.15,507.65,494.05,501.00,4.85,0.98,1063.00,352.10,-44.92,28.31,11-OCT-2019,DEMERGER
CESC,726.00,738.80,726.00,734.10,7.50,1.03,851.70,642.60,6.37,-2.43,31-DEC-2999,-
CHOLAFIN,314.00,318.70,311.35,314.60,1.55,0.50,333.55,218.20,-74.62,5.82,31-DEC-2999,-
CIPLA,461.05,465.00,456.60,460.65,-0.40,-0.09,586.00,389.55,-13.30,2.85,31-DEC-2999,-
COALINDIA,191.70,196.90,191.30,196.45,6.30,3.31,271.45,177.70,-20.47,-5.21,31-DEC-2999,-
COLPAL,1485.25,1485.25,1465.75,1475.00,-1.05,-0.07,1642.60,1103.05,15.87,-5.50,05-NOV-2019,INTERIM DIVIDEND - RS 12 PER SH
CONCOR,562.00,580.20,562.00,576.55,14.85,2.64,666.00,460.00,-11.63,-0.08,31-DEC-2999,-
CUMMINSIND,538.80,550.00,530.00,548.60,9.75,1.81,884.20,504.00,-31.92,-3.02,31-DEC-2999,-
DABUR,460.00,462.80,457.65,459.75,2.05,0.45,487.70,357.55,6.78,-0.89,13-NOV-2019,INTERIM DIVIDEND - RS 1.40 PER SHARE
DISHTV,13.65,13.85,13.40,13.50,0.05,0.37,42.60,10.40,-63.51,0.00,31-DEC-2999,-
DIVISLAB,1833.70,1847.95,1818.00,1840.00,10.85,0.59,1847.95,1428.05,20.35,10.01,31-DEC-2999,-
