Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1545.00,1575.10,1541.60,1558.10,9.05,0.58,1769.05,1322.55,2.24,3.74,31-DEC-2999,-
ADANIENT,128.20,130.15,124.60,125.80,-2.40,-1.87,236.65,113.00,-36.53,-9.43,29-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 0.40 PER SHARE
ADANIPORTS,379.55,379.55,365.65,373.25,-3.70,-0.98,430.60,292.10,-6.07,-6.17,26-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 0.20 PER SHARE
ADANIPOWER,59.70,62.00,58.40,59.25,-0.30,-0.50,68.75,21.00,79.55,-4.59,30-JUL-2019,ANNUAL GENERAL MEETING
AMARAJABAT,649.80,665.00,641.40,643.70,-2.90,-0.45,908.45,572.85,-22.63,1.19,11-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 5.08 PER SHARE
AMBUJACEM,202.30,206.25,201.45,204.90,3.05,1.51,245.40,188.35,-10.33,-0.24,31-DEC-2999,-
APOLLOHOSP,1340.00,1355.00,1310.05,1317.00,-23.25,-1.73,1427.00,938.25,34.21,1.06,31-DEC-2999,-
APOLLOTYRE,152.45,154.95,149.40,151.50,-0.20,-0.13,288.05,144.05,-45.09,-19.18,23-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 3.25 PER SHARE
ARVIND,53.80,60.90,53.40,55.50,1.70,3.16,434.90,52.25,-86.76,-11.55,29-JUL-2019,DIVIDEND - RS 2 PER SHARE
ASHOKLEY,63.50,64.50,60.70,61.60,-1.85,-2.92,135.00,60.70,-47.91,-27.36,23-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 3.10 PER SHARE
ASIANPAINT,1563.30,1575.00,1551.90,1559.20,-6.65,-0.42,1575.00,1118.00,11.58,16.34,13-JUN-2019,DIVIDEND RS -7.65 PER SHARE
AUROPHARMA,564.00,567.75,551.60,554.50,-7.50,-1.33,838.00,536.60,-11.22,-5.50,31-DEC-2999,-
AXISBANK,679.00,679.50,654.25,659.60,-19.40,-2.86,827.75,534.55,10.52,-15.75,04-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RE 1 PER SHARE
BAJAJ-AUTO,2635.50,2635.50,2585.00,2601.00,-8.80,-0.34,3149.95,2420.00,-3.23,-6.36,11-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 60 PER SHARE
BAJAJFINSV,7115.00,7190.00,7076.45,7156.85,60.50,0.85,8580.00,4955.00,3.44,-5.74,11-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 2.50 PER SHARE
BAJFINANCE,3275.00,3325.00,3252.30,3267.00,-5.25,-0.16,3762.00,1912.20,21.17,-4.29,11-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 6 PER SHARE
BALKRISIND,716.00,741.05,710.10,719.30,8.15,1.15,1453.55,690.00,-41.58,0.22,31-DEC-2999,-
BANKBARODA,104.40,105.75,97.05,97.55,-6.65,-6.38,157.50,91.00,-35.20,-21.74,18-JUN-2019,ANNUAL GENERAL MEETING
BANKINDIA,70.00,70.90,66.35,66.80,-3.10,-4.43,110.15,66.10,-31.49,-20.90,20-JUN-2019,ANNUAL GENERAL MEETING
BATAINDIA,1409.40,1444.00,1387.95,1407.00,1.85,0.13,1479.95,833.10,50.60,-1.34,22-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND RS 6.25 PER SHARE
BEL,96.90,98.40,94.20,94.70,-2.25,-2.32,124.40,72.50,-20.75,-6.42,31-DEC-2999,-
BERGEPAINT,348.00,355.15,346.45,347.50,0.70,0.20,355.15,260.00,12.21,13.64,26-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.90 PER SHARE
BHARATFORG,418.50,424.75,403.90,405.90,-12.60,-3.01,693.90,398.45,-37.29,-9.63,01-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND RS 2.50 PER SHARE
BHARTIARTL,368.00,372.95,362.50,365.10,-3.35,-0.91,375.40,253.99,-5.35,2.44,31-DEC-2999,-
BHEL,57.50,58.15,56.00,57.20,-0.10,-0.17,83.30,54.60,-23.78,-15.01,31-DEC-2999,-
BIOCON,225.20,231.65,222.90,224.10,-1.20,-0.53,359.00,217.05,-60.93,-6.74,18-JUL-2019,DIVIDEND - RS 0.50 PER SHARE
