Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1583.80,1590.00,1555.05,1573.50,-2.40,-0.15,1678.90,1255.65,2.63,14.34,05-MAR-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 14 PER SHARE
ADANIENT,134.90,140.00,133.40,138.00,3.65,2.72,236.65,100.85,-15.73,4.55,31-DEC-2999,-
ADANIPORTS,361.35,369.85,361.35,369.00,7.65,2.12,415.65,292.10,1.05,13.70,31-DEC-2999,-
ADANIPOWER,47.90,48.80,47.40,47.50,-0.10,-0.21,58.35,15.15,97.51,17.43,31-DEC-2999,-
AJANTPHARM,998.80,1019.05,998.80,1011.00,14.25,1.43,1457.75,895.85,-28.13,4.00,11-FEB-2019,BUY BACK
ALBK,52.55,53.60,50.60,51.00,-1.55,-2.95,59.00,33.15,5.37,13.21,31-DEC-2999,-
AMARAJABAT,707.50,712.00,704.00,709.50,2.00,0.28,908.45,683.05,-9.53,-3.09,31-DEC-2999,-
AMBUJACEM,228.45,232.20,228.40,232.10,2.75,1.20,252.75,188.35,0.43,10.47,27-FEB-2019,DIVIDEND - RS 1.50 PER SHARE
APOLLOHOSP,1146.00,1160.00,1138.95,1156.00,8.95,0.78,1387.25,910.10,15.02,-2.65,31-DEC-2999,-
APOLLOTYRE,212.95,214.40,210.00,214.00,1.60,0.75,307.25,192.05,-20.04,1.30,31-DEC-2999,-
ARVIND,85.15,90.25,84.90,89.75,4.85,5.71,444.45,72.80,-76.81,18.80,31-DEC-2999,-
ASHOKLEY,87.60,88.10,85.35,86.70,-0.80,-0.91,167.50,77.60,-39.96,4.14,31-DEC-2999,-
ASIANPAINT,1460.50,1492.25,1460.50,1482.00,24.45,1.68,1492.25,1101.00,32.61,5.99,31-DEC-2999,-
AUROPHARMA,779.95,783.75,770.50,783.00,7.15,0.92,830.45,527.00,42.27,10.46,15-FEB-2019,INTERIM DIVIDEND - RS 1.25 PER SHARE
AXISBANK,747.40,760.95,741.65,760.70,15.00,2.01,767.00,481.25,49.95,8.10,31-DEC-2999,-
BAJAJ-AUTO,2961.05,2968.00,2939.00,2957.00,-0.95,-0.03,3194.95,2420.00,3.80,3.84,31-DEC-2999,-
BAJAJFINSV,6967.00,7060.00,6920.00,6970.25,53.00,0.77,7200.00,4955.00,35.32,10.05,31-DEC-2999,-
BAJFINANCE,2860.00,2942.00,2859.00,2940.00,90.20,3.17,2994.00,1686.00,68.81,10.62,31-DEC-2999,-
BALKRISIND,928.55,972.75,925.95,956.00,29.75,3.21,1453.55,744.00,-14.23,9.50,15-FEB-2019,INTERIM DIVIDEND - RS 2 PER SHARE
BANKBARODA,119.10,122.15,118.75,122.15,3.95,3.34,157.50,91.00,-13.67,18.71,31-DEC-2999,-
BANKINDIA,99.05,102.50,98.80,102.05,3.55,3.60,118.70,73.20,0.00,23.10,31-DEC-2999,-
BATAINDIA,1332.00,1356.75,1332.00,1354.00,25.40,1.91,1386.60,710.15,82.27,3.24,31-DEC-2999,-
BEL,92.25,93.25,91.70,92.40,0.60,0.65,149.15,72.50,-35.36,14.22,19-MAR-2019,INTERIM DIVIDEND - RE 0.70 PER SHARE
BEML,973.40,989.95,970.80,975.00,7.35,0.76,1198.40,521.25,-7.70,18.22,31-DEC-2999,-
BERGEPAINT,313.45,323.90,312.00,321.85,8.35,2.66,349.90,239.65,30.07,8.90,31-DEC-2999,-
BHARATFIN,1067.50,1095.60,1063.55,1091.00,16.95,1.58,1234.80,823.75,1.09,16.30,31-DEC-2999,-
BHARATFORG,490.00,494.55,483.90,492.00,4.40,0.90,784.80,456.10,-29.62,-0.52,31-DEC-2999,-
BHARTIARTL,328.55,331.40,326.25,328.70,1.70,0.52,427.40,276.85,-22.02,3.61,31-DEC-2999,-
BHEL,69.95,72.70,69.75,71.20,2.10,3.04,91.15,56.20,-13.43,10.64,12-FEB-2019,INTERIM DIVIDEND - RE 0.80 PER SHARE
BIOCON,614.90,615.90,610.40,611.70,1.45,0.24,718.00,543.30,6.61,-1.00,31-DEC-2999,-
BOSCHLTD,18257.00,18257.00,18075.00,18200.00,17.40,0.10,22400.00,17152.00,5.25,-0.77,31-DEC-2999,-
BPCL,384.25,388.40,376.50,384.40,0.70,0.18,454.50,238.55,-8.38,14.39,21-FEB-2019,INTERIM DIVIDEND RS - 11 PER SHARE
BRITANNIA,3100.00,3132.00,3060.00,3100.00,9.25,0.30,3467.18,2419.48,-36.19,1.70,31-DEC-2999,-
BSOFT,95.35,97.90,94.25,97.00,2.45,2.59,314.50,92.60,-,-,24-JAN-2019,COMPOSITE SCHEME OF ARRANGEMENT
CADILAHC,332.35,336.90,331.70,335.50,3.40,1.02,432.50,305.95,-13.33,6.93,31-DEC-2999,-
CANBK,270.90,283.30,270.30,283.30,13.10,4.85,302.30,204.75,4.73,27.15,31-DEC-2999,-
CANFINHOME,330.90,336.95,329.55,335.40,7.20,2.19,537.45,216.50,-35.99,25.17,31-DEC-2999,-
CASTROLIND,161.90,164.35,160.50,163.55,3.00,1.87,213.95,134.95,-18.61,7.14,31-DEC-2999,-
CEATLTD,1084.00,1103.35,1079.75,1097.90,12.30,1.13,1665.90,985.85,-24.66,1.82,31-DEC-2999,-
CENTURYTEX,891.00,920.00,889.00,916.20,29.60,3.34,1274.00,705.50,-19.92,15.38,31-DEC-2999,-
CESC,702.90,711.00,701.60,708.00,8.30,1.19,1091.70,642.00,-25.82,4.82,14-FEB-2019,INTERIM DIVIDEND - RS 17.50 PER SH
CGPOWER,44.20,44.80,43.60,43.80,-0.35,-0.79,84.95,20.25,-42.63,39.05,31-DEC-2999,-
CHENNPETRO,255.00,266.20,255.00,264.80,9.55,3.74,359.40,196.80,-16.53,20.50,31-DEC-2999,-
CHOLAFIN,1327.55,1395.65,1327.55,1389.00,59.60,4.48,1760.05,1038.00,-3.37,16.08,08-FEB-2019,INTERIM DIVIDEND - RS 4.50 PER SHARE
CIPLA,528.50,532.50,525.70,529.15,2.30,0.44,678.45,483.75,-2.33,-3.49,31-DEC-2999,-
COALINDIA,237.25,242.75,234.30,235.80,-1.40,-0.59,303.45,211.40,-13.77,10.01,22-MAR-2019,INTERIM DIVIDEND - RS 5.85 PER SHARE
COLPAL,1241.00,1261.85,1232.05,1259.00,26.30,2.13,1354.80,1018.30,20.62,-0.40,31-DEC-2999,-
CONCOR,508.00,510.00,502.80,503.00,-3.15,-0.62,569.48,433.60,-58.02,6.01,04-FEB-2019,BONUS 1:4
CUMMINSIND,719.00,730.50,716.20,730.50,11.10,1.54,884.20,613.20,-0.83,4.19,15-FEB-2019,INTERIM DIVIDEND - RS 7 PER SHARE
DABUR,422.00,431.70,420.30,425.15,5.20,1.24,490.65,314.80,34.73,-1.56,31-DEC-2999,-
DCBBANK,197.10,200.50,195.35,199.50,3.00,1.53,207.70,139.85,22.43,9.23,31-DEC-2999,-
DHFL,129.50,136.50,129.50,136.50,6.25,4.80,691.50,96.80,-72.84,-0.18,31-DEC-2999,-
DISHTV,34.85,36.00,34.60,35.95,1.10,3.16,82.35,19.10,-50.24,-3.88,31-DEC-2999,-
DIVISLAB,1710.00,1774.95,1686.65,1705.20,-0.55,-0.03,1774.95,994.95,61.60,6.93,31-DEC-2999,-
DLF,191.40,205.35,188.50,196.40,7.15,3.78,226.15,142.00,-6.23,16.80,31-DEC-2999,-
DRREDDY,2791.00,2793.95,2762.50,2776.65,-4.30,-0.15,2878.00,1872.95,31.97,4.12,31-DEC-2999,-
EICHERMOT,21275.00,21444.20,21005.00,21382.05,230.70,1.09,32236.70,18800.00,-23.29,3.27,31-DEC-2999,-
ENGINERSIN,112.90,115.10,112.90,114.05,1.30,1.15,167.90,100.15,-27.43,7.19,15-FEB-2019,INTERIM DIVIDEND - RS 3.25 PER SHARE
EQUITAS,130.30,132.40,129.50,132.10,2.95,2.28,173.65,77.85,-7.30,15.88,31-DEC-2999,-
ESCORTS,790.00,809.95,780.70,808.00,19.30,2.45,1017.70,541.00,0.21,23.46,31-DEC-2999,-
EXIDEIND,218.75,225.50,216.25,224.95,8.20,3.78,304.70,194.30,1.03,3.50,31-DEC-2999,-
FEDERALBNK,88.90,91.20,88.90,91.05,2.25,2.53,105.00,67.05,-0.55,12.69,31-DEC-2999,-
GAIL,352.80,362.00,351.65,359.40,7.75,2.20,399.40,295.25,-15.47,9.64,12-FEB-2019,INTERIM DIVIDEND - RS 6.25 PER SHARE
GLENMARK,639.90,651.05,636.30,649.90,14.25,2.24,711.90,493.50,20.56,9.60,31-DEC-2999,-
GMRINFRA,17.10,19.80,17.10,19.75,2.65,15.50,21.50,12.95,16.18,20.43,31-DEC-2999,-
GODFRYPHLP,1116.00,1127.00,1100.00,1119.50,2.00,0.18,1153.90,640.25,38.42,22.36,31-DEC-2999,-
GODREJCP,687.00,694.85,683.05,693.10,3.55,0.51,978.67,634.00,-37.17,5.01,05-FEB-2019,INTERIM DIVIDEND - RS 2 PER SHARE
GODREJIND,535.00,543.00,532.10,541.10,7.60,1.42,657.60,434.50,0.36,12.39,31-DEC-2999,-
GRASIM,820.00,838.80,816.10,836.00,20.60,2.53,1115.00,689.10,-22.64,7.37,31-DEC-2999,-
GSFC,100.25,101.60,99.85,100.50,1.10,1.11,137.60,85.50,-13.92,8.65,31-DEC-2999,-
HAVELLS,741.00,761.25,741.00,760.55,21.60,2.92,776.75,483.65,54.85,8.22,31-DEC-2999,-
HCLTECH,1013.35,1043.80,1011.50,1038.00,20.35,2.00,1125.05,880.05,7.34,-4.09,05-FEB-2019,INTERIM DIVIDEND - RS 2 PER SHARE
HDFC,1950.40,1953.35,1930.85,1948.20,2.55,0.13,2052.95,1644.50,6.45,2.83,15-MAR-2019,INTERIM DIVIDEND - RS 3.50 PER SHARE
HDFCBANK,2275.90,2315.00,2272.60,2313.50,32.20,1.41,2315.00,1833.50,22.18,8.85,31-DEC-2999,-
HEROMOTOCO,2586.00,2604.70,2546.80,2574.50,-1.20,-0.05,3825.00,2537.05,-26.06,-5.09,11-FEB-2019,INTERIM DIVIDEND -  RS 55 PER SHARE
HEXAWARE,330.15,331.60,325.00,328.50,-1.65,-0.50,557.70,294.30,-12.24,-7.12,31-DEC-2999,-
HINDALCO,205.55,209.35,204.60,208.25,2.80,1.36,267.80,182.20,-1.09,5.98,31-DEC-2999,-
HINDPETRO,275.05,280.00,272.25,276.80,2.55,0.93,370.00,163.00,-16.95,21.32,14-FEB-2019,INTERIM DIVIDEND - RS 6.50 PER SHARE
HINDUNILVR,1679.90,1691.55,1674.00,1684.00,10.15,0.61,1869.50,1298.00,27.16,-4.87,31-DEC-2999,-
HINDZINC,272.10,274.00,269.65,272.50,1.65,0.61,336.50,242.85,-10.23,3.91,31-DEC-2999,-
IBULHSGFIN,721.00,734.80,716.00,730.30,16.95,2.38,1397.00,575.35,-39.37,7.59,11-FEB-2019,INTERIM DIVIDEND - RS 10 PER SHARE
ICICIBANK,384.95,395.50,383.40,394.70,11.20,2.92,400.95,256.50,40.14,11.00,31-DEC-2999,-
ICICIPRULI,312.15,326.65,312.15,326.15,4.15,1.29,462.20,277.35,-14.82,2.84,31-DEC-2999,-
IDBI,42.15,43.00,41.90,42.30,0.35,0.83,77.00,41.30,-41.45,-1.51,31-DEC-2999,-
IDEA,30.25,30.45,29.35,29.50,-0.75,-2.48,81.65,28.45,-63.29,-3.28,31-DEC-2999,-
IDFC,43.00,44.90,43.00,44.90,1.95,4.54,60.50,31.60,-8.46,20.05,31-DEC-2999,-
IDFCFIRSTB,52.00,52.90,51.85,52.75,0.95,1.83,53.85,32.70,-,-,31-DEC-2999,-
IFCI,13.30,13.40,13.20,13.35,0.15,1.14,21.60,11.50,-31.19,4.71,31-DEC-2999,-
IGL,305.50,313.85,305.25,308.00,3.40,1.12,320.75,215.20,9.18,7.19,31-DEC-2999,-
INDIACEM,96.50,100.80,96.45,99.85,3.60,3.74,155.85,74.75,-29.31,16.24,31-DEC-2999,-
INDIANB,253.00,262.80,253.00,262.80,10.10,4.00,379.70,200.00,-10.11,20.38,31-DEC-2999,-
INDIGO,1376.00,1430.00,1352.25,1422.35,37.90,2.74,1520.00,691.00,10.87,27.27,31-DEC-2999,-
INDUSINDBK,1681.00,1720.00,1668.60,1720.00,36.45,2.17,2038.00,1333.15,-2.26,15.34,31-DEC-2999,-
INFIBEAM,42.00,42.50,41.20,42.10,0.75,1.81,242.70,27.50,-71.80,18.09,31-DEC-2999,-
INFRATEL,305.20,314.00,305.20,313.70,7.10,2.32,348.45,242.25,-8.79,3.21,31-DEC-2999,-
INFY,735.25,735.25,719.10,727.80,-7.45,-1.01,772.25,551.00,-37.00,-3.59,24-JAN-2019,SPECIAL DIVIDEND - RS 4 PER SHARE
IOC,165.10,169.75,160.50,161.95,-2.40,-1.46,181.30,105.25,-3.14,16.85,31-DEC-2999,-
IRB,141.20,143.45,140.00,142.55,2.85,2.04,286.20,109.30,-34.89,7.91,31-DEC-2999,-
ITC,295.00,296.35,291.05,294.00,-1.05,-0.36,322.95,252.50,13.91,6.25,31-DEC-2999,-
JETAIRWAYS,263.00,278.90,262.00,267.75,13.65,5.37,651.40,162.80,-56.56,16.90,31-DEC-2999,-
JINDALSTEL,162.70,165.00,160.65,164.00,2.25,1.39,265.00,123.25,-24.41,3.14,31-DEC-2999,-
JISLJALEQS,57.55,59.35,57.55,58.25,0.80,1.39,118.20,48.80,-46.61,2.46,31-DEC-2999,-
JPASSOCIAT,5.60,5.75,5.45,5.55,0.00,0.00,21.75,4.70,-69.51,-6.72,31-DEC-2999,-
JSWSTEEL,277.95,282.40,276.50,282.40,3.60,1.29,427.55,256.60,-3.91,-1.88,31-DEC-2999,-
JUBLFOOD,1461.00,1470.00,1442.00,1463.00,8.30,0.57,1578.00,977.00,-37.59,15.32,31-DEC-2999,-
JUSTDIAL,607.10,621.80,600.35,605.00,2.55,0.42,677.30,358.00,32.37,21.28,31-DEC-2999,-
KAJARIACER,551.00,565.55,550.15,562.80,6.10,1.10,597.10,310.00,-2.61,4.93,31-DEC-2999,-
KOTAKBANK,1312.25,1347.95,1310.05,1343.10,34.45,2.63,1417.00,1002.20,29.22,8.23,31-DEC-2999,-
KSCL,452.40,456.00,448.05,449.90,-0.35,-0.08,660.70,368.80,-6.83,14.13,31-DEC-2999,-
KTKBANK,124.10,131.30,124.10,130.50,5.30,4.23,134.50,92.65,10.17,13.68,31-DEC-2999,-
LICHSGFIN,525.15,534.35,523.70,530.00,7.75,1.48,583.80,387.60,-2.59,13.30,31-DEC-2999,-
LT,1379.80,1388.80,1367.75,1372.85,-3.90,-0.28,1459.70,1182.50,5.82,7.60,31-DEC-2999,-
L&TFH,144.30,148.60,144.30,147.45,3.25,2.25,189.50,110.65,-5.51,16.56,31-DEC-2999,-
LUPIN,733.00,738.65,731.15,734.65,5.60,0.77,986.10,723.65,-0.74,-5.51,31-DEC-2999,-
MANAPPURAM,118.50,120.40,118.50,119.85,1.60,1.35,130.45,66.25,10.26,5.50,15-FEB-2019,INTERIM DIVIDEND - RE 0.55 PER SHARE
MARICO,334.00,339.00,330.65,339.00,4.70,1.41,396.60,282.95,2.84,-0.31,12-FEB-2019,INTERIM DIVIDEND - RS 2.75 PER SHARE
MARUTI,6558.00,6600.00,6480.00,6595.00,72.40,1.11,9929.00,6317.70,-24.76,-4.76,31-DEC-2999,-
MCDOWELL-N,552.00,558.45,546.05,548.00,-4.10,-0.74,731.44,438.20,-82.36,4.54,31-DEC-2999,-
MCX,795.80,797.50,773.50,785.65,-7.40,-0.93,917.95,643.50,14.07,15.88,31-DEC-2999,-
MFSL,445.45,448.00,434.50,436.95,-8.50,-1.91,534.00,350.00,-4.31,5.37,31-DEC-2999,-
MGL,978.00,1010.00,970.70,1000.00,27.40,2.82,1028.80,756.00,3.16,14.14,07-FEB-2019,INTERIM DIVIDEND - RS 9.50 PER SHARE
MINDTREE,945.00,961.10,935.95,944.10,3.35,0.36,1183.80,752.15,22.31,4.00,23-JAN-2019,INTERIM DIVIDEND - RS 3 PER SHARE
M&M,664.65,672.40,661.00,669.50,4.90,0.74,993.00,615.60,-10.31,2.89,31-DEC-2999,-
M&MFIN,413.90,414.80,405.65,413.50,1.00,0.24,534.00,342.65,-5.89,4.30,31-DEC-2999,-
MOTHERSUMI,145.00,148.80,144.00,144.90,0.65,0.45,239.67,127.15,-54.12,-8.98,31-DEC-2999,-
MRF,56399.00,56399.00,56050.00,56120.00,113.75,0.20,81425.95,53858.35,-19.78,1.41,15-FEB-2019,INTERIM DIVIDEND - RS 3 PER SHARE
MRPL,73.70,75.35,73.65,74.70,1.00,1.36,115.25,61.25,-32.97,17.18,31-DEC-2999,-
MUTHOOTFIN,593.50,601.95,592.00,594.90,3.65,0.62,612.90,356.00,54.86,10.85,31-DEC-2999,-
NATIONALUM,54.45,54.45,53.30,53.60,-0.20,-0.37,90.20,46.20,-20.53,10.86,11-MAR-2019,INTERIM DIVIDEND - RS 4.50 PER SHARE
NBCC,64.20,65.45,64.05,64.50,0.75,1.18,216.30,47.20,-66.14,21.01,31-DEC-2999,-
NCC,109.95,112.30,109.05,111.95,2.75,2.52,136.70,63.25,-5.41,33.91,31-DEC-2999,-
NESTLEIND,10565.20,10790.25,10515.95,10746.40,218.10,2.07,11751.00,7760.00,37.26,-0.79,31-DEC-2999,-
NHPC,24.45,25.10,24.45,24.85,0.45,1.84,29.40,22.10,-7.79,6.42,18-FEB-2019,INT DIV - RS 0.71 PER SH
NIITTECH,1324.40,1324.40,1296.05,1310.00,-7.55,-0.57,1425.20,820.00,45.31,-0.47,31-DEC-2999,-
NMDC,105.00,106.30,103.30,104.95,0.15,0.14,126.45,88.60,-14.08,8.08,22-MAR-2019,INTERIM DIVIDEND - RS 5.52 PER SHARE
NTPC,136.00,142.00,136.00,140.75,5.40,3.99,150.00,106.67,-17.13,0.29,19-MAR-2019,BONUS 1:5
OFSS,3355.00,3375.90,3328.00,3360.00,7.70,0.23,4658.40,3321.35,-10.37,-4.08,31-DEC-2999,-
OIL,177.25,179.90,176.50,177.80,1.65,0.94,247.50,165.10,-48.08,2.07,21-FEB-2019,INTERIM DIVIDEND - RS 8.50 PER SHARE
ONGC,159.00,163.05,158.70,160.20,2.55,1.62,192.00,127.60,-10.45,8.43,26-MAR-2019,INTERIM DIVIDEND - RE 1 PER SH
ORIENTBANK,106.20,108.60,105.35,108.15,2.20,2.08,110.00,58.00,17.87,30.85,31-DEC-2999,-
PAGEIND,23815.00,25188.00,23658.05,24900.00,1054.80,4.42,36370.00,20300.00,16.84,13.20,21-FEB-2019,INTERIM DIVIDEND - RS 41 PER SHARE AND SPECIAL DIVIDEND - RS 70 PER SHARE
PCJEWELLER,79.25,80.80,78.70,80.10,1.20,1.52,335.00,46.85,-74.95,17.97,31-DEC-2999,-
PEL,2585.00,2645.00,2558.35,2627.25,53.75,2.09,3307.95,1794.90,9.16,13.09,31-DEC-2999,-
PETRONET,239.55,241.15,237.10,237.30,-1.55,-0.65,249.80,202.05,5.05,8.68,31-DEC-2999,-
PFC,119.05,122.60,117.45,118.20,-0.85,-0.71,123.30,67.50,35.94,6.39,31-DEC-2999,-
PIDILITIND,1174.10,1240.00,1174.10,1233.00,53.45,4.53,1240.00,895.00,35.89,11.51,31-DEC-2999,-
PNB,91.20,93.10,90.70,93.10,2.80,3.10,106.75,58.45,-2.82,26.67,31-DEC-2999,-
POWERGRID,202.15,203.90,199.40,203.45,1.45,0.72,216.00,172.50,4.39,11.82,14-MAR-2019,INTERIM DIVIDEND - RS 5.83 PER SHARE
PVR,1572.00,1596.00,1551.00,1570.00,-13.80,-0.87,1708.70,1062.80,28.02,5.25,31-DEC-2999,-
RAMCOCEM,709.85,712.80,701.50,712.00,3.20,0.45,879.10,546.90,-3.78,10.33,31-DEC-2999,-
