Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1564.00,1589.80,1554.25,1573.00,23.00,1.48,1769.05,1255.65,15.62,-1.05,31-DEC-2999,-
ADANIENT,141.00,143.45,137.80,140.90,-0.10,-0.07,236.65,113.00,13.54,-8.27,31-DEC-2999,-
ADANIPORTS,411.95,419.40,409.60,415.90,3.00,0.73,430.60,292.10,11.35,-2.44,20-JUN-2019,BUYBACK
ADANIPOWER,62.85,65.65,62.60,63.70,1.00,1.59,68.75,17.05,212.25,32.02,31-DEC-2999,-
AMARAJABAT,650.00,664.80,648.20,650.55,0.55,0.08,908.45,572.85,-20.72,1.96,11-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 5.08 PER SHARE
AMBUJACEM,213.30,216.25,212.50,214.30,2.60,1.23,245.40,188.35,5.80,-4.01,31-DEC-2999,-
APOLLOHOSP,1320.30,1368.00,1317.00,1365.00,49.70,3.78,1406.00,910.10,36.65,-1.08,31-DEC-2999,-
APOLLOTYRE,188.30,189.20,186.30,187.20,-0.90,-0.48,299.50,174.00,-29.31,-4.22,31-DEC-2999,-
ARVIND,62.10,65.90,61.20,63.95,1.60,2.57,438.70,56.55,-84.15,-14.96,31-DEC-2999,-
ASHOKLEY,84.60,85.65,83.70,85.45,0.30,0.35,137.10,77.60,-35.82,-6.30,31-DEC-2999,-
ASIANPAINT,1332.45,1369.55,1325.45,1362.80,30.35,2.28,1529.85,1118.00,0.22,-4.40,13-JUN-2019,DIVIDEND RS -7.65 PER SHARE
AUROPHARMA,605.00,608.85,593.80,596.95,-8.35,-1.38,838.00,565.05,-1.97,-8.47,31-DEC-2999,-
AXISBANK,766.10,768.60,751.00,754.05,-12.35,-1.61,827.75,515.00,40.54,-7.46,04-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RE 1 PER SHARE
BAJAJ-AUTO,2720.00,2751.90,2693.35,2729.85,18.15,0.67,3194.95,2420.00,-13.66,-8.61,11-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 60 PER SHARE
BAJAJFINSV,7690.00,7779.90,7635.00,7750.00,104.30,1.36,8580.00,4955.00,26.75,-6.30,11-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 2.50 PER SHARE
BAJFINANCE,3470.00,3470.00,3366.00,3382.00,-69.05,-2.00,3762.00,1912.20,43.57,-4.78,11-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 6 PER SHARE
BALKRISIND,732.05,746.50,725.20,738.70,6.65,0.91,1453.55,708.05,-39.80,-6.81,04-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 2 PER SHARE
BANKBARODA,125.95,127.30,124.95,125.80,-0.20,-0.16,157.50,91.00,8.26,3.71,18-JUN-2019,ANNUAL GENERAL MEETING
BANKINDIA,86.70,87.95,85.70,87.50,0.65,0.75,110.15,73.20,1.74,-1.24,20-JUN-2019,ANNUAL GENERAL MEETING
BATAINDIA,1349.65,1357.15,1330.00,1340.25,-1.90,-0.14,1479.95,813.10,60.66,-5.67,31-DEC-2999,-
BEL,106.40,107.10,104.30,105.00,-1.80,-1.69,124.40,72.50,-3.05,-4.93,31-DEC-2999,-
BERGEPAINT,304.00,310.60,304.00,309.85,5.30,1.74,349.90,260.00,1.79,-5.65,31-DEC-2999,-
BHARATFORG,464.00,469.85,459.25,460.70,-3.90,-0.84,693.90,430.15,-27.57,-2.87,31-DEC-2999,-
BHARTIARTL,360.80,360.80,354.15,357.60,-3.15,-0.87,371.15,253.99,-1.22,-1.56,23-APR-2019,RIGHTS 19:67 @ PREMIUM RS 215 PER SHARE
BHEL,65.00,65.60,64.40,64.80,-0.25,-0.38,83.30,56.20,-8.54,-7.03,31-DEC-2999,-
