Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1587.50,1606.95,1538.00,1547.60,-29.15,-1.85,1769.05,1255.65,14.56,-6.64,31-DEC-2999,-
ADANIENT,156.30,156.85,145.85,146.80,-9.30,-5.96,236.65,102.75,36.30,-6.85,31-DEC-2999,-
ADANIPORTS,416.40,416.50,400.55,403.00,-11.90,-2.87,430.60,292.10,11.96,-5.30,20-JUN-2019,BUYBACK
ADANIPOWER,65.05,65.90,62.70,63.30,-2.05,-3.14,66.90,15.35,293.17,25.84,31-DEC-2999,-
AMARAJABAT,654.20,656.15,641.75,644.50,-3.70,-0.57,908.45,572.85,-17.05,1.27,31-DEC-2999,-
AMBUJACEM,217.30,218.95,209.40,210.25,-5.85,-2.71,245.40,188.35,4.60,-7.36,31-DEC-2999,-
APOLLOHOSP,1327.35,1341.45,1301.95,1303.90,-21.55,-1.63,1406.00,910.10,20.52,-2.13,31-DEC-2999,-
APOLLOTYRE,200.00,200.80,194.75,195.30,-4.10,-2.06,299.50,174.00,-22.90,-1.01,31-DEC-2999,-
ARVIND,68.90,69.75,65.65,66.35,-2.50,-3.63,438.70,56.55,-83.28,-13.27,31-DEC-2999,-
ASHOKLEY,90.05,90.45,86.50,86.85,-3.10,-3.45,137.10,77.60,-32.07,-6.66,31-DEC-2999,-
ASIANPAINT,1363.90,1373.45,1351.45,1357.50,-2.20,-0.16,1529.85,1118.00,5.25,-4.50,13-JUN-2019,DIVIDEND RS -7.65 PER SHARE
AUROPHARMA,605.00,610.85,594.30,596.10,-9.00,-1.49,838.00,565.05,-4.69,-8.82,31-DEC-2999,-
AXISBANK,808.00,812.95,801.30,806.20,-2.65,-0.33,827.75,507.65,56.62,-2.02,04-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RE 1 PER SHARE
BAJAJ-AUTO,2898.00,2918.00,2826.95,2840.10,-54.70,-1.89,3194.95,2420.00,-4.66,-4.82,31-DEC-2999,-
BAJAJFINSV,8545.00,8580.00,8411.40,8420.00,-117.55,-1.38,8580.00,4955.00,39.57,1.29,31-DEC-2999,-
BAJFINANCE,3734.00,3762.00,3706.45,3716.60,-15.90,-0.43,3762.00,1912.20,59.41,5.25,31-DEC-2999,-
BALKRISIND,753.70,760.80,733.60,739.50,-12.05,-1.60,1453.55,727.15,-35.05,-6.89,04-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 2 PER SHARE
BANKBARODA,130.00,132.85,127.20,129.85,0.45,0.35,157.50,91.00,14.81,-2.07,18-JUN-2019,ANNUAL GENERAL MEETING
