Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1384.00,1388.00,1364.50,1364.60,-10.30,-0.75,1685.00,1255.65,-17.37,-6.51,31-DEC-2999,-
ADANIENT,117.00,125.60,115.50,115.95,-1.00,-0.86,236.65,100.85,-46.63,-21.84,31-DEC-2999,-
ADANIPORTS,328.15,349.45,328.15,342.55,15.75,4.82,424.00,292.10,-15.07,-8.52,31-DEC-2999,-
ADANIPOWER,33.80,37.50,33.25,36.85,2.90,8.54,58.35,15.15,8.38,-25.63,31-DEC-2999,-
AJANTPHARM,1008.00,1022.00,968.20,970.55,-38.15,-3.78,1457.75,895.85,-31.92,-17.36,11-FEB-2019,BUY BACK
ALBK,38.90,42.50,38.65,42.30,3.05,7.77,61.60,33.15,-30.48,-4.84,31-DEC-2999,-
AMARAJABAT,742.95,747.65,738.05,738.50,-1.75,-0.24,908.45,683.05,-12.97,-3.15,20-NOV-2018,INTERIM DIVIDEND - RS 2 PER SHARE
AMBUJACEM,208.35,210.25,205.05,206.75,-0.70,-0.34,269.70,188.35,-19.52,-3.77,31-DEC-2999,-
APOLLOHOSP,1154.00,1164.65,1135.35,1151.00,18.75,1.66,1387.25,910.10,-0.05,-12.97,31-DEC-2999,-
APOLLOTYRE,201.00,203.85,198.50,199.20,-1.70,-0.85,307.25,192.05,-27.54,-10.83,31-DEC-2999,-
ARVIND,80.60,81.10,77.85,78.70,-1.50,-1.87,444.45,77.85,-80.66,-17.20,28-NOV-2018,DEMERGER
ASHOKLEY,81.85,82.00,78.70,78.80,-2.40,-2.96,167.50,78.70,-40.89,-15.72,31-DEC-2999,-
ASIANPAINT,1451.00,1453.65,1417.00,1418.40,-33.70,-2.32,1490.60,1092.15,23.94,2.15,31-DEC-2999,-
AUROPHARMA,765.00,769.75,729.30,747.85,-20.05,-2.61,830.45,527.00,23.14,-2.90,31-DEC-2999,-
AXISBANK,700.00,707.45,695.05,699.35,-6.25,-0.89,734.50,481.25,23.95,6.09,31-DEC-2999,-
BAJAJ-AUTO,2835.00,2845.00,2815.00,2825.00,-7.35,-0.26,3194.95,2420.00,-10.43,4.66,31-DEC-2999,-
BAJAJFINSV,6165.00,6216.35,6099.80,6119.00,22.60,0.37,7200.00,4800.00,16.88,-3.92,31-DEC-2999,-
BAJFINANCE,2629.90,2649.00,2572.05,2580.60,-41.20,-1.57,2994.00,1576.45,56.99,1.41,31-DEC-2999,-
