Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1496.00,1496.15,1430.15,1434.75,-53.35,-3.59,1769.05,1322.55,-6.10,-0.43,31-DEC-2999,-
ADANIENT,138.45,140.00,135.25,135.50,-4.50,-3.21,180.80,113.00,1.92,0.41,29-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 0.40 PER SHARE
ADANIPORTS,396.00,400.75,390.65,395.40,0.80,0.20,430.60,292.10,24.71,8.52,26-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 0.20 PER SHARE
ADANIPOWER,59.60,60.20,58.85,59.20,-0.90,-1.50,69.90,21.00,143.12,4.50,30-JUL-2019,ANNUAL GENERAL MEETING
AMARAJABAT,688.10,693.55,678.55,684.00,-5.35,-0.78,806.75,572.85,-6.21,9.84,11-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 5.08 PER SHARE
AMBUJACEM,190.70,190.75,185.25,185.50,-4.15,-2.19,244.00,185.25,-13.20,-2.83,31-DEC-2999,-
APOLLOHOSP,1409.20,1430.00,1399.00,1409.00,8.55,0.61,1579.70,1035.00,34.55,-5.87,12-SEP-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 6 per share
APOLLOTYRE,167.50,168.20,163.50,164.50,-4.30,-2.55,244.85,144.05,-19.09,-6.48,23-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 3.25 PER SHARE
ASHOKLEY,66.00,66.65,63.50,64.60,-3.45,-5.07,123.10,56.95,-45.28,3.19,23-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 3.10 PER SHARE
ASIANPAINT,1724.95,1742.95,1717.85,1725.20,0.80,0.05,1820.00,1118.00,40.87,12.38,31-DEC-2999,-
AUROPHARMA,560.55,564.35,450.35,451.70,-115.80,-20.41,838.00,450.35,-40.33,-24.61,21-AUG-2019,ANNUAL GENERAL MEETING
AXISBANK,660.95,681.90,651.70,668.70,12.30,1.87,827.75,534.55,14.06,3.31,31-DEC-2999,-
BAJAJ-AUTO,2859.90,2900.05,2854.95,2888.90,25.35,0.89,3149.95,2420.00,8.73,5.60,11-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 60 PER SHARE
BAJAJFINSV,8295.00,8355.00,8190.00,8240.00,-60.75,-0.73,8668.80,4955.00,46.30,17.33,11-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 2.50 PER SHARE
BAJFINANCE,3880.00,3958.25,3819.45,3915.00,11.05,0.28,4111.75,1912.20,79.66,20.45,11-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 6 PER SHARE
BALKRISIND,747.95,747.95,722.00,725.00,-19.65,-2.64,1189.65,682.00,-30.71,0.62,20-AUG-2019,INTERIM DIVIDEND - RS 2 PER SHARE
BANKBARODA,88.25,89.65,85.75,86.85,-1.75,-1.98,144.00,85.65,-15.97,-6.91,31-DEC-2999,-
BANKINDIA,60.35,60.75,58.80,59.25,-1.10,-1.82,110.15,58.70,-25.09,-7.20,31-DEC-2999,-
BATAINDIA,1674.00,1699.40,1652.55,1694.15,21.15,1.26,1782.00,833.10,95.21,9.94,22-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND RS 6.25 PER SHARE
BEL,105.10,106.25,103.50,104.20,-0.75,-0.71,117.75,72.50,26.69,-2.16,20-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.70 PER SHARE
BERGEPAINT,424.00,438.25,422.15,435.25,10.50,2.47,444.80,260.00,59.29,20.95,26-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.90 PER SHARE
BHARATFORG,424.00,429.40,417.00,425.00,-0.25,-0.06,637.30,376.00,-28.17,11.18,01-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND RS 2.50 PER SHARE
BHARTIARTL,338.00,346.75,337.10,341.60,2.10,0.62,378.75,253.99,10.14,-1.19,31-DEC-2999,-
BHEL,45.90,46.00,42.60,42.65,-3.25,-7.08,78.85,42.60,-41.97,-14.87,11-SEP-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.20 PER SHARE
BIOCON,232.55,233.60,226.35,227.80,-3.30,-1.43,341.85,211.05,-63.53,-1.51,18-JUL-2019,DIVIDEND - RS 0.50 PER SHARE
BOSCHLTD,13101.20,13178.20,12900.00,13025.00,-266.80,-2.01,20500.00,12700.00,-31.89,-2.76,14-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND RS 105 PER SHARE
BPCL,502.05,507.45,475.45,488.90,-26.65,-5.17,545.00,238.55,47.64,34.48,21-AUG-2019,DIVIDEND - RS 8 PER SHARE
BRITANNIA,2857.85,2968.75,2851.45,2955.45,110.30,3.88,3583.75,2300.00,-47.46,12.14,22-AUG-2019,SCHEME OF ARANGEMENT- BONUS - 1 DEBENTURE FOR 1 EQUITY SHARE HELD
CADILAHC,232.25,232.25,223.95,227.95,-4.20,-1.81,392.00,206.50,-40.52,-1.00,25-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 3.50 per share
CANBK,181.15,182.65,178.00,179.00,-1.00,-0.56,302.10,170.60,-21.87,-7.09,17-JUL-2019,ANNUAL GENERAL MEETING
CASTROLIND,132.20,132.95,129.70,130.15,-2.05,-1.55,172.90,112.75,-8.05,8.28,08-AUG-2019,INTERIM DIVIDEND - RS 2.50 PER SHARE
CENTURYTEX,869.30,875.95,855.65,863.50,-7.05,-0.81,1063.00,705.50,8.19,2.68,31-DEC-2999,-
CESC,732.25,742.00,724.90,734.00,2.35,0.32,948.35,642.00,-12.75,-2.67,10-JUL-2019,ANNUAL GENERAL MEETING
CHOLAFIN,287.20,293.40,278.95,289.75,0.10,0.03,322.45,207.60,-75.71,7.41,22-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RE 0.40 PER SHARE
CIPLA,419.95,419.95,405.50,408.30,-10.05,-2.40,654.65,402.70,-36.04,-13.39,31-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 3 PER SHARE
COALINDIA,186.95,188.20,183.00,184.00,-1.80,-0.97,289.20,177.70,-32.67,1.02,09-AUG-2019,ANNUAL GENERAL MEETING
