Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1444.90,1449.55,1423.85,1429.00,-10.75,-0.75,1852.00,1255.65,-22.29,-7.44,31-DEC-2999,-
ADANIENT,146.50,148.00,144.25,144.30,-2.45,-1.67,236.65,100.85,-26.09,-9.93,31-DEC-2999,-
ADANIPORTS,397.50,402.70,392.10,395.35,-3.95,-0.99,452.35,294.10,-5.02,5.19,31-DEC-2999,-
ADANIPOWER,50.20,51.40,49.25,49.55,-1.20,-2.36,58.35,15.15,34.10,-5.98,31-DEC-2999,-
AJANTPHARM,1147.50,1152.50,1138.70,1142.05,1.25,0.11,1595.00,895.85,-25.51,2.40,09-NOV-2018,INTERIM DIVIDEND - RS 9 PER SH
ALBK,43.80,43.85,42.10,42.30,-1.50,-3.42,74.00,33.15,-39.48,-12.60,31-DEC-2999,-
AMARAJABAT,781.90,791.50,771.90,778.00,-4.05,-0.52,908.45,683.05,-6.57,3.82,20-NOV-2018,INTERIM DIVIDEND - RS 2 PER SHARE
AMBUJACEM,213.00,214.80,211.20,212.20,-0.45,-0.21,278.00,188.35,-23.02,-6.62,31-DEC-2999,-
APOLLOHOSP,1366.30,1387.25,1315.55,1316.30,-50.00,-3.66,1387.25,910.10,17.90,5.75,31-DEC-2999,-
APOLLOTYRE,217.80,219.60,215.50,216.15,-1.75,-0.80,307.25,192.05,-17.45,-9.81,31-DEC-2999,-
ARVIND,93.10,94.00,91.80,92.10,-1.00,-1.07,460.85,90.25,-79.55,-8.72,28-NOV-2018,DEMERGER
ASHOKLEY,92.35,92.60,90.35,90.60,-1.70,-1.84,167.50,90.35,-25.06,-15.88,31-DEC-2999,-
ASIANPAINT,1395.20,1424.80,1395.20,1420.85,20.40,1.46,1490.60,1090.10,19.58,1.47,29-OCT-2018,INTERIM DIVIDEND - RS 2.85 PER SH
AUROPHARMA,770.40,784.80,767.20,775.80,5.75,0.75,830.45,527.00,20.12,5.64,20-NOV-2018,INTERIM DIVIDEND - RS 1.25 PER SHARE
AXISBANK,661.55,664.50,656.50,658.85,-5.75,-0.87,680.00,481.25,12.66,2.68,31-DEC-2999,-
BAJAJ-AUTO,2724.75,2724.75,2670.00,2672.00,-48.75,-1.79,3468.35,2420.00,-16.53,-6.67,31-DEC-2999,-
BAJAJFINSV,6253.85,6400.00,6211.10,6380.00,130.10,2.08,7200.00,4500.00,29.61,-0.40,31-DEC-2999,-
BAJFINANCE,2548.00,2606.00,2526.60,2588.00,45.10,1.77,2994.00,1511.20,55.84,-0.34,31-DEC-2999,-
BALKRISIND,868.35,875.50,862.55,868.35,-0.05,-0.01,1453.55,854.00,-22.81,-7.06,14-NOV-2018,INTERIM DIVIDEND - RS 2 PER SHARE
BANKBARODA,118.30,119.10,115.80,115.95,-2.05,-1.74,179.70,91.00,-28.58,0.30,31-DEC-2999,-
BANKINDIA,102.85,104.60,99.65,100.00,-2.65,-2.58,183.25,73.20,-37.69,2.72,31-DEC-2999,-
BATAINDIA,1159.90,1159.90,1143.20,1148.00,-7.85,-0.68,1177.75,653.10,59.27,2.83,31-DEC-2999,-
BEL,86.90,87.60,85.70,86.45,0.10,0.12,179.50,74.25,-49.47,-0.23,31-DEC-2999,-
BEML,894.70,901.00,885.50,887.40,-4.70,-0.53,1549.70,521.25,-41.19,4.54,31-DEC-2999,-
BERGEPAINT,326.00,330.60,318.95,322.35,-3.80,-1.17,349.90,232.30,27.36,-5.40,31-DEC-2999,-
BHARATFIN,960.00,960.00,945.20,949.15,-8.75,-0.91,1234.80,823.75,-5.49,-7.07,31-DEC-2999,-
BHARATFORG,480.00,483.95,474.70,479.00,-0.80,-0.17,798.00,469.40,-33.56,-8.19,15-NOV-2018,INTERIM DIVIDEND RS  - RS 2.50 PER SHARE
BHARTIARTL,310.70,315.50,306.00,309.45,-1.70,-0.55,508.80,276.85,-37.48,-4.11,05-NOV-2018,INTERIM DIVIDEND RS - 2.50 PER SHARE
BHEL,71.10,72.25,70.70,71.00,0.05,0.07,107.95,61.70,-27.14,1.28,05-NOV-2018,BUYBACK
BIOCON,654.80,671.30,654.30,664.00,11.95,1.83,718.00,536.10,23.05,4.65,31-DEC-2999,-
BOSCHLTD,19160.00,19274.45,19014.50,19050.00,-160.45,-0.84,22400.00,16975.00,-4.29,-2.92,20-DEC-2018,BUYBACK
BPCL,351.10,355.70,348.30,351.60,-2.60,-0.73,494.00,238.55,-25.23,-2.81,31-DEC-2999,-
BRITANNIA,3170.00,3198.55,3136.50,3155.00,-16.35,-0.52,3467.18,2200.00,-31.88,-2.29,29-NOV-2018,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 2/- PER SHARE TO Re 1/- PER SHARE
CADILAHC,345.95,351.70,343.55,344.25,-2.80,-0.81,451.00,332.25,-21.33,0.35,31-DEC-2999,-
CANBK,274.00,276.50,265.40,265.75,-6.85,-2.51,384.90,204.75,-23.92,-3.10,31-DEC-2999,-
CANFINHOME,270.10,270.95,262.00,264.00,-4.95,-1.84,557.50,216.50,-42.95,-7.90,31-DEC-2999,-
