Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1486.00,1511.90,1470.85,1508.00,28.30,1.91,1857.45,1255.65,-13.76,4.94,31-DEC-2999,-
ADANIENT,162.85,164.20,160.20,160.45,-1.10,-0.68,236.65,100.85,-2.90,1.55,31-DEC-2999,-
ADANIPORTS,387.20,389.95,385.65,386.30,-1.10,-0.28,452.35,294.10,-3.11,5.72,31-DEC-2999,-
ADANIPOWER,50.90,51.30,50.60,51.00,0.05,0.10,58.35,15.15,25.31,-6.34,31-DEC-2999,-
AJANTPHARM,1193.00,1204.45,1179.00,1182.00,-5.55,-0.47,1595.00,895.85,-19.62,6.60,09-NOV-2018,INTERIM DIVIDEND - RS 9 PER SH
ALBK,46.95,47.30,46.00,46.15,-0.70,-1.49,76.15,33.15,-37.72,-2.02,31-DEC-2999,-
AMARAJABAT,736.10,744.55,734.80,742.55,7.75,1.05,908.45,683.05,-12.22,1.61,20-NOV-2018,INTERIM DIVIDEND - RS 2 PER SHARE
AMBUJACEM,222.00,225.85,219.60,225.00,4.05,1.83,280.00,188.35,-17.16,4.87,31-DEC-2999,-
APOLLOHOSP,1236.00,1265.00,1230.00,1256.00,14.15,1.14,1329.85,910.10,1.93,1.99,31-DEC-2999,-
APOLLOTYRE,235.10,237.50,233.80,235.15,0.65,0.28,307.25,192.05,-12.52,-0.49,31-DEC-2999,-
ARVIND,98.20,98.70,97.30,97.90,0.30,0.31,478.50,90.25,-78.13,-9.85,28-NOV-2018,DEMERGER
ASHOKLEY,103.90,103.90,102.20,102.50,-0.25,-0.24,167.50,97.70,-12.91,-5.40,31-DEC-2999,-
ASIANPAINT,1375.00,1378.00,1367.30,1369.00,3.00,0.22,1490.60,1090.10,19.63,3.38,29-OCT-2018,INTERIM DIVIDEND - RS 2.85 PER SH
AUROPHARMA,731.00,734.70,726.25,732.90,8.95,1.24,830.45,527.00,7.24,-7.23,20-NOV-2018,INTERIM DIVIDEND - RS 1.25 PER SHARE
AXISBANK,630.40,631.95,618.80,619.90,-5.15,-0.82,677.95,481.25,13.36,-1.28,31-DEC-2999,-
BAJAJ-AUTO,2738.00,2763.00,2710.00,2725.00,7.50,0.28,3468.35,2420.00,-17.30,4.65,31-DEC-2999,-
BAJAJFINSV,6548.00,6591.20,6436.20,6472.15,-30.75,-0.47,7200.00,4500.00,21.98,11.23,31-DEC-2999,-
BAJFINANCE,2656.95,2666.30,2635.60,2641.00,6.20,0.24,2994.00,1511.20,50.47,9.47,31-DEC-2999,-
BALKRISIND,920.50,932.00,916.25,923.00,9.80,1.07,1453.55,854.00,-22.73,-3.63,14-NOV-2018,INTERIM DIVIDEND - RS 2 PER SHARE
BANKBARODA,119.25,119.95,118.20,118.60,0.25,0.21,179.70,91.00,-27.13,13.22,31-DEC-2999,-
BANKINDIA,103.95,105.15,103.30,104.25,1.30,1.26,183.25,73.20,-38.59,25.83,31-DEC-2999,-
BATAINDIA,1135.00,1144.90,1126.00,1129.00,-7.80,-0.69,1144.90,653.10,52.06,13.00,31-DEC-2999,-
BEL,86.40,89.70,86.30,87.80,-0.10,-0.11,185.40,74.25,-51.64,-1.01,31-DEC-2999,-
BEML,910.35,916.45,902.15,904.75,-3.75,-0.41,1639.65,521.25,-43.03,16.71,31-DEC-2999,-
