Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1477.80,1492.10,1473.10,1476.30,6.40,0.44,1769.05,1326.00,1.36,-3.27,31-DEC-2999,-
ADANIENT,201.90,216.25,201.60,215.50,12.05,5.92,216.25,113.00,35.96,22.13,31-DEC-2999,-
ADANIPORTS,372.00,379.20,371.50,374.95,3.50,0.94,430.60,292.10,1.85,-5.34,31-DEC-2999,-
ADANIPOWER,60.50,62.80,60.25,62.65,2.15,3.55,73.80,33.25,31.76,0.16,31-DEC-2999,-
AMARAJABAT,739.00,748.80,738.90,741.85,0.15,0.02,798.10,572.85,3.66,12.05,21-NOV-2019,INTERIM DIVIDEND - RS 6 PER SHARE
AMBUJACEM,201.00,201.15,198.00,200.20,-0.60,-0.30,244.00,184.10,-6.73,1.73,31-DEC-2999,-
APOLLOHOSP,1451.40,1464.70,1440.15,1450.05,-1.55,-0.11,1579.70,1083.10,19.42,-4.21,12-SEP-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 6 per share
APOLLOTYRE,168.00,171.10,167.00,170.80,2.90,1.73,244.85,144.05,-21.92,-6.95,31-DEC-2999,-
ASHOKLEY,81.80,83.65,81.35,83.35,2.00,2.46,112.65,56.95,-23.74,10.69,31-DEC-2999,-
ASIANPAINT,1684.00,1718.00,1666.15,1716.95,34.20,2.03,1834.80,1252.15,30.63,-2.85,30-OCT-2019,INTERIM DIVIDEND - RS 3.35 PER SH
AUROPHARMA,431.50,443.90,431.50,441.55,12.70,2.96,838.00,389.35,-44.09,-7.25,21-NOV-2019,INTERIM DIVIDEND - RS 1.25 PER SHARE
AXISBANK,731.95,756.80,730.00,755.00,22.90,3.13,827.75,580.50,22.85,5.62,31-DEC-2999,-
BAJAJ-AUTO,3152.35,3206.30,3105.20,3201.40,49.05,1.56,3289.00,2442.20,23.59,1.23,31-DEC-2999,-
BAJAJFINSV,9051.00,9220.00,9015.20,9190.00,150.70,1.67,9220.00,5612.00,60.58,13.87,31-DEC-2999,-
BAJFINANCE,4100.00,4149.15,4062.30,4140.90,62.60,1.53,4280.00,2332.10,73.88,2.54,31-DEC-2999,-
BALKRISIND,838.55,869.30,838.00,864.55,20.85,2.47,1024.00,682.00,-9.70,4.12,21-NOV-2019,INTERIM DIVIDEND- RS 2 PER SHARE
BANKBARODA,99.10,100.90,98.90,100.70,1.60,1.61,144.00,85.65,-8.37,8.92,31-DEC-2999,-
BANKINDIA,73.15,74.85,72.70,74.80,1.75,2.40,110.15,57.45,-13.02,12.91,31-DEC-2999,-
BATAINDIA,1645.00,1651.95,1626.80,1645.75,3.05,0.19,1814.00,943.65,71.72,-7.17,31-DEC-2999,-
BEL,108.35,108.95,104.90,106.90,-2.55,-2.33,122.10,72.50,14.03,-6.19,31-DEC-2999,-
BERGEPAINT,476.15,492.65,470.20,489.25,12.35,2.59,533.75,285.20,55.89,0.18,31-DEC-2999,-
BHARATFORG,450.60,451.00,443.00,450.50,-0.10,-0.02,587.95,376.00,-22.71,-0.95,20-NOV-2019,INTERIM DIVIDEND - RS 1.50 PER SHARE
BHARTIARTL,421.35,455.65,421.35,454.85,34.20,8.13,455.65,258.72,38.74,26.22,31-DEC-2999,-
BHEL,56.10,56.85,55.60,56.05,-0.05,-0.09,78.85,41.30,-15.27,4.09,11-SEP-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.20 PER SHARE
BIOCON,256.30,260.40,255.05,257.65,1.75,0.68,341.23,211.05,-58.64,-0.25,31-DEC-2999,-
BOSCHLTD,16350.00,16645.00,16200.00,16512.00,174.65,1.07,20000.00,12700.00,-13.25,13.09,31-DEC-2999,-
BPCL,508.00,514.80,503.30,507.25,-2.15,-0.42,549.00,308.35,58.47,-3.77,31-DEC-2999,-
BRITANNIA,3025.50,3045.00,3004.30,3043.00,20.35,0.67,3583.75,2300.00,-49.36,-7.64,31-DEC-2999,-
CADILAHC,252.20,259.90,250.35,257.00,5.90,2.35,369.00,206.50,-27.38,3.69,31-DEC-2999,-
CANBK,220.80,227.45,220.80,226.25,5.05,2.28,302.10,170.60,-13.28,18.12,31-DEC-2999,-
CASTROLIND,146.95,149.90,146.25,147.75,2.30,1.58,172.90,112.75,-1.07,10.26,31-DEC-2999,-
CENTURYTEX,455.60,461.85,451.00,453.55,0.10,0.02,1063.00,352.10,-49.41,-0.60,11-OCT-2019,DEMERGER
CESC,749.60,755.00,740.55,747.50,1.65,0.22,851.70,642.60,8.74,-6.28,31-DEC-2999,-
CHOLAFIN,312.05,319.30,311.40,318.75,4.40,1.40,333.55,218.20,-75.65,10.41,31-DEC-2999,-
CIPLA,478.25,485.35,475.90,483.25,4.40,0.92,586.00,389.55,-6.70,6.38,31-DEC-2999,-
COALINDIA,199.10,201.65,198.45,200.25,1.25,0.63,271.45,177.70,-21.98,-4.09,31-DEC-2999,-
COLPAL,1503.00,1527.85,1500.50,1515.70,11.20,0.74,1642.60,1103.05,31.98,-2.85,05-NOV-2019,INTERIM DIVIDEND - RS 12 PER SH
CONCOR,557.00,565.50,553.50,557.20,-0.95,-0.17,666.00,460.00,-17.11,-9.11,31-DEC-2999,-
CUMMINSIND,572.00,577.35,561.30,568.80,1.95,0.34,884.20,532.20,-25.99,-1.74,31-DEC-2999,-
DABUR,463.70,470.70,463.65,470.50,6.70,1.44,487.70,357.55,17.39,-0.26,13-NOV-2019,INTERIM DIVIDEND - RS 1.40 PER SHARE
DISHTV,16.00,16.50,15.70,15.90,-0.10,-0.63,42.60,10.40,-57.94,22.31,31-DEC-2999,-
DIVISLAB,1735.00,1768.90,1726.00,1765.00,31.65,1.83,1797.80,1420.00,15.41,1.71,31-DEC-2999,-
DLF,220.00,226.60,217.60,220.10,2.85,1.31,226.60,132.55,24.28,25.81,31-DEC-2999,-
