Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1501.90,1518.00,1490.00,1506.60,0.20,0.01,1769.05,1326.00,4.72,2.54,31-DEC-2999,-
ADANIENT,206.95,212.25,206.05,210.80,2.75,1.32,212.25,113.00,31.54,43.30,31-DEC-2999,-
ADANIPORTS,386.15,389.15,382.50,388.20,2.05,0.53,430.60,292.10,18.12,-4.72,31-DEC-2999,-
ADANIPOWER,68.45,68.50,66.60,67.15,-1.55,-2.26,73.80,33.25,39.46,7.78,31-DEC-2999,-
AMARAJABAT,678.00,729.75,670.10,719.60,65.40,10.00,798.10,572.85,-5.02,5.09,31-DEC-2999,-
AMBUJACEM,200.00,201.95,198.75,200.20,-2.05,-1.01,244.00,184.10,-1.55,3.17,31-DEC-2999,-
APOLLOHOSP,1425.00,1445.00,1414.15,1416.05,-2.55,-0.18,1579.70,1083.10,24.57,-2.46,12-SEP-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 6 per share
APOLLOTYRE,165.00,168.20,163.65,166.40,1.25,0.76,244.85,144.05,-22.46,-2.09,31-DEC-2999,-
ASHOKLEY,71.00,79.95,71.00,79.20,2.65,3.46,122.40,56.95,-33.05,17.16,31-DEC-2999,-
ASIANPAINT,1789.95,1793.95,1768.00,1773.75,-21.10,-1.18,1834.80,1252.15,38.70,-1.39,30-OCT-2019,INTERIM DIVIDEND - RS 3.35 PER SH
AUROPHARMA,437.00,443.90,431.30,437.55,-2.40,-0.55,838.00,431.30,-45.03,-4.73,21-AUG-2019,ANNUAL GENERAL MEETING
AXISBANK,723.40,735.50,721.20,733.70,8.20,1.13,827.75,580.50,20.96,7.34,31-DEC-2999,-
BAJAJ-AUTO,3238.00,3254.00,3221.00,3239.80,-5.75,-0.18,3289.00,2442.20,22.15,9.52,31-DEC-2999,-
BAJAJFINSV,8799.00,8925.00,8775.00,8925.00,106.15,1.20,8950.00,5516.50,60.84,10.43,31-DEC-2999,-
BAJFINANCE,4160.00,4188.00,4142.90,4167.00,7.55,0.18,4280.00,2233.10,82.96,7.31,31-DEC-2999,-
BALKRISIND,853.25,853.25,816.30,826.95,-23.80,-2.80,1024.00,682.00,-13.07,8.62,31-DEC-2999,-
BANKBARODA,94.00,98.90,94.00,96.75,2.95,3.14,144.00,85.65,-11.56,9.57,31-DEC-2999,-
BANKINDIA,66.10,67.65,66.00,67.25,0.80,1.20,110.15,57.45,-22.83,11.99,31-DEC-2999,-
BATAINDIA,1693.10,1723.95,1683.50,1706.05,8.30,0.49,1814.00,943.65,67.79,-1.43,31-DEC-2999,-
BEL,109.15,110.15,107.75,109.00,-0.45,-0.41,122.10,72.50,14.68,0.05,20-AUG-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.70 PER SHARE
BERGEPAINT,485.40,488.35,478.85,484.20,-1.20,-0.25,533.75,285.20,61.08,1.49,31-DEC-2999,-
BHARATFORG,422.00,444.65,420.05,436.00,9.35,2.19,602.50,376.00,-25.45,1.31,31-DEC-2999,-
