Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1499.00,1499.00,1453.85,1457.90,-21.50,-1.45,1857.45,1255.65,-16.31,1.31,31-DEC-2999,-
ADANIENT,162.25,167.80,159.85,160.40,-0.85,-0.53,236.65,100.85,-1.72,1.94,31-DEC-2999,-
ADANIPORTS,379.25,385.80,373.65,385.00,8.45,2.24,452.35,294.10,-4.83,4.32,31-DEC-2999,-
ADANIPOWER,51.20,52.00,51.00,51.20,0.35,0.69,58.35,15.15,30.28,1.39,31-DEC-2999,-
AJANTPHARM,1139.70,1185.00,1126.00,1179.00,50.45,4.47,1595.00,895.85,-19.86,6.08,09-NOV-2018,INTERIM DIVIDEND - RS 9 PER SH
ALBK,46.50,46.65,45.50,46.65,0.60,1.30,77.50,33.15,-38.82,2.53,31-DEC-2999,-
AMARAJABAT,733.20,739.70,730.30,735.50,3.70,0.51,908.45,683.05,-12.15,1.87,20-NOV-2018,INTERIM DIVIDEND - RS 2 PER SHARE
AMBUJACEM,217.45,222.80,216.05,216.50,-4.60,-2.08,280.00,188.35,-20.78,0.02,31-DEC-2999,-
APOLLOHOSP,1277.00,1282.50,1235.70,1237.90,-26.25,-2.08,1329.85,910.10,4.94,-0.98,31-DEC-2999,-
APOLLOTYRE,234.45,235.30,230.10,231.70,-1.65,-0.71,307.25,192.05,-13.38,3.35,31-DEC-2999,-
ARVIND,98.10,98.10,96.00,96.70,-0.40,-0.41,478.50,90.25,-78.67,-68.58,28-NOV-2018,DEMERGER
ASHOKLEY,104.80,105.00,102.70,103.00,-0.90,-0.87,167.50,97.70,-13.55,-5.42,31-DEC-2999,-
ASIANPAINT,1360.05,1384.75,1354.30,1380.05,17.05,1.25,1490.60,1090.10,19.93,2.26,29-OCT-2018,INTERIM DIVIDEND - RS 2.85 PER SH
AUROPHARMA,723.00,727.00,710.05,711.85,-6.65,-0.93,830.45,527.00,4.12,-10.61,20-NOV-2018,INTERIM DIVIDEND - RS 1.25 PER SHARE
AXISBANK,623.55,626.00,615.60,616.40,-3.10,-0.50,677.95,481.25,11.06,-2.32,31-DEC-2999,-
BAJAJ-AUTO,2763.90,2764.00,2696.60,2735.45,0.85,0.03,3468.35,2420.00,-18.81,3.24,31-DEC-2999,-
BAJAJFINSV,6500.00,6550.00,6350.00,6381.00,-58.05,-0.90,7200.00,4500.00,18.09,11.21,31-DEC-2999,-
