Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1530.00,1560.00,1511.35,1519.65,21.60,1.44,1769.05,1322.55,-0.23,-0.70,31-DEC-2999,-
ADANIENT,155.00,160.90,155.00,159.85,4.85,3.13,180.80,113.00,4.85,9.52,29-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 0.40 PER SHARE
ADANIPORTS,413.00,413.75,403.60,409.00,-4.75,-1.15,430.60,292.10,27.32,10.36,26-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 0.20 PER SHARE
ADANIPOWER,61.90,62.10,60.55,61.20,-0.70,-1.13,69.90,32.30,75.61,-5.41,30-JUL-2019,ANNUAL GENERAL MEETING
AMARAJABAT,682.40,688.00,660.00,664.30,-14.75,-2.17,806.75,572.85,-12.96,2.11,31-DEC-2999,-
AMBUJACEM,199.20,203.10,198.70,203.00,6.05,3.07,244.00,184.10,-6.45,0.77,31-DEC-2999,-
APOLLOHOSP,1484.00,1494.40,1480.00,1487.95,4.20,0.28,1579.70,1067.00,31.33,3.63,12-SEP-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 6 per share
APOLLOTYRE,173.70,177.80,172.85,177.55,4.25,2.45,244.85,144.05,-18.03,-1.69,23-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 3.25 PER SHARE
ASHOKLEY,70.00,71.95,69.10,71.70,2.60,3.76,123.10,56.95,-38.74,14.81,23-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 3.10 PER SHARE
ASIANPAINT,1808.50,1814.00,1756.55,1767.50,-35.60,-1.97,1825.00,1118.00,41.37,16.18,31-DEC-2999,-
AUROPHARMA,458.00,465.85,447.35,462.45,7.10,1.56,838.00,435.35,-38.57,-27.36,21-AUG-2019,ANNUAL GENERAL MEETING
AXISBANK,693.40,695.40,683.55,692.65,2.60,0.38,827.75,534.55,20.14,3.24,31-DEC-2999,-
BAJAJ-AUTO,3035.00,3050.00,3015.25,3022.00,10.05,0.33,3149.95,2420.00,15.32,5.13,31-DEC-2999,-
BAJAJFINSV,8085.55,8260.00,8065.05,8151.00,115.15,1.43,8668.80,4955.00,44.67,11.96,31-DEC-2999,-
BAJFINANCE,3910.00,4032.00,3900.00,4025.00,145.55,3.75,4111.75,1997.55,74.53,17.73,31-DEC-2999,-
BALKRISIND,775.00,786.95,768.00,780.25,7.90,1.02,1189.65,682.00,-26.39,1.87,20-AUG-2019,INTERIM DIVIDEND - RS 2 PER SHARE
