Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1499.80,1510.00,1490.35,1507.15,5.15,0.34,1857.45,1255.65,-11.18,0.37,31-DEC-2999,-
ADANIENT,157.70,159.75,156.20,158.10,0.15,0.09,236.65,100.85,-1.16,-2.47,31-DEC-2999,-
ADANIPORTS,369.00,374.35,365.00,374.35,2.95,0.79,452.35,294.10,-7.48,6.79,31-DEC-2999,-
ADANIPOWER,52.05,53.20,51.85,53.10,0.20,0.38,58.35,15.15,49.16,12.03,31-DEC-2999,-
AJANTPHARM,1103.60,1122.00,1080.00,1115.75,4.55,0.41,1595.00,895.85,-22.53,-1.83,09-NOV-2018,INTERIM DIVIDEND - RS 9 PER SH
ALBK,45.50,47.30,45.20,46.35,0.55,1.20,78.05,33.15,-37.49,6.43,31-DEC-2999,-
AMARAJABAT,736.00,748.00,730.60,734.65,-2.95,-0.40,908.45,683.05,-5.03,0.29,20-NOV-2018,INTERIM DIVIDEND - RS 2 PER SHARE
AMBUJACEM,219.25,220.95,218.00,220.50,1.75,0.80,280.00,188.35,-16.48,0.05,31-DEC-2999,-
APOLLOHOSP,1219.00,1228.00,1200.00,1225.50,8.45,0.69,1329.85,910.10,4.49,0.04,31-DEC-2999,-
APOLLOTYRE,234.70,242.30,233.20,235.40,0.60,0.26,307.25,192.05,-7.72,2.73,31-DEC-2999,-
ARVIND,99.00,100.05,97.50,98.40,-0.55,-0.56,478.50,90.25,-77.49,-69.03,28-NOV-2018,DEMERGER
ASHOKLEY,105.40,105.80,104.00,104.75,-1.25,-1.18,167.50,97.70,-8.36,-3.72,31-DEC-2999,-
ASIANPAINT,1338.45,1361.00,1327.55,1360.40,24.55,1.84,1490.60,1090.10,19.63,3.68,29-OCT-2018,INTERIM DIVIDEND - RS 2.85 PER SH
AUROPHARMA,740.00,741.50,729.40,735.00,-10.65,-1.43,830.45,527.00,9.36,-7.43,20-NOV-2018,INTERIM DIVIDEND - RS 1.25 PER SHARE
AXISBANK,617.65,621.80,613.85,618.80,1.65,0.27,677.95,481.25,12.79,0.41,31-DEC-2999,-
BAJAJ-AUTO,2840.00,2873.80,2822.05,2835.80,-5.15,-0.18,3468.35,2420.00,-12.12,5.83,31-DEC-2999,-
BAJAJFINSV,6090.00,6165.00,6076.70,6138.50,50.70,0.83,7200.00,4500.00,17.81,7.20,31-DEC-2999,-
BAJFINANCE,2469.70,2538.20,2446.60,2533.00,58.60,2.37,2994.00,1511.20,44.18,7.29,31-DEC-2999,-
BALKRISIND,931.50,941.20,923.10,926.00,-5.50,-0.59,1453.55,854.00,-62.60,-4.08,14-NOV-2018,INTERIM DIVIDEND - RS 2 PER SHARE
BANKBARODA,111.10,113.90,110.00,112.35,0.55,0.49,179.70,91.00,-33.68,-2.60,31-DEC-2999,-
