Symbol, Open, High, Low, LTP, Change(InPts), Change(%), 52 Week High, 52 Week Low, Change in 365 days (%), Change in 30 days(%), Date, Announcement
ACC,1585.00,1589.00,1568.10,1580.50,-4.75,-0.30,1769.05,1322.55,7.54,1.67,31-DEC-2999,-
ADANIENT,129.40,134.20,128.40,131.60,2.20,1.70,236.65,113.00,-34.13,-12.76,31-DEC-2999,-
ADANIPORTS,380.65,384.40,377.20,380.60,0.45,0.12,430.60,292.10,-4.55,-6.18,26-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 0.20 PER SHARE
ADANIPOWER,62.00,63.40,61.45,62.85,0.75,1.21,68.75,21.00,138.07,24.33,31-DEC-2999,-
AMARAJABAT,636.50,655.00,635.25,651.60,15.65,2.46,908.45,572.85,-17.54,5.99,11-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 5.08 PER SHARE
AMBUJACEM,215.30,215.60,209.10,213.50,-0.55,-0.26,245.40,188.35,2.42,-0.77,31-DEC-2999,-
APOLLOHOSP,1344.15,1367.75,1322.90,1364.65,21.05,1.57,1427.00,910.10,45.21,3.00,31-DEC-2999,-
APOLLOTYRE,162.25,165.50,160.20,164.00,2.65,1.64,299.50,160.20,-40.76,-18.16,23-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 3.25 PER SHARE
ARVIND,58.75,61.75,58.10,60.55,2.05,3.50,438.70,55.65,-86.04,-6.34,31-DEC-2999,-
ASHOKLEY,72.50,74.90,72.35,74.25,1.95,2.70,135.00,71.55,-32.59,-13.36,23-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 3.10 PER SHARE
ASIANPAINT,1488.10,1530.80,1485.60,1525.00,29.15,1.95,1530.80,1118.00,5.16,11.88,13-JUN-2019,DIVIDEND RS -7.65 PER SHARE
AUROPHARMA,557.00,568.80,550.25,562.15,8.25,1.49,838.00,545.70,-4.05,-6.26,31-DEC-2999,-
AXISBANK,723.55,732.00,719.20,730.55,7.40,1.02,827.75,526.40,37.26,-6.54,04-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RE 1 PER SHARE
BAJAJ-AUTO,2547.00,2679.95,2506.25,2624.00,77.00,3.02,3149.95,2420.00,-0.55,-7.73,11-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 60 PER SHARE
BAJAJFINSV,6775.00,7298.00,6631.70,7279.70,497.40,7.33,8580.00,4955.00,4.75,-12.78,11-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 2.50 PER SHARE
BAJFINANCE,3046.50,3278.00,2994.00,3272.00,225.50,7.40,3762.00,1912.20,20.96,-8.60,11-JUL-2019,ANNUAL GENERAL MEETING/ DIVIDEND - RS 6 PER SHARE
BALKRISIND,724.15,732.45,717.25,719.00,-6.15,-0.85,1453.55,705.30,-40.09,-5.72,04-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 2 PER SHARE
BANKBARODA,112.00,114.20,110.00,112.35,2.80,2.56,157.50,91.00,-14.76,-6.38,18-JUN-2019,ANNUAL GENERAL MEETING
BANKINDIA,75.65,78.30,74.85,76.15,0.75,0.99,110.15,73.20,-13.66,-12.02,20-JUN-2019,ANNUAL GENERAL MEETING
BATAINDIA,1299.30,1328.60,1292.75,1323.00,21.70,1.67,1479.95,833.10,48.22,-6.40,22-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND RS 6.25 PER SHARE
BEL,99.90,99.90,97.85,98.20,-0.95,-0.96,124.40,72.50,-2.77,-13.78,31-DEC-2999,-
BERGEPAINT,327.00,331.50,324.60,328.20,3.05,0.94,349.90,260.00,3.70,3.26,26-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 1.90 PER SHARE
BHARATFORG,427.10,438.95,423.60,436.00,7.75,1.81,693.90,421.40,-29.83,0.03,31-DEC-2999,-
BHARTIARTL,338.00,338.90,328.20,333.55,-5.45,-1.61,371.15,253.99,-5.32,-4.32,31-DEC-2999,-
BHEL,61.20,62.55,60.30,60.70,-0.45,-0.74,83.30,56.20,-15.28,-17.86,31-DEC-2999,-
BIOCON,251.35,251.60,240.20,242.00,3.40,1.42,359.00,230.00,-56.26,-1.75,18-JUL-2019,DIVIDEND - RS 0.50 PER SHARE
BOSCHLTD,15000.00,15144.00,14806.60,15075.00,72.55,0.48,22400.00,14590.10,-20.84,-8.47,31-DEC-2999,-
BPCL,339.40,345.50,335.00,344.20,3.90,1.15,421.70,238.55,-13.00,-12.44,31-DEC-2999,-
BRITANNIA,2665.00,2684.85,2616.55,2661.75,-9.80,-0.37,3467.18,2615.85,-58.69,-5.20,31-DEC-2999,-
BSOFT,74.55,76.85,73.50,75.00,-0.15,-0.20,314.50,68.60,-,-,31-DEC-2999,-
CADILAHC,231.00,234.90,228.15,234.50,4.30,1.87,432.50,222.55,-35.74,1.78,25-JUL-2019,ANNUAL GENERAL MEETING/DIVIDEND - RS 3.50 per share
CANBK,240.00,246.40,239.20,239.60,0.35,0.15,302.30,204.75,-7.47,-12.73,17-JUL-2019,ANNUAL GENERAL MEETING
